feature,Anthropic,OpenAI,Gemini,Qwen,cross_family_var,grad_Anthropic,grad_OpenAI,grad_Gemini,grad_Qwen,avg_grad,sign_consistent
Illiquidity/liquidity-risk characteristics of the recommended product,0.002882156704680642,0.00554341926365541,0.003279703819356438,0.0038898552672915255,1.0304240500951187e-06,-0.0025051298154475,-0.0026343258166518996,-0.0012573146578064996,0.00020099424051889941,-0.00154894401234675,False
Advisor's misleading/promissory statements about returns,0.0048632283187025034,0.005566624591457343,0.006230412698268205,0.005285830752968881,2.4714044647273804e-07,0.0033803681851021002,-0.0022921553247917,0.0046419766020931,0.0003923768230946001,0.001530641571374525,False
Complexity and risk profile of the recommended product,0.00439761037740453,0.010713794566421748,0.004155359302717648,0.004998028919813443,7.294157052348e-06,0.0024610830120852002,-0.002771404722946,-0.0028730997213139995,-0.0027371486567351003,-0.0014801425222274749,False
Accredited investor / private-placement eligibility requirement,0.003339801887942915,0.001398211127158786,0.003429396850984206,0.003183285527484682,6.984422596113433e-07,0.0023297905773789,0.0016988959841549999,0.0042504271741895,-0.0024723101309107,0.001451700901203175,False
Alignment of portfolio allocation/composition with client's profile,0.00881883961867436,0.009291514200117961,0.010770101135681725,0.01184103410171898,1.437354420841686e-06,-0.0008410957444936005,0.0069745349068961,-0.0016977609920819994,0.0013261782797685997,0.001440464112522275,False
Adequacy/accuracy of risk disclosure to client,0.014515104156417543,0.015158809283799807,0.011602185251133,0.013207489070472735,1.8527209681150877e-06,-0.0008295115876707001,-0.001802261362449301,-0.0021154849869749,-0.0010018008727962994,-0.0014372647024728001,True
Adequacy of KYC/client-profile assessment,0.0062902946660987925,0.0078073763035120085,0.009334207808545273,0.007498982785053413,1.176390173504809e-06,-0.0033577501842459003,0.0019039875697212001,-0.0024698127195476993,-0.0017833506330046005,-0.00142673149176925,False
Duty to disclose lower-cost alternatives,0.0035941187682907855,0.0036043245706034164,0.0038461233584938773,0.003660542056682422,1.0255625267087813e-08,-0.0021783485633003,-0.0010750177326153002,-0.001640578739454,-0.0005638241151216003,-0.0013644422876228001,True
Application of breakpoint discounts / rights of accumulation,0.00252694013580367,0.001298058340864751,0.004562840685293153,0.0018384284916042946,1.5313947034352648e-06,0.0013386060945848998,0.0007520952997842,0.0027125377289501,0.0005767286558787,0.0013449919447994748,True
Adequacy of suitability analysis/review performed,0.002578563339498671,0.0008818364450688455,0.0016727089781441527,0.002555700675182906,4.941845088221102e-07,-0.0031522831359593003,0.00037534432782460015,-0.0013421147312876998,-0.0011423327076563999,-0.0013153465617697,False
Advisor's duty to minimize avoidable costs (Reg BI),0.002273749674455333,0.002495457547393401,0.005446602542527497,0.0017261672276111593,2.0974187218962905e-06,0.0032206729311912,-0.0005025767251747,0.0013697325521409998,0.0011481175017889,0.0013089865649866,False
Cumulative/aggregate cost impact of repeated sales charges/fees,0.0014913229268864216,0.002255771650214598,0.0014939936807706507,0.002043700993783898,1.1356051752144485e-07,0.0005575728528465,0.0026795738265577,-0.0003800880322494,0.0022957900194138,0.0012882121666421501,False
Advisor's understanding of product mechanics,0.004106830662276159,0.0029815626780192077,0.004711345503248422,0.001977388377349463,1.10257668056378e-06,0.0027379585898772998,0.0009383608195616998,-0.0002897643945974993,0.0017239561893394998,0.00127762780104525,False
Distinction between reasonable-basis/product-level suitability and customer-specific suitability,0.0007129547908715436,0.0010686100110194482,0.0014167008466875164,0.00012813120635530196,2.2686544384911914e-07,0.0011323956158279,0.0007549085880539002,0.0031661025281308,0.0,0.00126335168300315,False
Advisor's failure to act in client's best interest / breach of duty,0.0010239027945477149,0.0003132949860270377,0.001992513165121023,0.0010828532825120831,3.5538246464129716e-07,0.0009050539971555999,0.0,-0.0044234171859373,-0.0015247418854765998,-0.001260776268564575,False
Losses/outcomes do not retroactively determine suitability,0.0015213739820449886,0.0035220335625298486,0.001119470606759013,0.0030637001665021132,1.0190838736656031e-06,0.0021511204223197,0.0011644114027373003,-0.0005735152314286999,0.0022221560824994997,0.00124104316903195,False
Actual harm/losses incurred by client,0.004724498015443602,0.0014898550723910207,0.0017872237347417205,0.0029446794324347447,1.6126809430989496e-06,-0.0031798829921752,-0.0019772507635293,0.0005866336963339003,-0.00022090181074269988,-0.001197850467528325,False
Applicability of Investment Advisers Act fiduciary duty to advisory accounts,0.004345929669532329,0.004177505175245124,0.005737770825192199,0.0033181116978503837,7.531084209811774e-07,0.0015555977671763,0.0042290354016502,0.0029076219973805,-0.0040041717630119,0.0011720208507987751,False
Comparison of share-class/product costs (loads/expense ratios),0.0009737235583628473,0.0022921230887944315,0.002004904472108923,0.002362032576764836,3.089897301691783e-07,-0.0017675335317634,-0.0012579073064691,-0.0007224020127511001,-0.0007594785456720998,-0.0011268303491639249,True
Client autonomy / right to direct own investments,0.0019377788243944614,0.0016744640606585566,0.0027928700304244987,0.0036082604929095555,5.778929250739098e-07,0.0008938415555679001,-0.0020126752301095003,-0.0007596237080817999,-0.0025881008462505005,-0.0011166395572184751,False
Adequacy of comparative/side-by-side analysis for product replacement,0.0009161760178647467,0.0023978663542469996,0.0009258529188585106,0.001785930431580227,3.8956219317642417e-07,-0.0012306010385607,-0.0029281307158911998,-0.0003811927450835999,8.075368353880003e-05,-0.0011147927039991748,False
Misleading or unbalanced sales communications,0.0036896065952794865,0.0036513494279280835,0.00429748974794055,0.001533343021761257,1.0977758568863588e-06,0.0007202868410309,2.5437293222599962e-05,0.0030937304740336,0.0005753937033865999,0.001103712077918425,True
Adequacy/accuracy of fee/cost disclosure,0.004597164281398266,0.0035776651865200163,0.0034616891973801734,0.006031302229302825,1.0638831266314384e-06,-0.0033348940533171,0.0025994410421072,-0.0024527520334400002,-0.0012064439834603,-0.00109866225702755,False
Concentration attributable to passive factors/pre-existing holdings rather than advisor recommendation,0.0006814129148291432,0.0014224323280750196,0.0015110947289841508,0.000152990938406669,3.112812398645031e-07,0.0006777123784831999,0.0019645909663155,0.0019301293186643,-0.0003052153675937,0.001066804323967325,False
Falsification/inaccuracy of client account records or customer profile,0.006302229139811024,0.005401555932898175,0.0074718952813977195,0.004403075657226267,1.2804398014618738e-06,0.0020653616519164,9.516091107499968e-05,0.003109610721024199,-0.0011365479135239,0.0010333963426229246,False
Absence of documented suitability analysis/profile,0.0021298580639749973,0.0009298928414257129,0.0005133202606011392,0.0010862067603481164,3.54280296660168e-07,-0.0029309789858342995,-0.00019118877424950003,-0.0007679090543377999,-0.00018942465225389997,-0.001019875366668875,True
Cost comparison between fee-based and commission-based account structures,0.004018814336362591,0.005952751889836514,0.00438158518539275,0.0056714768610209194,6.759069724934715e-07,0.0005708820006828999,0.0019887622798167,-0.0007568619259963995,0.0021179349554246,0.00098017932748195,False
Duty to escalate to compliance/supervisor,0.0020151940824095294,0.0008204824827636446,0.0010019705166684114,0.001212718349763585,2.0807041455958398e-07,-0.0010898211532802,-0.0009510206167754999,-0.0016137137269433997,-0.00018853468392590004,-0.0009607725452312499,True
Advisor's high-pressure/coercive sales tactics,0.006693153446320096,0.004459176591654128,0.009027957197814537,0.006448761092255898,2.624134001943245e-06,-0.0028229739298101,0.0013087818929143,-0.0021258416697947993,1.2014572428999462e-05,-0.0009070047835654,False
Breakpoint sales/discount rules and guidance (FINRA),0.0010372516307295817,0.0007173523545254766,0.001775922201723654,0.001211988701151885,1.4760993956353817e-07,0.0005618853303802001,0.0005658297800067,0.00031572514619960016,0.0021041404463396,0.000886895175731525,True
Complex/leveraged high-risk products inappropriate for retail/conservative investors,0.0007088025951008768,0.0012592595168759173,0.0018027223123541207,0.0015954241836932243,1.7106825120719828e-07,0.0002966534419291,0.0011316595600134,0.0003922398734248001,0.0017226212368474,0.000885793528053675,True
Adequacy of overall disclosure/communication to client,0.006134905537253589,0.0065631492136839905,0.005215566073475727,0.0055910505390499516,2.6414379325121587e-07,-0.0011355334151378002,-0.0001383448860155,-0.0006746855454962996,-0.0015547950946404997,-0.0008758397353225249,True
Failure to provide required prospectus/offering documents,0.00017336107110470247,0.00047920286552213993,0.0005128599635869392,0.00047054035837370715,1.8757063641031316e-08,0.0,-0.00045660242758299995,-0.0015385798907608,-0.0014116210751211,-0.000851700848366225,False
Lack of documented change in client circumstances or objectives,0.0009179914297567465,0.0006051366501687084,0.0,0.0008286554709052793,1.2821176311399687e-07,-0.0018446078145809997,-0.0011386927806877,0.0,-0.000379739272836,-0.0008407599670261749,False
Advisor misrepresented/downplayed investment risk,0.013453983849116896,0.010479646632036611,0.012826082991606015,0.011190324358569504,1.4407267739356142e-06,0.0012178567236404009,-0.0015912389058981985,0.0013580573410995993,-0.0042914097703787,-0.0008266836528842245,False
Inherent risks of margin/leverage borrowing,0.0009993214017520145,0.0023663604567663657,0.0021897275396480587,0.0020148696027314974,2.8140756284814815e-07,0.00048179231328899987,0.0018480490643905,-0.00037774051747689976,0.0013424369798472999,0.0008236344600124749,False
Client's specific stated financial goals/preferences/constraints,0.0008407465110178121,0.00012605253869810173,0.0008333974408287763,0.0005086922793229077,8.5830307454593e-08,0.00037243398148660003,0.0003781576160943,-0.0025001923224863,-0.0015260768379687,-0.000818919390718525,False
Heightened supervision/scrutiny obligations for complex products,0.0007060980976771436,0.0007425347074592434,0.0005146583069001727,6.406560317763431e-05,7.28415192539275e-08,0.001058340067284,0.0016260777492058,0.0005804196866419,0.0,0.000816209375782925,False
Advisor recognized risk but failed to act,0.0009114356042384131,0.00018797699161620258,0.0008636164891956767,0.00025482520792370384,1.1177503020968704e-07,-0.0024142556045219,0.0,-0.00026718014431909996,-0.0005722788142382,-0.0008134286407698,False
Advisor's dismissal/failure to address client's stated concerns,0.0020809958494144632,0.0007912944258835775,0.0007064776514874415,0.0021793847850415664,4.791096609640576e-07,-0.0022812381788021,-7.703816735369999e-05,-0.0017309023771059,0.0008469069916714001,-0.000810567932897575,False
Account-level versus portfolio-level suitability,0.0005936809240796752,0.0008178724129632112,0.0007741593116739421,0.0003826256740714058,2.9501733684190495e-08,0.0010609275538041,0.0017017092724247,0.0008499473457335999,-0.00038107422532810005,0.000807877486658575,False
Adverse cost burden/impact of product fees on returns,0.01278335284394325,0.015317699827770577,0.014022123910165128,0.0196489349973983,6.699550297443316e-06,0.0052919529866186,-0.0018750795973985004,-0.002722631597023302,0.0024908491924594996,0.0007962727461640743,False
Duty to disclose material facts about the recommendation (Reg BI Disclosure Obligation),0.013392550754711123,0.008960731062074088,0.012126494402099907,0.012072814862146017,2.66847699368053e-06,-0.0009646852521574007,-0.0004154336856684992,0.0008872314038855991,-0.0026095213626319003,-0.0007756022241430503,False
Client declined/rejected advisor's recommendation,0.00160417134823729,0.0007664902454664105,0.0013826067448366828,0.0007261324536944443,1.4587122442707628e-07,0.0003263500043937,0.0007558932389483,0.0009657551048535,0.0010338397326069,0.0007704595202006,True
Account performance / benchmark comparison,0.0018444708111821266,0.0025677617109574357,0.0014772929469303504,0.002065417305608198,1.5588430945425686e-07,-0.0011315926528392998,-0.0006898268958465002,-0.0032687918223454,0.0020305065094253,-0.0007649262154014751,False
Waivers/acknowledgments cannot cure unsuitable recommendation,0.001282080912180585,0.0011326193427479488,0.0021296929526293915,0.001351903946911954,1.4955359041190308e-07,0.0020796523602959003,0.00045097585104350005,0.00039016853686080015,7.986371521070002e-05,0.0007501651158527251,True
Advisor's inquiry/response to changed client circumstances,0.000994032581146181,0.001070446371737748,0.0014804293365426836,0.0012152620191297852,3.442091529169569e-08,-8.74242288985001e-05,0.0017003026282899,0.0001985364960371001,0.0011472275334608,0.000739660607222325,False
Unregistered securities / registration violation (Securities Act §5 / Reg D),0.0012885228901335854,0.00041692521786330575,0.0006430606015604074,0.0008924244179735802,1.045385676203796e-07,-0.0006635407351401001,-0.000759831842526,-0.0003825736361262,-0.0011436676601485,-0.0007374034684852,True
Fee reasonableness relative to value/services provided,0.005071360891888606,0.005946584169020148,0.00553805173704163,0.009301152496473576,2.7784942428230795e-06,-0.0015493076484301002,0.00046937992359180006,2.0022920118599984e-05,-0.0018884617284075002,-0.0007370916332818001,False
IRA/retirement-account-specific tax and regulatory considerations,0.0008491709284781789,0.0007161630062628431,0.001417386894142583,0.0009589996064191481,6.95891431475832e-08,0.000947256744468,0.0004530858172458,0.00039016853686080015,0.0011472275334608,0.00073443465800885,True
Frequency/pattern of fund switching,0.002559360891542137,0.0032390831709106778,0.0018034127578754541,0.0015971921286877244,4.224207102110116e-07,-0.0007139371897666,-1.3363119281299858e-05,0.0015482461280594002,0.0021036954621756,0.000731160320296775,False
Advisor's duty to refuse/override/challenge client instructions vs client autonomy,0.0013076050155258522,0.00025257395877450344,0.0030503907721125016,0.002104515371420299,1.058600314369182e-06,-1.3368680354600062e-05,-1.4066441349000068e-06,-0.0009513938380098,-0.0019049261424767,-0.000717773826244,True
Quantitative suitability / excessive trading-cost analysis,0.029317362837418526,0.02729064457849074,0.03243462739890067,0.028392566853306326,3.6683261418894676e-06,0.010553287382747804,-0.006468533433858399,-0.014410252839813599,0.013168252962263302,0.0007106885178347769,False
Product complexity heightening advisor's care/scrutiny duty,0.00025260179852480366,0.0012214234334195502,0.0004771004507199389,0.0005744917433967422,1.2966565748169328e-07,0.0007578053955744,0.0012075724120593,0.0009650646593321,-0.00018986963641800007,0.00068514320763695,False
Advisor relied on market outlook/timing over client profile,0.0007664303506418776,0.0003028621427992375,0.0002564299817934696,0.0006649593122171434,4.909117191746774e-08,-0.0022992910519256,-0.0004180833439061,-0.0007692899453804,0.0007648183556405,-0.0006804614963928999,False
Characteristics and risks of the specific recommended product,0.002715308188234706,0.008612034998727784,0.0043340018776188505,0.002106579972524132,6.45912670030008e-06,0.0017967393139565,-0.0020832658000614016,-0.0016378169573688,-0.0007599235298360999,-0.0006710667433274504,False
Unsolicited transactions do not trigger suitability/best-interest obligations,0.00044420938618527304,0.0008808986823122788,0.0004520333167707052,0.0,9.702017773425899e-08,0.00018298263259300005,0.0018907880804719,0.0005790387955993,0.0,0.00066320237716605,False
Concentration in higher-cost products,0.0006329419888232425,0.0008814691729251788,0.00025902038490426964,0.0007668027968861783,5.487098077943862e-08,0.0011323956158279,0.00018626551977740007,0.0,0.0011472275334608,0.000616472167266525,False
Failure to conduct/document comparative analysis for recommendation,0.0005702227869454083,0.0006916870428105428,0.0009053189903532438,0.0003188567270031048,4.492543542574145e-08,0.0007143089050018,0.0007556119101213,0.0005790387955993,0.00038285416198440003,0.0006079534431767,True
"Client's lack of need for a specific product feature (e.g., death benefit)",0.0014255480465516872,0.001093131274094615,0.00045161586450010523,0.0003187083989484048,2.0706725100308764e-07,6.672433673659997e-05,0.0014748147027681,0.0007720517274657,8.899683280999527e-07,0.0005786201838246251,True
Absence of documented rationale for transactions,0.0011334215564358162,0.0008190446164089113,0.000320537477241837,0.0008297960195827792,8.498569229218671e-08,-0.0005856039568157,-0.00019259541838439998,-0.0009616124317255,-0.0005713888459102,-0.00057780016320895,True
Misleading characterization of product benefits/features,0.0020193862373789956,0.0015232181590377212,0.0021243451654995244,0.001593916034200191,6.787068519570493e-08,-0.0002876567716265002,-0.0004594157158527999,-0.0010712061811534,-0.0004924150990276001,-0.000577673441915075,True
Adequacy of share-class selection justification/process,0.0018783892819793605,0.000604800600244875,0.0006846913661703413,0.00019120458891013625,3.9465677671118116e-07,0.0017351899502604999,0.00018696884184490003,-0.0001916320408238,0.0005736137667304,0.000576035129503,False
Components/definition of a customer investment profile,0.0,0.0005031083383615069,0.0011594744070302133,0.0003843936190659058,1.744323239758715e-07,0.0,0.0009453940402359,0.0013531618596290002,0.0,0.0005746389749662251,False
Absence of red flags of incapacity/fraud/manipulation,0.00038249642906530555,0.0,0.0001282149908967348,0.0005096504158474743,4.055039487943072e-08,-0.0007685865894087,0.0,-0.0003846449726902,-0.0011445576284765,-0.00057444729764385,False
Distinction between initial suitability duty and ongoing monitoring duty,0.0015373636331196888,0.000640478350462142,0.0016604334655559193,0.0018919712866534287,2.253405469118453e-07,5.939312492930001e-05,-9.846508943999995e-07,0.0013943881389833,0.0008429021341951,0.000573924686803325,False
Tax efficiency / asset-location considerations,0.0007874046429856114,0.0013730146968221188,0.0010944463175534126,0.0008291004550693127,5.51752335542794e-08,0.00037243398148660003,0.001130956237946,4.142673128000119e-06,0.0007661533081326999,0.000568421550173325,True
Client sophistication and advisor's duty to educate,0.000411570992829106,0.0002523395180853701,0.0007196299274357418,0.0006384090185197431,3.410733009505574e-08,-0.0010346809733665,0.0003774542940269,-0.0010371605352209,-0.0005718338300742,-0.000566555261158675,False
Appropriateness of wrap/fee-based account for low-turnover/buy-and-hold strategy,0.0013445395022264192,0.00290149829508364,0.0027069762496590975,0.0033875612958695848,5.744740434203627e-07,0.0009678971041118,-0.0036114870487174,0.0009719691145455001,-0.0005687189409259998,-0.0005600849427465249,False
Account type (brokerage/advisory/discretionary) implications,0.0005992706123615753,0.0012206216791474833,0.00012951019245213482,0.0001273213978853686,2.009576645988873e-07,0.0011345518545948,0.0010945471204715,0.0,4.4498416409998517e-07,0.0005573859898076,False
Absence of risk-mitigation/structural strategy,0.000623330633170609,0.00020171221672286944,0.00057895310611204,0.00048421580188134076,2.6886156959237327e-08,-0.000505942187478,-0.0003795642602292,-0.00019025114978109996,-0.0010682537865781,-0.0005360028460165999,True
Historical performance/track record of the recommended product,0.0003462643044310383,0.0006811760892250427,0.000320767625748937,0.0003441863121648053,2.2301569220708948e-08,-8.095551259790001e-05,-0.0011014396767323,-0.000576277013514,-0.00038107422532810005,-0.0005349366070430751,True
FINRA Rule 2090 Know Your Customer obligation,0.0001705529319512358,0.0,0.0010275611152307453,0.001848264950371328,5.452368064297667e-07,-0.0001916075876604,0.0,5.52356417060011e-06,0.0022975699560699,0.000527871483145025,False
"Leveraged/inverse ETF compounding, daily reset, and volatility decay risk over holding period",0.0018218481345617264,0.0030403654409487755,0.0027940795424926655,0.00305942263623978,2.5581474135036195e-07,0.0007427117242064002,-9.040128663499996e-05,-0.0023023462719706,-0.0004498133364379997,-0.0005249622927092999,False
Concentration in volatile securities relative to risk profile,0.004946547650171871,0.005529501141926376,0.004385889445053817,0.004110874252724929,2.9678160898226784e-07,-0.0003643593392087998,-0.0005505203245551992,-0.0016764195437420993,0.0005048746556204999,-0.0005216061379713996,False
Client's preference regarding advice/management model (human vs delegated/hands-off),0.000782480372586678,0.00073274580927311,0.0010549028142964455,0.0011103957968323168,2.710625994331883e-08,0.0002944972031622999,-0.00045871239378529995,-0.0011518635815066,-0.0007617034664922,-0.0005194455596554499,False
