case_id,model,arm,date_filed,court_level,judge,web,outcome_score,reasoning_score,combined,declined,disposition_actual,disposition_claimed,justification,parse_error,error,in_tokens,out_tokens,latency_s,ts
cl_2019_ca9_alexander_acosta_v._city_national_c,anthropic/claude-fable-5,pre_cutoff,2019-04-23,circuit,anthropic/claude-opus-5,0,0.5,0.75,0.625,0,mixed,affirmed,"The candidate correctly identifies the Secretary as prevailing on liability and on the denial of additional offsets, but wrongly states the court affirmed in full; the Ninth Circuit reversed the prejudgment interest award and remanded for recalculation. Reasoning on the §408(c)(2) exemption and the fiduciary's burden to prove offsets tracks the opinion, but it omits the prejudgment-interest holdin",,,14177,385,6.11,2026-08-07T10:31:10
cl_2018_ca9_ussec_v._e._andrew_schooler,anthropic/claude-fable-5,pre_cutoff,2018-09-26,circuit,anthropic/claude-opus-5,0,0.5,0.3,0.4,0,mixed,affirmed,The court affirmed the securities/liability holdings but vacated the civil penalty (due to Schooler's death) and vacated and remanded the disgorgement award under Kokesh; the candidate claims full affirmance including the monetary remedies. Its 'securities' rationale is only partly right (it omits the decisive point that investors' funds were committed and spent before the partnership agreements b,,,10526,595,9.42,2026-08-07T10:31:10
cl_2017_iowa_amended_september_5_2017_state_of_i,anthropic/claude-fable-5,pre_cutoff,2017-06-23,state,anthropic/claude-opus-5,0,0.25,0.25,0.25,0,mixed,mixed,"The court dismissed the tampering count (Count II) as time-barred for lack of prosecutorial due diligence under Iowa Code § 802.5, and vacated/remanded Count I (fraudulent passing/redeeming) because the instruction allowed conviction on time-barred alternatives; the candidate inverted this, claiming the tampering conviction was affirmed and the passing count reversed on a fabricated 'unaltered tic",,,48096,775,12.84,2026-08-07T10:31:12
cl_2018_illappct_vt_investment_corp._v._west_columbi,anthropic/claude-fable-5,pre_cutoff,2018-08-24,state,anthropic/claude-opus-5,0,0.9,0.3,0.6,0,reversed,reversed,"The candidate correctly states the judgment was reversed and remanded with V&T prevailing (though it omits that recovery was partial and the fiduciary-duty claim failed). Its rationale, however, is largely fabricated: the court held assessments accrued from the month after the sale (Nov. 1, 2013) but V&T's Feb. 6, 2014 payment was 'prompt' given the delayed confirmation, thereby extinguishing the ",,,15059,846,12.52,2026-08-07T10:31:14
cl_2019_ca9_ussec_v._hui_feng,anthropic/claude-fable-5,pre_cutoff,2019-08-23,circuit,anthropic/claude-opus-5,0,1.0,0.9,0.95,0,affirmed,affirmed,"Candidate correctly identifies affirmance of summary judgment for the SEC and captures the core rationale: EB-5 investments as Howey investment contracts despite visa motivation, broker status based on transaction-based commissions and solicitation, undisclosed conflict of interest/material omission and the nominee scheme to defraud regional centers, and upheld disgorgement. Minor overstatements (",,,19317,434,7.28,2026-08-07T10:31:15
cl_2019_cadc_the_robare_group_ltd._v._sec,anthropic/claude-fable-5,pre_cutoff,2019-04-30,circuit,anthropic/claude-opus-5,0,1.0,0.95,0.975,0,mixed,mixed,The candidate correctly states the split disposition (206(2) upheld on substantial evidence; 207 willfulness vacated and remanded for sanctions determination) and accurately captures the court's rationale that negligence and intent are mutually exclusive so the same negligent conduct cannot be 'willful' under Section 207. Minor imprecision in framing the 207 holding as 'arbitrary and capricious'/f,,,13881,221,5.18,2026-08-07T10:31:16
cl_2019_ca3_jennifer_sweda_v._university_of_pen,anthropic/claude-fable-5,pre_cutoff,2019-05-02,circuit,anthropic/claude-opus-5,0,1.0,0.8,0.9,0,mixed,mixed,"Candidate correctly states the court reversed dismissal of the fiduciary-prudence claims (Counts III and V) and affirmed dismissal of the prohibited-transaction claims, remanding for further proceedings, and correctly captures the key rationales (no Twombly antitrust-style requirement to rule out lawful explanations, holistic plausibility review, rejection of a 'mix and range' safe harbor from Ren",,,37444,904,13.08,2026-08-07T10:31:16
cl_2019_cadc_donald_trump_v._mazars_usa_llp,anthropic/claude-fable-5,pre_cutoff,2019-10-11,circuit,anthropic/claude-opus-5,0,1.0,1.0,1.0,0,affirmed,affirmed,"The candidate correctly states the D.C. Circuit affirmed summary judgment for the Oversight Committee, upholding the Mazars subpoena, and accurately captures the panel composition and dissent. The reasoning tracks the opinion's actual holdings: valid legislative purpose, subject on which legislation could be had, reasonable relevance, rejection of the law-enforcement/impeachment-exclusivity argume",,,93427,238,6.06,2026-08-07T10:31:17
cl_2019_dcd_state_of_new_york_v._united_states_,anthropic/claude-fable-5,pre_cutoff,2019-03-28,district,anthropic/claude-opus-5,0,1.0,1.0,1.0,0,mixed,vacated,"The candidate correctly states that the states prevailed, the bona fide association and working owner provisions were vacated, and the rule was remanded for severability consideration — matching the court's mixed disposition (partial vacatur plus remand). The reasoning accurately captures the Chevron analysis, the employment-relationship limit on ERISA, the geography/purpose deficiencies, the work",,,34257,189,4.51,2026-08-07T10:31:17
cl_2020_ca2_abm_indus._groups_llc_v._intl_union,anthropic/claude-fable-5,pre_cutoff,2020-07-29,circuit,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,reversed,affirmed,"The court reversed and remanded with instructions to confirm the arbitration award in ABM's favor, holding the union had agency and statutory authority to bind employees Phillip and Clerkin to the award; the candidate claims affirmance for the union on an entirely fabricated arbitrability/presumption-of-arbitrability rationale.",,,8191,174,4.13,2026-08-07T10:31:20
cl_2020_ca2_gonnella_v._securities_and_exchange,anthropic/claude-fable-5,pre_cutoff,2020-04-02,circuit,anthropic/claude-opus-5,0,1.0,0.85,0.925,0,affirmed,affirmed,"Candidate correctly states the petition was denied and the SEC's order affirmed, and captures the two main rationales: substantial evidence of a deceptive parking scheme with scienter, and forfeiture of the Lucia Appointments Clause claim for failure to raise it before the Commission. Minor fabrication (deleted emails) and omission of the cooperator/APA, independent fact-finding, and de novo sanct",,,16849,468,7.23,2026-08-07T10:31:24
cl_2020_ca2_xy_planning_network_llc_v._sec,anthropic/claude-fable-5,pre_cutoff,2020-06-26,circuit,anthropic/claude-opus-5,0,1.0,0.8,0.9,0,denied,denied,"Candidate correctly states the petitions were denied with the SEC prevailing, and captures the core holding that Section 913(f) grants broad discretionary rulemaking authority while 913(g) is permissive, plus the states' speculative tax-revenue injury. It slightly misstates the standing basis: the court credited Ford Financial's impaired ability to market its fiduciary duty and expressly declined ",,,20985,617,9.55,2026-08-07T10:31:24
cl_2020_ca2_united_states_v._kosinski,anthropic/claude-fable-5,pre_cutoff,2020-09-22,circuit,anthropic/claude-opus-5,0,1.0,0.5,0.75,0,affirmed,affirmed,"Candidate correctly states the Second Circuit affirmed the conviction with the government prevailing. On reasoning, it correctly identifies the duty question under the misappropriation theory and the fiduciary-like relationship holding, but fabricates a Rule 10b5-2 validity holding that the court expressly declined to reach, omits the 'temporary insider' rationale, the significance of the breached",,,25570,592,8.86,2026-08-07T10:31:25
cl_2020_ca11_united_states_v._gerti_muho,anthropic/claude-fable-5,pre_cutoff,2020-10-22,circuit,anthropic/claude-opus-5,0,1.0,0.25,0.625,0,affirmed,affirmed,"The candidate correctly states the conviction and sentence were affirmed with the government prevailing, but its rationale is largely fabricated: the opinion involved no magistrate-judge/Faretta-authority issue, no sufficiency-of-evidence or merger analysis, and instead turned on the court's refusal to sua sponte reinstate counsel, Rule 17(b) subpoena denials, and a first-impression interpretation",,,17291,269,5.43,2026-08-07T10:31:25
cl_2019_dcd_taylor_v._federal_aviation_administ,anthropic/claude-fable-5,pre_cutoff,2019-08-09,district,anthropic/claude-opus-5,0,1.0,0.6,0.8,0,granted,granted,"Candidate correctly states the motion to dismiss was granted in the FAA's favor and captures key rationales (congressional reinstatement of the registration rule defeating the $5 refund/exaction theory; plaintiff's failure to accept the FAA's refund offer), but frames the case largely around § 46110 exclusive jurisdiction and mootness — grounds the court expressly rejected (it held it had jurisdic",,,15227,640,9.56,2026-08-07T10:31:26
cl_2019_calctapp_j.b.b._investment_partners_v._fair,anthropic/claude-fable-5,pre_cutoff,2019-07-02,state,anthropic/claude-opus-5,0,0.7,0.6,0.65,0,affirmed,affirmed,"The candidate correctly states the judgment was affirmed with plaintiffs prevailing on the settlement/breach-of-contract appeal and correctly identifies the key distinction between the narrow § 664.6 signature holding of the 2014 opinion and ordinary contract-formation principles (objective manifestation of assent in Fair's emails). However, it omits the consolidated second appeal (plaintiffs' att",,,26279,886,12.81,2026-08-07T10:31:27
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,anthropic/claude-fable-5,pre_cutoff,2020-03-30,circuit,anthropic/claude-opus-5,0,1.0,1.0,1.0,0,affirmed,affirmed,"The candidate correctly identifies affirmance of summary judgment for JPMIM and accurately captures the court's rationale: the inapt subadvised-fund comparison due to differing risks/responsibilities, Lipper peer-comparison showing in-line fees and strong performance, economies-of-scale sharing via waivers, and robust board process.",,,17102,179,4.82,2026-08-07T10:31:29
cl_2020_ca9_dimitri_shivkov_v._artex_risk_solut,anthropic/claude-fable-5,pre_cutoff,2020-09-09,circuit,anthropic/claude-opus-5,0,1.0,0.95,0.975,0,affirmed,affirmed,"Candidate correctly states affirmance with defendants prevailing and accurately captures all five holdings (no fiduciary duty to explain arbitration clause under Arizona law, Litton survival presumption, scope, non-signatory estoppel, class arbitration as gateway issue with silence precluding class arbitration). Minor imprecision: unconscionability was not challenged on appeal, and the non-signato",,,26454,224,4.91,2026-08-07T10:31:29
cl_2020_ca3_united_states_v._steven_fishoff,anthropic/claude-fable-5,pre_cutoff,2020-01-30,circuit,anthropic/claude-opus-5,0,1.0,0.85,0.925,0,affirmed,affirmed,"Candidate correctly identifies affirmance for the government and accurately captures the core holding on the Section 32 no-knowledge defense (preponderance burden, substance-of-the-rule standard, clear error review, Fishoff's sophistication and concealment). It omits the Rule 32 procedural arguments and the government-preclusion argument the court also addressed, and slightly mischaracterizes one ",,,13560,225,5.01,2026-08-07T10:31:30
cl_2020_ca3_jeffrey_norman_v._david_elkin,anthropic/claude-fable-5,pre_cutoff,2020-05-29,circuit,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,mixed,affirmed,"The court actually reversed in part (reinstating Norman's breach of contract claim for the May/July/August 2001 distributions and restoring the $73,180.17 compensatory award) and affirmed in all other respects, remanding for revised judgment; the case turned on statute of limitations, §220 tolling, and inquiry notice, not on damages proof. The candidate's affirmance-for-Elkin/nominal-damages accou",,,20159,210,5.16,2026-08-07T10:31:32
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,anthropic/claude-fable-5,pre_cutoff,2020-06-18,circuit,anthropic/claude-opus-5,0,1.0,0.75,0.875,0,mixed,mixed,"Candidate correctly identifies the mixed disposition (dismissal of the Item 105 risk-factor omission claim vacated/reversed and remanded for shareholders; dismissal of the Omnicare opinion claims affirmed) and captures the core rationale that M&T's generic, boilerplate regulatory risk disclosures failed Item 503/105's specificity requirement given known BSA/AML and consumer-checking compliance pro",,,21838,620,9.1,2026-08-07T10:31:34
cl_2020_dcd_pca_integrity_associates_llp_v._nco,anthropic/claude-fable-5,pre_cutoff,2020-02-11,district,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,granted,mixed,"The candidate fabricated an entirely different case: a partnership/joint venture contract dispute, whereas this is an FCA qui tam action dismissed for failure to plead fraud with particularity and materiality under Rules 9(b)/12(b)(6). The claimed mixed grant/denial and prevailing party (relator largely prevailing) are wrong; all defendants' motions to dismiss were granted.",,,64633,178,5.73,2026-08-07T10:31:35
cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,anthropic/claude-fable-5,pre_cutoff,2020-07-28,circuit,anthropic/claude-opus-5,0,1.0,0.85,0.925,0,reversed,reversed,"Candidate correctly states the Ninth Circuit reversed the dismissal of the California consumer-protection claims and remanded, with plaintiffs prevailing (the opinion also notes antitrust dismissal affirmed separately). Reasoning tracks the court's three grounds — reasonable consumer test, Rule 9(b) particularity, and reliance/standing — though it recasts the FDA Compliance Policy Guide discussion",,,24340,814,11.87,2026-08-07T10:31:38
cl_2020_dcd_ghadami_v._united_states_department,anthropic/claude-fable-5,pre_cutoff,2020-03-19,district,anthropic/claude-opus-5,0,1.0,0.7,0.85,0,granted,granted,"Candidate correctly states the motion to dismiss was granted with the government prevailing, and accurately captures the core TRAC-factor holding that the ~25-month waiver delay was not unreasonable and that consular nonreviewability did not bar the delay claim. However, it misstates the due-process rationale (the court held no protected liberty interest in an adult child's relationship with a par",,,18941,630,9.81,2026-08-07T10:31:42
cl_2020_dcd_broidy_capital_management_llc_v._mu,anthropic/claude-fable-5,pre_cutoff,2020-03-31,district,anthropic/claude-opus-5,0,0.75,0.7,0.725,0,mixed,mixed,"The candidate correctly identifies that the motions to dismiss were granted in part and denied in part, with defendants losing on the immunity question, though it understates the dismissals (7 of 13 counts, including both RICO counts, SCA, conversion, tortious interference, public disclosure of private facts). The immunity rationale (FSIA inapplicable under Samantar, common-law conduct-based immun",,,36265,935,13.64,2026-08-07T10:31:43
cl_2020_dcd_district_of_columbia_v._u.s._depart,anthropic/claude-fable-5,pre_cutoff,2020-03-13,district,anthropic/claude-opus-5,0,0.9,0.6,0.75,0,mixed,mixed,"The candidate correctly reports that the court granted a nationwide preliminary injunction/§705 stay of the waiver provisions while not enjoining the discretionary-exemption carryover provision, with plaintiffs prevailing; it slightly misattributes the denial to the later effective date rather than to the failure to show likelihood of success. On reasoning, it correctly identifies arbitrary-and-ca",,,73200,1057,15.59,2026-08-07T10:31:44
cl_2021_ca2_in_re_tribune_co._fraudulent_conv._,anthropic/claude-fable-5,pre_cutoff,2021-08-20,circuit,anthropic/claude-opus-5,0,0.5,0.5,0.5,0,mixed,affirmed,"The court affirmed in part but VACATED the intentional fraudulent conveyance dismissal as to VRC and the constructive fraudulent conveyance dismissals as to Citigroup and Merrill Lynch, remanding; the candidate claims a flat affirmance for all defendants, missing the trustee's partial victories. The reasoning correctly identifies the actual-intent/decision-maker (Special Committee) holding and the",,,33447,642,9.73,2026-08-07T10:31:45
cl_2020_dcd_united_states_v._harmon,anthropic/claude-fable-5,pre_cutoff,2020-12-24,district,anthropic/claude-opus-5,0,1.0,0.45,0.725,0,denied,denied,"Candidate correctly identifies that the motion to reconsider was denied with the government prevailing. However, it misses the opinion's central rationale — the newly disclosed non-public DISB letter and the extended Chevron 'step zero'/deference analysis concluding the letter lacked force of law and was wholly unpersuasive (misapplying FinCEN guidance, ignoring E-Gold precedent) — and instead rec",,,25932,624,9.58,2026-08-07T10:31:48
cl_2021_ca2_donna_browe_v._ctc_corp.,anthropic/claude-fable-5,pre_cutoff,2021-09-29,circuit,anthropic/claude-opus-5,0,0.85,0.55,0.7,0,mixed,mixed,"The candidate correctly identifies the affirm-in-part/vacate-in-part/remand disposition with plaintiffs largely prevailing, and correctly captures the two central holdings that the plan was not a 'top hat' plan and that the district court erred by capping the restoration award at the plan's projected 2004 balance based on an ineffective termination. However, it fabricates facts (a surrendered life",,,37042,972,14.37,2026-08-07T10:31:49
cl_2021_delch_john_joseph_smith_iv_v._thomas_m._s,anthropic/claude-fable-5,pre_cutoff,2021-04-23,state,anthropic/claude-opus-5,0,0.0,0.0,0.0,1,mixed,none,The candidate explicitly declined to describe the opinion's outcome or reasoning.,,,29825,92,3.47,2026-08-07T10:31:52
cl_2021_ca9_state_of_rhode_island_v._alphabet_i,anthropic/claude-fable-5,pre_cutoff,2021-06-16,circuit,anthropic/claude-opus-5,0,1.0,0.8,0.9,0,mixed,mixed,"Candidate correctly states reversal in part / affirmance in part / remand with Rhode Island substantially prevailing, and accurately identifies the core holding that risk disclosures framing already-materialized risks as hypothetical were materially misleading, plus adequate scienter. It attributes knowledge primarily to Pichai rather than Page (whose knowledge the court imputed to Alphabet) and o",,,25470,473,7.44,2026-08-07T10:31:52
cl_2021_ca2_people_of_the_state_of_new_york_v._,anthropic/claude-fable-5,pre_cutoff,2021-03-10,circuit,anthropic/claude-opus-5,0,1.0,0.6,0.8,0,mixed,mixed,"The candidate correctly states the disposition (affirmed in part, vacated and remanded in part) and that the Attorney General largely prevailed, and correctly identifies the narrow-construction errors on physical obstruction, follow-and-harass, and true threats. However, its evidentiary rationale is fabricated — the error was the district court's giving no weight to hearsay Escort Recaps/PEQs, not",,,91350,763,11.33,2026-08-07T10:31:53
cl_2021_ca2_united_states_v._reichberg,anthropic/claude-fable-5,pre_cutoff,2021-07-15,circuit,anthropic/claude-opus-5,0,0.75,0.6,0.675,0,affirmed,affirmed,"The candidate correctly states the judgment of conviction was affirmed with the government prevailing, but wrongly asserts that co-defendant Grant's convictions were also affirmed — Grant was acquitted of all charges at trial and was not an appellant. The reasoning correctly identifies the McDonnell / 'as opportunities arise' stream-of-benefits holding (per Silver and Skelos), the adequacy of the ",,,19362,758,10.89,2026-08-07T10:31:54
cl_2021_ohioctapp_vesper_v._otterbein_lebanon,anthropic/claude-fable-5,pre_cutoff,2021-12-27,state,anthropic/claude-opus-5,0,0.0,0.0,0.0,1,affirmed,none,"The candidate explicitly declined to describe the outcome or reasoning, offering only speculation.",,,12260,96,3.31,2026-08-07T10:31:55
cl_2021_ca2_sacerdote_v._new_york_university,anthropic/claude-fable-5,pre_cutoff,2021-08-16,circuit,anthropic/claude-opus-5,0,0.5,0.5,0.5,0,mixed,mixed,"The candidate correctly identified the overall affirm-in-part/vacate-in-part/remand posture and the revival of the share-class claim plus affirmance of the trial judgment, but wrongly said the denial of leave to amend was affirmed when the court actually vacated it (as well as the related post-trial motions) for applying Rule 16 instead of Rule 15. Its jury-trial rationale (equitable claims, no Se",,,40471,794,12.18,2026-08-07T10:31:56
cl_2021_ca9_united_states_v._benjamin_koziol,anthropic/claude-fable-5,pre_cutoff,2021-04-13,circuit,anthropic/claude-opus-5,0,0.5,0.6,0.55,0,mixed,affirmed,"The court affirmed the conviction but vacated the sentence and remanded for resentencing due to plain error in failing to apply U.S.S.G. § 2X1.1; the candidate reports only affirmance, missing the vacatur entirely. The candidate correctly captures the core holding (threats of sham litigation are not categorically excluded from 'wrongful' conduct under the Hobbs Act, Noerr-Pennington sham exception",,,33664,617,9.53,2026-08-07T10:31:57
cl_2021_txctapp14_booster_fuels_inc._v._fuel_husky_ll,anthropic/claude-fable-5,pre_cutoff,2021-11-04,state,anthropic/claude-opus-5,0,1.0,0.25,0.625,0,affirmed,affirmed,"Candidate correctly identifies affirmance of the denial of Booster's TCPA motion with Instafuel prevailing, but attributes the holding to the commercial-speech exemption, whereas the court expressly declined to reach that issue and instead held Booster failed its step-one burden because the communications were private matters not involving free speech on a public concern or the right of associatio",,,12599,184,4.85,2026-08-07T10:31:58
cl_2021_delch_lone_pine_resources_lp_v._william_s,anthropic/claude-fable-5,pre_cutoff,2021-06-07,state,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,mixed,other,"The candidate fabricates an entirely different case: a mistaken-overpayment restitution judgment for plaintiff. The actual opinion granted a motion to dismiss in part on personal jurisdiction grounds (dismissing the Colorado Defendants and limiting jurisdiction over Dickey), plus a venue dismissal under the Holdings forum selection clause, with supplemental briefing ordered on Rule 19.",,,30068,203,4.98,2026-08-07T10:31:59
cl_2022_ca2_haley_v._tiaa,anthropic/claude-fable-5,pre_cutoff,2022-12-01,circuit,anthropic/claude-opus-5,0,1.0,0.9,0.95,0,vacated,vacated,"Candidate correctly identifies vacatur and remand of the class certification order in TIAA's favor, and accurately captures the core holding that Rule 23(b)(3) predominance must account for ERISA § 408 exemption defenses notwithstanding the defendant's burden of proof; it slightly underplays the court's separate criticism of the failure to make factual findings on loan variations and the § 408(b)(",,,11334,330,6.13,2026-08-07T10:32:02
cl_2021_ncbizct_aym_techs._llc_v._scopia_cap._mgmt.,anthropic/claude-fable-5,pre_cutoff,2021-03-31,state,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,mixed,granted,"The opinion resolved three motions: it denied Scopia's motion to amend, granted AYM's motion for summary judgment dismissing Scopia's counterclaims, and denied Scopia's fee motion — i.e., AYM largely prevailed. The candidate has the parties reversed (claiming Scopia won and AYM's claims were dismissed) and invents a lost-profits/damages-certainty rationale nowhere in the opinion, which turned on R",,,24542,286,5.76,2026-08-07T10:32:04
cl_2022_ca2_cantero_v._bank_of_am._n.a.,anthropic/claude-fable-5,pre_cutoff,2022-09-15,circuit,anthropic/claude-opus-5,0,0.95,0.95,0.95,0,reversed,reversed,"The candidate correctly identifies reversal in favor of Bank of America and accurately captures the court's core rationale: NBA preemption turns on whether the state law exerts control over a federally granted banking power (escrow accounts), not the degree of interference, and Dodd-Frank's § 25b merely codified Barnett Bank. Slight overstatement in saying the remand directed entry of judgment (th",,,36318,630,9.72,2026-08-07T10:32:05
cl_2022_ca2_exxon_mobil_v._healey,anthropic/claude-fable-5,pre_cutoff,2022-03-15,circuit,anthropic/claude-opus-5,0,0.75,0.9,0.825,0,mixed,affirmed,"The candidate correctly identifies that the Attorneys General prevailed and that the NY claims failed on mootness and the MA claims on res judicata, but mischaracterizes the disposition as a full affirmance when the court dismissed the appeal as to New York and affirmed only as to Massachusetts. Reasoning tracks the court's actual rationale closely, omitting only details like the stipulation and t",,,24751,497,8.2,2026-08-07T10:32:06
cl_2022_ca7_diane_burke_v._the_boeing_company,anthropic/claude-fable-5,pre_cutoff,2022-08-01,circuit,anthropic/claude-opus-5,0,0.0,0.0,0.0,0,affirmed,reversed,The candidate describes an entirely different case (asbestos/government contractor defense) whereas the opinion is an ERISA stock-drop case affirming dismissal based on delegation of fiduciary investment authority to an independent third party; both disposition and rationale are fabricated.,,,21752,155,4.11,2026-08-07T10:32:07
cl_2022_ca7_andrew_albert_v._oshkosh_corporatio,anthropic/claude-fable-5,pre_cutoff,2022-08-29,circuit,anthropic/claude-opus-5,0,1.0,0.85,0.925,0,affirmed,affirmed,"Candidate correctly states the Seventh Circuit affirmed dismissal in full with Oshkosh prevailing, and accurately captures the core rationale: Hughes only rejected the categorical 'menu of options' rule, leaving Hecker/Loomis intact, and Albert's fee comparisons lacked a meaningful benchmark/allegations of services rendered; also correct on the circularity rejection of the prohibited-transaction t",,,20851,605,9.0,2026-08-07T10:32:08
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,anthropic/claude-fable-5,pre_cutoff,2021-04-27,circuit,anthropic/claude-opus-5,0,,,,0,mixed,,,no JSON found,,28172,1200,17.91,2026-08-07T10:32:10
cl_2022_dcd_united_states_v._garcia,anthropic/claude-fable-5,pre_cutoff,2022-07-22,district,anthropic/claude-opus-5,0,0.25,0.0,0.125,0,denied,denied,"The opinion denied a motion to transfer venue based on alleged presumed community prejudice; the candidate instead describes a motion to dismiss the § 1512(c)(2) obstruction count, fabricating the entire rationale. Only the generic 'denied/government prevailed' label overlaps, and the substance is wrong.",,,26260,187,4.8,2026-08-07T10:32:10
