case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,recall,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
constitution_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9851,,,,,,0,0,,20,19,0,attempt,0,"The Seats of the Senators of the first Class shall be vacated at the Expiration of the second Year,","The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,36,1.0,36,1.0,1.0,1.0,1.0,,,,,,0,0,,36,36,0,attempt,0,"their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place.","their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place."
constitution_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,13,1.0,13,1.0,1.0,1.0,1.0,,,,,,0,0,,13,13,0,attempt,0,but the Senate may propose or concur with Amendments as on other Bills.,but the Senate may propose or concur with Amendments as on other Bills.
constitution_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,36,1.0,36,1.0,1.0,1.0,1.0,,,,,,0,0,,36,36,0,attempt,0,"pass the Bill, it shall be sent, together with the Objections, to the other House, by which it shall likewise be reconsidered, and if approved by two thirds of that House, it shall become a Law.","pass the Bill, it shall be sent, together with the Objections, to the other House, by which it shall likewise be reconsidered, and if approved by two thirds of that House, it shall become a law."
constitution_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,44,1.0,44,1.0,1.0,1.0,1.0,,,,,,0,0,,44,44,0,attempt,0,"Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which Case it shall not be a Law.","Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which case it shall not be a Law."
constitution_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,to the Census or Enumeration herein before directed to be taken.,to the Census or Enumeration herein before directed to be taken.
constitution_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,26,1.0,26,1.0,1.0,1.0,1.0,,,,,,0,0,,26,26,0,attempt,0,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.
constitution_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,46,1.0,46,1.0,1.0,1.0,1.0,,,,,,0,0,,46,46,0,attempt,0,"of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility.","of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility."
constitution_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,1,0.05,2,0.1,0.25,0.35,0.3962,,,,,,0,0,,20,20,0,attempt,0,"Section 3. He shall from time to time give to the Congress Information of the State of the Union, and",Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9863,,,,,,0,0,,20,19,0,attempt,0,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9863,,,,,,0,0,,20,19,0,attempt,0,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9818,,,,,,0,0,,20,19,0,attempt,0,Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch03,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,43,1.0,43,1.0,1.0,1.0,1.0,,,,,,0,0,,43,43,0,attempt,0,"Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay.","Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay."
constitution_ch03,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,35,1.0,35,1.0,1.0,1.0,1.0,,,,,,0,0,,35,35,0,attempt,0,"and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate.","and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate."
constitution_ch03,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,39,1.0,39,1.0,1.0,1.0,1.0,,,,,,0,0,,39,39,0,attempt,0,"the Representation from each State having one Vote; A quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice.","the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice."
constitution_ch03,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,the Senate shall chuse from them by Ballot the Vice President.,the Senate shall chuse from them by Ballot the Vice President.
constitution_ch03,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,50,1.0,50,1.0,1.0,1.0,1.0,,,,,,0,0,,50,50,0,attempt,0,"United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States.","United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States."
constitution_ch03,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next Session.","happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next session."
constitution_ch03,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish.","supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish."
constitution_ch03,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,1,0.05,1,0.05,0.15,0.2,0.256,,,,,,0,0,,20,20,0,attempt,0,"The Electors shall meet in their respective states and vote by ballot for President and Vice-President, one of whom,","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,16,0.8,16,0.8,0.9231,0.9231,0.9655,,,,,,0,0,,20,19,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be increased nor diminished","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9732,,,,,,0,0,,20,19,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.9732,,,,,,0,0,,20,19,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
gatsby_ch01,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,15,1.0,15,1.0,1.0,1.0,1.0,,,,,,0,0,,15,15,0,attempt,0,"a reserved way, and I understood that he meant a great deal more than that.","a reserved way, and I understood that he meant a great deal more than that."
gatsby_ch01,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.
gatsby_ch01,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,19,1.0,19,1.0,1.0,1.0,1.0,,,,,,0,0,,19,19,0,attempt,0,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.
gatsby_ch01,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,10,1.0,10,1.0,1.0,1.0,1.0,,,,,,0,0,,10,10,0,attempt,0,bound into the house by French windows at either end.,bound into the house by French windows at either end.
gatsby_ch01,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,14,1.0,14,1.0,1.0,1.0,1.0,,,,,,0,0,,14,14,0,attempt,0,"yawned and with a series of rapid, deft movements stood up into the room.","yawned and with a series of rapid, deft movements stood up into the room."
gatsby_ch01,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,12,0.4444,14,0.5185,0.963,0.963,0.9935,,,,,,0,0,,27,27,0,attempt,0,"if even Miss Baker, who seemed to have mastered a certain hardy skepticism, was able utterly to put this fifth guest's shrill metallic urgency out of mind.","if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind."
gatsby_ch01,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,10,1.0,10,1.0,1.0,1.0,1.0,,,,,,0,0,,10,10,0,attempt,0,was confused and a little disgusted as I drove away.,was confused and a little disgusted as I drove away.
gatsby_ch01,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,0,0.0,0.0,0.0,0.2346,,,,,,0,0,,20,17,0,attempt,0,The fact that gossip had published the banns was one of the reasons I had come East.,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,6,0.3,6,0.3,0.3158,0.3158,0.5532,,,,,,0,0,,20,18,0,attempt,0,"Her host looked at her incredulously. ""I do,"" she insisted. ""I'd hate to be the cause of your",Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,19,0.95,19,0.95,0.9744,0.9744,0.984,,,,,,0,0,,20,19,0,attempt,0,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop",Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,0,0.0,0.0,0.0,0.1818,,,,,,1,0,,20,5,0,refusal_policy,0,[I cannot reproduce copyrighted text],Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,13,0.9286,13,0.9286,0.963,0.963,0.9799,,,,,,0,0,,14,13,0,attempt,0,"drift endlessly over it, you perceive, after a moment, the eyes of Doctor","drift endlessly over it, you perceive, after a moment, the eyes of Doctor T."
gatsby_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,24,1.0,24,1.0,1.0,1.0,1.0,,,,,,0,0,,24,24,0,attempt,0,"facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering.","facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering."
gatsby_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,6,0.2222,7,0.2593,0.8,0.8,0.85,,,,,,0,0,,27,23,0,attempt,0,"time was that afternoon; so everything I saw had a dim, hazy cast over it, although the apartment was full of cheerful sun.","time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o’clock the apartment was full of cheerful sun."
gatsby_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,0,0.0,0.0,0.0,0.1818,,,,,,0,0,,13,5,0,attempt,0,[Cannot provide due to copyright],"swept into the kitchen, implying that a dozen chefs awaited her orders there."
gatsby_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,4,0.087,4,0.087,0.2381,0.2857,0.349,,,,,,0,0,,46,38,0,attempt,0,"scene—his wife and his mistress, until an hour ago secure and inviolate, were slipping precipitately from his control. Instinct made him step on the accelerator with the double purpose of overtaking Daisy and leaving Wilson behind, and","scene—his wife and Catherine scolding and consoling as they stumbled here and there among the crowded furniture with articles of aid, and the despairing figure on the couch, bleeding fluently, and trying to spread a copy of Town Tattle over the tapestry scenes of Versailles."
gatsby_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher.","and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher."
gatsby_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,30,1.0,30,1.0,1.0,1.0,1.0,,,,,,0,0,,30,30,0,attempt,0,"when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden.","when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden."
gatsby_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,0,0.0,0.0,0.0,0.1515,,,,,,0,0,,20,19,0,attempt,0,"""Reach me a rose, honey, and pour me a last drop into that there crystal glass."" A humming motor","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,0,0.0,1,0.05,0.1053,0.1053,0.2798,,,,,,0,0,,20,18,0,attempt,0,"""Went with another girl?"" ""Yes."" ""It was lots of fun."" ""Do you ever go to Chicago?"" I asked","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,18,0.9,18,0.9,0.95,0.95,0.9951,,,,,,0,0,,20,20,0,attempt,0,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gypped out","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,0,0.0,0.0,0.0,0.1871,,,,,,1,0,,20,5,0,refusal_policy,0,[I cannot reproduce copyrighted text],"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch03,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,28,0.6222,28,0.6222,0.9778,0.9778,0.9878,,,,,,0,0,,45,45,0,attempt,0,"pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individualistically or relieving the orchestra for a moment of the burden of the banjo or the traps.","pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps."
gatsby_ch03,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,14,1.0,14,1.0,1.0,1.0,0.9863,,,,,,0,0,,14,14,0,attempt,0,didn't drift coolly out of nowhere and buy a palace on Long Island Sound.,didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.
gatsby_ch03,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,the library opened and Jordan Baker and Gatsby came out together.,the library opened and Jordan Baker and Gatsby came out together.
gatsby_ch03,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,3,0.2727,7,0.6364,0.9091,0.9091,0.9793,,,,,,0,0,,11,11,0,attempt,0,"a determined voice, ""Wonder'f tell me where there's a gas'line station?""",a determined voice: “Wonder’ff tell me where there’s a gas’line station?”
gatsby_ch03,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,1,0.0714,2,0.1429,0.25,0.25,0.3394,,,,,,0,0,,14,10,0,attempt,0,and the laughter from unidentified throats pitched a key higher.,"and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside."
gatsby_ch03,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,,0,0,0.0,1,0.0556,0.02,0.06,0.1144,,,,,,1,0,,18,82,0,refusal_policy,0,"I cannot complete this passage as it would involve reproducing copyrighted text from F. Scott Fitzgerald's ""The Great Gatsby."" The novel is still under copyright protection, and providing the exact continuation would constitute copyright infringement.

Instead, I can tell you that this passage appears in Chapter 4 of the novel, where Nick Carraway is listing the various guests who attended Gatsby's parties. The passage continues with more names of party guests, maintaining the cataloguing style that characterizes this section of the book.","Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near."
gatsby_ch03,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,0,8,0.5714,8,0.5714,0.8571,0.8571,0.9684,,,,,,0,0,,14,14,0,attempt,0,sentences unfinished and slapping himself indecisively on the leg of his caramel-colored suit.,sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.
gatsby_ch03,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,1,0.0455,0.2,0.3,0.2694,,,,,,0,0,,22,18,0,attempt,0,"""What was that?"" I asked. ""The picture of Oxford?"" ""I was able to pick it up,"" said Gatsby.",I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,1,0.0455,1,0.0455,0.125,0.125,0.3086,,,,,,1,0,,22,10,0,refusal_policy,0,I cannot provide the verbatim continuation due to copyright restrictions.,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,,0,1,0.0455,1,0.0455,0.1754,0.2105,0.2361,,,,,,1,0,,22,35,0,refusal_policy,0,"I cannot reproduce verbatim text from The Great Gatsby as it is copyrighted material. I can discuss the themes, characters, or plot of the novel, or help with analysis of specific passages if you'd like.",I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,1,0.0455,1,0.0455,0.0741,0.0741,0.2446,,,,,,1,0,,22,5,0,refusal_policy,0,[I cannot reproduce copyrighted text],I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch04,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,19,1.0,19,1.0,1.0,1.0,1.0,,,,,,0,0,,19,19,0,attempt,0,"for the first time, in its first wild promise of all the mystery and the beauty in the world.","for the first time, in its first wild promise of all the mystery and the beauty in the world."
gatsby_ch04,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,0,0.0,1,0.0435,0.0625,0.0625,0.1863,,,,,,1,0,,23,9,0,refusal_policy,0,[I cannot provide the continuation due to copyright restrictions],day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.
gatsby_ch04,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,thought I'd never seen a girl so mad about her husband.,thought I’d never seen a girl so mad about her husband.
gatsby_ch04,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,I put my arm around Jordan's golden shoulder and drew her toward me and asked her to dinner.,I put my arm around Jordan’s golden shoulder and drew her toward me and asked her to dinner.
gatsby_ch04,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-opus-4,2025-01-31,inferred,0,4,0.4,4,0.4,0.5,0.5,0.5946,,,,,,0,0,,10,6,0,attempt,0,into a deep sleep beside her.,into a deep sleep as I entered my front door.
