case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,errored,prediction,gold
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q16,D,pre_cutoff,2014-05-06,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0556,0.0,1,0.0,6,1,0,0,,32,1,1,0,UNKNOWN,A. The CDO/RMBS Fraud | B. The Tax Fraud | C. Procedural History | B. Securities Act Claims | C. Claims Under Section 10(b) of the Exchange Act | D. Denial of Leave to Amend
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q17,D,pre_cutoff,2014-05-06,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0358,,,,,,0,1,,52,1,1,0,UNKNOWN,"Plaintiffs allege that UBS accumulated and overvalued $100 billion in residential mortgage backed securities (“RMBS”) and collateralized debt obligations (“CDOs” and, together with RMBS, “mortgage‐related assets”)7 between February 13, 2006 and April 21, 2008, without disclosing this to shareholders and in contravention of its representations regarding its risk management policies."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q19,D,pre_cutoff,2014-05-06,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0433,,,,,,0,0,,40,1,1,0,UNKNOWN,"only insofar as “the purchased securities are listed only on a few foreign exchanges, none of which has registered with the [SEC]. . . [and] the relevant purchases of these unregistered securities took place entirely in Australia and involved only Australian investors.”"
cl_2014_ca2_sec_v._contorinis,Q01,A,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,1.0,0.3636,0.3636,0.4179,,,,,,0,0,,2,9,0,0,United States Court of Appeals for the Second Circuit,Second Circuit
cl_2014_ca2_sec_v._contorinis,Q02,A,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2014,2014
cl_2014_ca2_sec_v._contorinis,Q03,A,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3636,0.3636,0.4533,,,,,,0,0,,3,8,0,0,Securities and Exchange Commission v. Joseph F. Contorinis,sec v. contorinis
cl_2014_ca2_sec_v._contorinis,Q04,A,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.6667,0.2963,,,,,,0,0,,3,3,0,0,"February 18, 2014",2014-02-18
cl_2014_ca2_sec_v._contorinis,Q07,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0446,,,,,,0,0,,34,1,1,0,UNKNOWN,"motion for summary judgment and, among other forms of relief, ordered defendant to disgorge all profits made by the insider trades, including those profits that accrued to the fund rather than to defendant personally."
cl_2014_ca2_sec_v._contorinis,Q08,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0781,,,,,,0,0,,18,1,1,0,UNKNOWN,"between the parties, including Contorinis’s contention that he should not be required to pay prejudgment interest at all."
cl_2014_ca2_sec_v._contorinis,Q09,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1124,,,,,,0,0,,10,1,1,0,UNKNOWN,deemed specific tracing unnecessary in ordering disgorgement for securities fraud.
cl_2014_ca2_sec_v._contorinis,Q10,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0495,,,,,,0,0,,31,1,1,0,UNKNOWN,"liability for insider trading to those responsible for the illegal acts, including to those with investment power over third‐party accounts used to make illegal investments as well as to tippers."
cl_2014_ca2_sec_v._contorinis,Q11,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0463,,,,,,0,0,,30,1,1,0,UNKNOWN,"reputation or the psychic pleasures of enriching a family member, to require precise articulation of such rewards in calculating disgorgement amounts would allow the wrongdoer to benefit from such uncertainty."
cl_2014_ca2_sec_v._contorinis,Q12,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0488,,,,,,0,0,,38,1,1,0,UNKNOWN,"gain by fraudulently trading on material nonpublic information, and allocated that gain, for reasons of his own, to beneficiaries that he chose, to return that gain to the public by disgorging the illegal benefits he obtained and directed."
cl_2014_ca2_sec_v._contorinis,Q13,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,3,0.2727,3,0.2727,0.3846,0.3846,0.5839,,,,,,0,0,,11,15,0,0,to forfeit only property the defendant himself actually acquired as the result of the crime.,to forfeit only the proceeds that he actually received or controlled.
cl_2014_ca2_sec_v._contorinis,Q14,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0387,,,,,,0,0,,60,1,1,0,UNKNOWN,"he enhanced his reputation and increased the likelihood of his receiving future benefits as a fund manager. In this way, Contorinis’s case is even closer than a tipper’s to the bedrock disgorgement case of the insider who executes illegal trades using his own money, and donates the profit to a third party. There is no injustice, therefore, in making him"
cl_2014_ca2_sec_v._contorinis,Q16,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0642,0.0,1,0.0,5,1,0,0,,24,1,1,0,UNKNOWN,BACKGROUND | I. Disgorgement of Profit Accruing to the Paragon Fund | II. Payment of Prejudgment Interest | III. Injunction against Future Violation of Securities Laws | CONCLUSION
cl_2014_ca2_sec_v._contorinis,Q17,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0177,,,,,,0,1,,42,1,1,0,UNKNOWN,"Defendant‐appellant Joseph Contorinis, a Managing Director at Jeffries & Company, Inc. (“Jeffries”), executed several illegal insider trades involving the stock of the supermarket chain Albertson’s, Inc. (“Albertson’s”), using material nonpublic information received from Nicos Stephanou, an employee of UBS Investment Bank (“UBS”)."
cl_2014_ca2_sec_v._contorinis,Q19,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.037,,,,,,0,0,,39,1,1,0,UNKNOWN,"Circuit concluded that “[w]hen addressing the amount of money [from fraudulent securities transactions] that a defendant must disgorge, the Sixth Circuit has held, by implication, that the entire amount of profits which were illicitly received must be disgorged.”"
cl_2014_ca2_sec_v._contorinis,Q20,D,pre_cutoff,2014-02-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0952,,,,,,0,0,,12,1,1,0,UNKNOWN,the profits of the fraud where he has chosen them to go.
cl_2014_ca9_john_loos_v._immersion_corporation,Q01,A,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,1.0,0.3636,0.3636,0.4,,,,,,0,0,,2,9,0,0,United States Court of Appeals for the Ninth Circuit,Ninth Circuit
cl_2014_ca9_john_loos_v._immersion_corporation,Q02,A,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2014,2014
cl_2014_ca9_john_loos_v._immersion_corporation,Q03,A,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.2,3,0.6,0.3333,0.3333,0.3238,,,,,,0,0,,5,25,0,0,"John C. Loos, on behalf of himself and all others similarly situated, Plaintiff-Appellant, v. Immersion Corporation; Victor Viegas; and Stephen R. Ambler, Defendants-Appellees.",john loos v. immersion corporation
cl_2014_ca9_john_loos_v._immersion_corporation,Q04,A,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.3333,,,,,,0,0,,3,3,0,0,"August 7, 2014",2014-09-11
cl_2014_ca9_john_loos_v._immersion_corporation,Q07,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1031,,,,,,0,0,,13,1,1,0,UNKNOWN,correlate his losses to anything other than the announcement of an internal investigation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q08,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1149,,,,,,0,0,,12,1,1,0,UNKNOWN,his losses to anything other than the announcement of an internal investigation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q09,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0427,,,,,,0,0,,33,1,1,0,UNKNOWN,in its Medical Division: [T]he Audit Committee of the Board of Directors of Immersion Corporation (“Immersion”) is conducting an internal investigation into certain previous revenue transactions in its Medical line of business.
cl_2014_ca9_john_loos_v._immersion_corporation,Q10,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0625,2,0.125,0.2759,0.2759,0.4677,,,,,,0,0,,16,13,0,0,of the truth and not by the release of other unrelated negative information.,"of fraudulent activity rather than by changing market conditions, changing investor expectations, or other unrelated factors."
cl_2014_ca9_john_loos_v._immersion_corporation,Q11,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1154,,,,,,0,0,,7,1,1,0,UNKNOWN,share price) to the alleged accounting fraud.
cl_2014_ca9_john_loos_v._immersion_corporation,Q12,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0667,,,,,,0,0,,12,1,1,0,UNKNOWN,potentially be relevant to a securities fraud plaintiff’s theory of loss causation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q13,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,6,0.3158,6,0.3158,0.4667,0.4667,0.5587,,,,,,0,0,,19,11,0,0,"not reveal to the market the falsity of the prior statements.""","not reveal to the market the pertinent truth of anything, and therefore does not qualify as a corrective disclosure.”"
cl_2014_ca9_john_loos_v._immersion_corporation,Q14,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0282,,,,,,0,0,,62,1,1,0,UNKNOWN,"instructive here. In that case, the plaintiff’s theory of loss causation relied, in part, on a newspaper article which disclosed that the defendant, a nationwide for-profit college, had been investigated and sanctioned by the Department of Education for facilitating financial aid fraud. Although only one of the defendant’s eighty-eight campuses had been investigated, the plaintiff argued that the resulting sanctions"
cl_2014_ca9_john_loos_v._immersion_corporation,Q16,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.026,0.0,1,0.0,8,1,0,0,,61,1,1,0,UNKNOWN,"COUNSEL | OPINION | I. Immersion Corporation (“Immersion”) is a publicly- | II. From the time it went public in 1999 until the fourth | III. We have jurisdiction over this appeal pursuant to | IV. Section 10(b) of the Securities Exchange Act of 1934 | A. The district court concluded that the allegations regarding | B. With regard to the July 1, 2009 announcement, the district"
cl_2014_ca9_john_loos_v._immersion_corporation,Q17,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.093,,,,,,0,1,,13,1,1,0,UNKNOWN,"Weiss (argued), Brower Piven, New York, New York; and Sanford Svetcov, Susan K."
cl_2014_ca9_john_loos_v._immersion_corporation,Q19,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0609,,,,,,0,0,,28,1,1,0,UNKNOWN,recognized medical sales revenue earlier than permitted under GAAP in order to mislead investors into believing that the company was on the cusp of finally achieving sustained profitability.
cl_2014_ca9_john_loos_v._immersion_corporation,Q20,D,pre_cutoff,2014-09-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1667,,,,,,0,0,,8,1,1,0,UNKNOWN,revenue transactions in its Medical line of business.
cl_2015_ca5_state_of_texas_v._usa,Q01,A,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,5,1.0,5,1.0,0.7143,0.7143,0.7317,,,,,,0,0,,5,9,0,0,United States Court of Appeals for the Fifth Circuit,United States Court of Appeals
cl_2015_ca5_state_of_texas_v._usa,Q02,A,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2015,2015
cl_2015_ca5_state_of_texas_v._usa,Q03,A,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0714,,,,,,0,0,,5,1,1,0,UNKNOWN,state of texas v. usa
cl_2015_ca5_state_of_texas_v._usa,Q04,A,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.3077,,,,,,0,0,,3,3,0,0,"November 9, 2015",2015-11-25
cl_2015_ca5_state_of_texas_v._usa,Q07,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1087,,,,,,0,0,,15,1,1,0,UNKNOWN,by the Supreme Court in its latest pronouncement pertaining to this area of the law.”
cl_2015_ca5_state_of_texas_v._usa,Q08,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0548,,,,,,0,0,,22,1,1,0,UNKNOWN,finances dependent on those of third parties—either resident taxpayers or coal companies—which in turn were affected by other states’ laws.
cl_2015_ca5_state_of_texas_v._usa,Q09,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0563,,,,,,0,0,,24,1,1,0,UNKNOWN,not meet the criteria and denials of those who met the criteria but were refused deferred action as a result of a discretionary choice.
cl_2015_ca5_state_of_texas_v._usa,Q10,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0415,,,,,,0,0,,44,1,1,0,UNKNOWN,"unlawfully, and to the parents of U.S. citizens and lawful permanent residents (who otherwise have clean records), DHS has sought to “encourage [those individuals] to come out of the shadows, submit to background checks, pay fees, apply for work authorization . . . and be counted.”"
cl_2015_ca5_state_of_texas_v._usa,Q11,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0488,,,,,,0,0,,18,1,1,0,UNKNOWN,from the DAPA Memorandum—despite the fact that they stem from separate legal authorities—sets a dangerous precedent.
cl_2015_ca5_state_of_texas_v._usa,Q12,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0483,,,,,,0,0,,32,1,1,0,UNKNOWN,"the process of determining the procedures for reviewing requests under DAPA, and thus USCIS has not yet determined whether the process to adjudicate DAPA requests will be similar to the DACA process.”"
cl_2015_ca5_state_of_texas_v._usa,Q13,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0462,,,,,,0,0,,19,1,0,0,law.,"fact—that is, to ensure that factual determinations are based not on conjecture, intuition, or preconception, but on evidence."
cl_2015_ca5_state_of_texas_v._usa,Q14,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0381,,,,,,0,0,,49,1,1,0,UNKNOWN,"orders DHS to establish, for DAPA, processes similar to those for DACA: In order to align the DACA program more closely with the other deferred action authorization outlined below, . . . I hereby direct USCIS to establish a process, similar to DACA . . . . There will be no fee waivers, and like DACA . . . ."
cl_2015_ca5_state_of_texas_v._usa,Q16,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0588,0.0,1,0.0,5,1,0,0,,24,1,1,0,UNKNOWN,III. | VII. | VIII. | I. The DAPA Memorandum | II. Standing | III. Justiciability | IV. APA Procedural Claim | A. The Language and Substance of the DAPA Memorandum
cl_2015_ca5_state_of_texas_v._usa,Q17,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1389,,,,,,0,1,,10,1,1,0,UNKNOWN,The government claims the states lack standing to challenge DAPA.
cl_2015_ca5_state_of_texas_v._usa,Q19,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0741,,,,,,0,0,,22,1,1,0,UNKNOWN,standing would inject the courts into far more federal–state disputes and review of the political branches than is now the case.
cl_2015_ca5_state_of_texas_v._usa,Q20,D,pre_cutoff,2015-11-25,federal,circuit,openai/gpt-5,2024-09-30,0,3,0.2308,3,0.2308,0.6316,0.6316,0.6387,,,,,,0,0,,13,6,0,0,for work authorization and be counted.,"for work authorization (which by separate authority I may grant), and be counted."
cl_2015_ca9_northstar_financial_advisors_v._sch,Q01,A,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,1.0,0.3636,0.3636,0.4,,,,,,0,0,,2,9,0,0,United States Court of Appeals for the Ninth Circuit,Ninth Circuit
cl_2015_ca9_northstar_financial_advisors_v._sch,Q02,A,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2015,2015
cl_2015_ca9_northstar_financial_advisors_v._sch,Q03,A,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,3,0.6,3,0.6,0.2353,0.2353,0.2662,,,,,,0,0,,5,29,0,0,"NORTHSTAR FINANCIAL ADVISORS, INC., on behalf of itself and all others similarly situated, Plaintiff-Appellant, v. SCHWAB INVESTMENTS; CHARLES SCHWAB INVESTMENT MANAGEMENT, INC.; CHARLES SCHWAB & CO., INC., Defendants-Appellees.",northstar financial advisors v. sch
cl_2015_ca9_northstar_financial_advisors_v._sch,Q04,A,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,3,1,1,0,UNKNOWN,2015-04-28
cl_2015_ca9_northstar_financial_advisors_v._sch,Q07,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0517,,,,,,0,0,,30,1,1,0,UNKNOWN,duties by failing to ensure that the Fund was managed in accordance with the fundamental investment objectives and by changing the Fund’s fundamental investment objectives without obtaining required shareholder authorization.
cl_2015_ca9_northstar_financial_advisors_v._sch,Q08,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,4,0.3077,8,0.6154,0.8889,0.8889,0.9101,,,,,,0,0,,13,14,0,0,"the authenticity of the web sites or the accuracy of the information displayed therein.""",the authenticity of the [documents] or the accuracy of the information displayed therein.”
cl_2015_ca9_northstar_financial_advisors_v._sch,Q09,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1017,,,,,,0,0,,10,1,1,0,UNKNOWN,it does not need to be mailed to them automatically.
cl_2015_ca9_northstar_financial_advisors_v._sch,Q10,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0481,,,,,,0,0,,28,1,1,0,UNKNOWN,"both companies approve the merger agreement and the transactions associated with it,’” such “references do not . . . convert McKesson’s solicitation of the shareholders’ vote into a contractual offer.”"
cl_2015_ca9_northstar_financial_advisors_v._sch,Q11,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0976,,,,,,0,0,,14,1,1,0,UNKNOWN,"meaning in the context of mutual funds, at least on the facts present here."
cl_2015_ca9_northstar_financial_advisors_v._sch,Q12,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.058,,,,,,0,0,,8,1,1,0,UNKNOWN,primarily responsible for management of a trust’s litigation.”
cl_2015_ca9_northstar_financial_advisors_v._sch,Q13,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0485,,,,,,0,0,,31,1,1,0,UNKNOWN,"direction to the [Northstar] to file an amended complaint based on the assignment, it would be unfair to [Northstar] to punish them for relying on the [prior district judge’s] specific instructions.”"
cl_2015_ca9_northstar_financial_advisors_v._sch,Q14,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0321,,,,,,0,0,,60,1,1,0,UNKNOWN,"governing documents of the Fund to which we have already made reference. The Agreement and Declaration of Trust, and its bylaws, establish the Trust and govern its internal affairs, and are governed by Massachusetts law. The Fund’s prospectus is issued by the Schwab Advisor on behalf of the Fund on an annual basis. The Statement of Additional Information, or “SAI,”"
cl_2015_ca9_northstar_financial_advisors_v._sch,Q16,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0791,0.0,1,0.0,8,1,0,0,,26,1,1,0,UNKNOWN,"OPINION | BACKGROUND | E. Kirsch ed., 2d ed. 2005). The Fund was also precluded | STANDARD OF REVIEW | DISCUSSION | I. Standing | II. Merits | A. Breach of Contract Claim"
cl_2015_ca9_northstar_financial_advisors_v._sch,Q17,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0267,,,,,,0,1,,18,1,1,0,UNKNOWN,"KORMAN, District Judge: The Investment Company Act (“ICA”) establishes a comprehensive federal regulatory framework applicable to mutual funds."
cl_2015_ca9_northstar_financial_advisors_v._sch,Q19,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0483,,,,,,0,0,,31,1,1,0,UNKNOWN,"the contract between Plaintiffs and the Trust when investors held or subsequently purchased shares, then the Trust could not have breached this contract by over- investing in MBS, as Plaintiffs claim."
cl_2015_ca9_northstar_financial_advisors_v._sch,Q20,D,pre_cutoff,2015-04-28,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.026,,,,,,0,0,,14,1,1,0,UNKNOWN,rata benefit of the holders from time to time of Shares in this Trust.
cl_2015_ca9_steve_harris_v._amgen_inc.,Q01,A,pre_cutoff,2015-05-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,1.0,0.3636,0.3636,0.4,,,,,,0,0,,2,9,0,0,United States Court of Appeals for the Ninth Circuit,Ninth Circuit
cl_2015_ca9_steve_harris_v._amgen_inc.,Q02,A,pre_cutoff,2015-05-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,0,2013,2015
