case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,recall,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
constitution_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,36,1.0,36,1.0,1.0,1.0,1.0,,,,,,0,0,,36,36,0,attempt,0,"their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place.","their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place."
constitution_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,13,1.0,13,1.0,1.0,1.0,1.0,,,,,,0,0,,13,13,0,attempt,0,but the Senate may propose or concur with Amendments as on other Bills.,but the Senate may propose or concur with Amendments as on other Bills.
constitution_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,36,0,0,empty,0,,"pass the Bill, it shall be sent, together with the Objections, to the other House, by which it shall likewise be reconsidered, and if approved by two thirds of that House, it shall become a law."
constitution_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,44,1.0,44,1.0,1.0,1.0,1.0,,,,,,0,0,,44,44,0,attempt,0,"Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which Case it shall not be a Law.","Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which case it shall not be a Law."
constitution_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,to the Census or Enumeration herein before directed to be taken.,to the Census or Enumeration herein before directed to be taken.
constitution_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,26,1.0,26,1.0,1.0,1.0,1.0,,,,,,0,0,,26,26,0,attempt,0,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.
constitution_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,46,0,0,empty,0,,"of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility."
constitution_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8889,0.8889,0.874,,,,,,0,0,,20,25,0,attempt,0,"Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to admit, shall not be prohibited",Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8333,0.8333,0.8222,,,,,,0,0,,20,28,0,attempt,0,"Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to admit, shall not be prohibited by the Congress",Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8889,0.8889,0.874,,,,,,0,0,,20,25,0,attempt,0,"Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to admit, shall not be prohibited",Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch03,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,43,1.0,43,1.0,1.0,1.0,1.0,,,,,,0,0,,43,43,0,attempt,0,"Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay.","Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay."
constitution_ch03,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,35,0,0,empty,0,,"and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate."
constitution_ch03,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,39,1.0,39,1.0,1.0,1.0,1.0,,,,,,0,0,,39,39,0,attempt,0,"the Representation from each State having one Vote; A quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice.","the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice."
constitution_ch03,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,11,0,0,empty,0,,the Senate shall chuse from them by Ballot the Vice President.
constitution_ch03,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,50,0,0,empty,0,,"United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States."
constitution_ch03,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next Session.","happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next session."
constitution_ch03,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish.","supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish."
constitution_ch03,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8163,0.8163,0.8454,,,,,,0,0,,20,29,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during the Period for which he shall have been elected,","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.9756,0.9756,0.9853,,,,,,0,0,,20,21,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during the","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8163,0.8163,0.8454,,,,,,0,0,,20,29,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during the Period for which he shall have been elected,","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8163,0.8163,0.8454,,,,,,0,0,,20,29,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during the Period for which he shall have been elected,","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
gatsby_ch01,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,15,1.0,15,1.0,1.0,1.0,1.0,,,,,,0,0,,15,15,0,attempt,0,"a reserved way, and I understood that he meant a great deal more than that.","a reserved way, and I understood that he meant a great deal more than that."
gatsby_ch01,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.
gatsby_ch01,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,19,1.0,19,1.0,1.0,1.0,1.0,,,,,,0,0,,19,19,0,attempt,0,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.
gatsby_ch01,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,10,1.0,10,1.0,1.0,1.0,1.0,,,,,,0,0,,10,10,0,attempt,0,bound into the house by French windows at either end.,bound into the house by French windows at either end.
gatsby_ch01,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,14,0,0,empty,0,,"yawned and with a series of rapid, deft movements stood up into the room."
gatsby_ch01,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,27,1.0,27,1.0,1.0,1.0,1.0,,,,,,0,0,,27,27,0,attempt,0,"if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest's shrill metallic urgency out of mind.","if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind."
gatsby_ch01,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,10,1.0,10,1.0,1.0,1.0,1.0,,,,,,0,0,,10,10,0,attempt,0,was confused and a little disgusted as I drove away.,was confused and a little disgusted as I drove away.
gatsby_ch01,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.7407,0.7407,0.7308,,,,,,0,0,,20,34,0,attempt,0,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in the bottom of a glass. ""How you ever get anything done is beyond me.""",Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8889,0.8889,0.892,,,,,,0,0,,20,25,0,attempt,0,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in the bottom of a glass.",Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,14,1.0,14,1.0,0.9333,0.9333,0.9157,,,,,,0,0,,14,16,0,attempt,0,"drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg.","drift endlessly over it, you perceive, after a moment, the eyes of Doctor T."
gatsby_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,24,1.0,24,1.0,1.0,1.0,1.0,,,,,,0,0,,24,24,0,attempt,0,"facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering.","facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering."
gatsby_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,27,0,0,empty,0,,"time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o’clock the apartment was full of cheerful sun."
gatsby_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,13,0,0,empty,0,,"swept into the kitchen, implying that a dozen chefs awaited her orders there."
gatsby_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,46,0,0,empty,0,,"scene—his wife and Catherine scolding and consoling as they stumbled here and there among the crowded furniture with articles of aid, and the despairing figure on the couch, bleeding fluently, and trying to spread a copy of Town Tattle over the tapestry scenes of Versailles."
gatsby_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher.","and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher."
gatsby_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,30,1.0,30,1.0,1.0,1.0,1.0,,,,,,0,0,,30,30,0,attempt,0,"when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden.","when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden."
gatsby_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.9302,0.9302,0.9533,,,,,,0,0,,20,23,0,attempt,0,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out of it all","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8,0.8,0.8193,,,,,,0,0,,20,30,0,attempt,0,"""We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out of it all in two days in the private rooms.","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.8,0.8,0.8226,,,,,,0,0,,20,30,0,attempt,0,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out of it all in two days in the private rooms.","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch03,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,45,0,0,empty,0,,"pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps."
gatsby_ch03,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,14,1.0,14,1.0,1.0,1.0,1.0,,,,,,0,0,,14,14,0,attempt,0,didn't-drift coolly out of nowhere and buy a palace on Long Island Sound.,didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.
gatsby_ch03,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,11,0,0,empty,0,,the library opened and Jordan Baker and Gatsby came out together.
gatsby_ch03,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,3,0.2727,3,0.2727,0.3636,0.3636,0.5191,,,,,,0,0,,11,11,0,attempt,0,"a determined voice: ""I've been drunk for about a week now,",a determined voice: “Wonder’ff tell me where there’s a gas’line station?”
gatsby_ch03,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,10,0.7143,10,0.7143,0.8571,0.8571,0.9082,,,,,,0,0,,14,14,0,attempt,0,"and there was laughter from unheard jokes, and lighted cigarettes outlined unintelligible gestures inside.","and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside."
gatsby_ch03,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.","Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near."
gatsby_ch03,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,12,0.8571,12,0.8571,0.9286,0.9286,0.9948,,,,,,0,0,,14,14,0,attempt,0,sentences unfinished and slapping himself indecisively on the knee of his caramel-colored suit.,sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.
gatsby_ch03,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,22,0,0,empty,0,,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,22,1.0,22,1.0,0.898,0.898,0.8755,,,,,,0,0,,22,27,0,attempt,0,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I went upstairs to the library,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,22,0,0,empty,0,,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch03,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,22,0,0,empty,0,,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I
gatsby_ch04,Q07,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,19,1.0,19,1.0,1.0,1.0,1.0,,,,,,0,0,,19,19,0,attempt,0,"for the first time, in its first wild promise of all the mystery and the beauty in the world.","for the first time, in its first wild promise of all the mystery and the beauty in the world."
gatsby_ch04,Q08,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,23,0,0,empty,0,,day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.
gatsby_ch04,Q09,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,thought I'd never seen a girl so mad about her husband.,thought I’d never seen a girl so mad about her husband.
gatsby_ch04,Q10,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,I put my arm around Jordan's golden shoulder and drew her toward me and asked her to dinner.,I put my arm around Jordan’s golden shoulder and drew her toward me and asked her to dinner.
gatsby_ch04,Q11,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,10,1.0,10,1.0,1.0,1.0,1.0,,,,,,0,0,,10,10,0,attempt,0,into a deep sleep as I entered my front door.,into a deep sleep as I entered my front door.
gatsby_ch04,Q12,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,29,1.0,29,1.0,1.0,1.0,1.0,,,,,,0,0,,29,29,0,attempt,0,"of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair.","of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair."
gatsby_ch04,Q13,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,1,12,1.0,12,1.0,1.0,1.0,1.0,,,,,,0,0,,12,12,0,attempt,0,pushing over the stove—but I don't believe they heard a sound.,pushing over the stove—but I don’t believe they heard a sound.
gatsby_ch04,Q21,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"It was that night he sent for me at his dance, and you should have heard the elaborate way he"
gatsby_ch04,Q22,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"It was that night he sent for me at his dance, and you should have heard the elaborate way he"
gatsby_ch04,Q23,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.9091,0.9091,0.9163,,,,,,0,0,,20,24,0,attempt,0,"It was that night he sent for me at his dance, and you should have heard the elaborate way he worked up to it.","It was that night he sent for me at his dance, and you should have heard the elaborate way he"
gatsby_ch04,Q24,D,pre_cutoff,1800-01-01,control,positive,anthropic/claude-fable-5,2026-01-31,recalled,0,20,1.0,20,1.0,0.9091,0.9091,0.9163,,,,,,0,0,,20,24,0,attempt,0,"It was that night he sent for me at his dance, and you should have heard the elaborate way he worked up to it.","It was that night he sent for me at his dance, and you should have heard the elaborate way he"
