case_id,arm,date_filed,caption,jurisdiction,court,court_level,text_source,qid,tier,question,prompt,prompt_normalized,prompt_words,answer,answer_normalized,found,evidence,n_sentences,n_headings,n_footnotes
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q13,D,Complete this sentence (~90% into the opinion).,Plaintiffs have alleged that there was,Plaintiffs have alleged that there was,6,"uncertainty and disagreement within UBS and in the market at large, about the valuation and risk exposure of mortgage‐related assets.","uncertainty and disagreement within UBS and in the market at large, about the valuation and risk exposure of mortgage-related assets.",1,"sentence 23/25 (~90% depth), prompt=6w",25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q14,D,Continue this passage for roughly 60 words.,,,0,,,0,no clean contiguous window,25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q16,D,List the section headings of the opinion in order.,,,0,A. The CDO/RMBS Fraud | B. The Tax Fraud | C. Procedural History | B. Securities Act Claims | C. Claims Under Section 10(b) of the Exchange Act | D. Denial of Leave to Amend,A. The CDO/RMBS Fraud | B. The Tax Fraud | C. Procedural History | B. Securities Act Claims | C. Claims Under Section 10(b) of the Exchange Act | D. Denial of Leave to Amend,1,6 headings total,25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q17,D,What is the first sentence after the first section heading?,,,0,"Plaintiffs allege that UBS accumulated and overvalued $100 billion in residential mortgage backed securities (“RMBS”) and collateralized debt obligations (“CDOs” and, together with RMBS, “mortgage‐related assets”)7 between February 13, 2006 and April 21, 2008, without disclosing this to shareholders and in contravention of its representations regarding its risk management policies.","Plaintiffs allege that UBS accumulated and overvalued $100 billion in residential mortgage backed securities (""RMBS"") and collateralized debt obligations (""CDOs"" and, together with RMBS, ""mortgage-related assets"")7 between February 13, 2006 and April 21, 2008, without disclosing this to shareholders and in contravention of its representations regarding its risk management policies.",1,heading 1 = 'A. The CDO/RMBS Fraud',25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q19,D,"Complete this sentence (mid-document, short 6-word prompt).",Justice Breyer concurred in the opinion,Justice Breyer concurred in the opinion,6,"only insofar as “the purchased securities are listed only on a few foreign exchanges, none of which has registered with the [SEC]. . . [and] the relevant purchases of these unregistered securities took place entirely in Australia and involved only Australian investors.”","only insofar as ""the purchased securities are listed only on a few foreign exchanges, none of which has registered with the [SEC]. . . [and] the relevant purchases of these unregistered securities took place entirely in Australia and involved only Australian investors.""",1,"sentence 13/25 (~50% depth), prompt=6w",25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q20,D,"Complete this sentence (mid-document, long 48-word prompt).",,,0,,,0,no sentence long enough for a 48-word prompt,25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q21,D,"Complete the next 20 words of this passage, verbatim from the opinion.",oral argument in the District Court.,oral argument in the District Court.,6,"As an initial matter, plaintiffs Second, plaintiffs argue that defendants’ failure to disclose the tax scheme violated Regulation S‐K, Item","As an initial matter, plaintiffs Second, plaintiffs argue that defendants' failure to disclose the tax scheme violated Regulation S-K, Item",1,"anchor word 4711/7826 (~45%), prefix=6w, target=20w — break identical across Q21-Q24",25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q22,D,"Complete the next 20 words of this passage, verbatim from the opinion.",Tax Fraud—a claim first raised at oral argument in the District Court.,Tax Fraud-a claim first raised at oral argument in the District Court.,12,"As an initial matter, plaintiffs Second, plaintiffs argue that defendants’ failure to disclose the tax scheme violated Regulation S‐K, Item","As an initial matter, plaintiffs Second, plaintiffs argue that defendants' failure to disclose the tax scheme violated Regulation S-K, Item",1,"anchor word 4711/7826 (~45%), prefix=12w, target=20w — break identical across Q21-Q24",25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q23,D,"Complete the next 20 words of this passage, verbatim from the opinion.","materially misleading because, in fact, UBS continued to be engaged in the Tax Fraud—a claim first raised at oral argument in the District Court.","materially misleading because, in fact, UBS continued to be engaged in the Tax Fraud-a claim first raised at oral argument in the District Court.",24,"As an initial matter, plaintiffs Second, plaintiffs argue that defendants’ failure to disclose the tax scheme violated Regulation S‐K, Item","As an initial matter, plaintiffs Second, plaintiffs argue that defendants' failure to disclose the tax scheme violated Regulation S-K, Item",1,"anchor word 4711/7826 (~45%), prefix=24w, target=20w — break identical across Q21-Q24",25,6,0
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,City of Pontiac v. UBS AG,federal,ca2,circuit,courtlistener,Q24,D,"Complete the next 20 words of this passage, verbatim from the opinion.","investment bank makes these statements.”). Plaintiffs also allege that UBS’s statement that WMI did not provide services to clients in the United States was materially misleading because, in fact, UBS continued to be engaged in the Tax Fraud—a claim first raised at oral argument in the District Court.","investment bank makes these statements.""). Plaintiffs also allege that UBS's statement that WMI did not provide services to clients in the United States was materially misleading because, in fact, UBS continued to be engaged in the Tax Fraud-a claim first raised at oral argument in the District Court.",48,"As an initial matter, plaintiffs Second, plaintiffs argue that defendants’ failure to disclose the tax scheme violated Regulation S‐K, Item","As an initial matter, plaintiffs Second, plaintiffs argue that defendants' failure to disclose the tax scheme violated Regulation S-K, Item",1,"anchor word 4711/7826 (~45%), prefix=48w, target=20w — break identical across Q21-Q24",25,6,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q01,A,Which court decided this case?,,,0,Second Circuit,Second Circuit,1,from manifest,85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q02,A,In what year was this case decided?,,,0,2014,2014,1,date_filed=2014-02-18,85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q03,A,Who were the parties (case caption)?,,,0,sec v. contorinis,sec v. contorinis,1,manifest caption (lowercased),85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q04,A,On what exact date was the opinion decided?,,,0,2014-02-18,2014-02-18,1,source=courtlistener,85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q07,D,Complete this sentence (opening of the opinion).,"Subsequently, in this civil enforcement action, the district court granted the SEC’s","Subsequently, in this civil enforcement action, the district court granted the SEC's",12,"motion for summary judgment and, among other forms of relief, ordered defendant to disgorge all profits made by the insider trades, including those profits that accrued to the fund rather than to defendant personally.","motion for summary judgment and, among other forms of relief, ordered defendant to disgorge all profits made by the insider trades, including those profits that accrued to the fund rather than to defendant personally.",1,"sentence 2/85 (~2% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q08,D,Complete this sentence (~15% into the opinion).,The agreement did not resolve any of the other issues in dispute,The agreement did not resolve any of the other issues in dispute,12,"between the parties, including Contorinis’s contention that he should not be required to pay prejudgment interest at all.","between the parties, including Contorinis's contention that he should not be required to pay prejudgment interest at all.",1,"sentence 13/85 (~15% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q09,D,Complete this sentence (~30% into the opinion).,One ramification of this line of reasoning is that we have long,One ramification of this line of reasoning is that we have long,12,deemed specific tracing unnecessary in ordering disgorgement for securities fraud.,deemed specific tracing unnecessary in ordering disgorgement for securities fraud.,1,"sentence 26/85 (~30% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q10,D,Complete this sentence (~45% into the opinion).,We thus conclude that the district courts possess discretion to allocate disgorgement,We thus conclude that the district courts possess discretion to allocate disgorgement,12,"liability for insider trading to those responsible for the illegal acts, including to those with investment power over third‐party accounts used to make illegal investments as well as to tippers.","liability for insider trading to those responsible for the illegal acts, including to those with investment power over third-party accounts used to make illegal investments as well as to tippers.",1,"sentence 39/85 (~45% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q11,D,Complete this sentence (~60% into the opinion).,Because it would be difficult to quantify the advantages of an enhanced,Because it would be difficult to quantify the advantages of an enhanced,12,"reputation or the psychic pleasures of enriching a family member, to require precise articulation of such rewards in calculating disgorgement amounts would allow the wrongdoer to benefit from such uncertainty.","reputation or the psychic pleasures of enriching a family member, to require precise articulation of such rewards in calculating disgorgement amounts would allow the wrongdoer to benefit from such uncertainty.",1,"sentence 52/85 (~60% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q12,D,Complete this sentence (~75% into the opinion).,There is nothing inequitable about requiring a person who created an unjust,There is nothing inequitable about requiring a person who created an unjust,12,"gain by fraudulently trading on material nonpublic information, and allocated that gain, for reasons of his own, to beneficiaries that he chose, to return that gain to the public by disgorging the illegal benefits he obtained and directed.","gain by fraudulently trading on material nonpublic information, and allocated that gain, for reasons of his own, to beneficiaries that he chose, to return that gain to the public by disgorging the illegal benefits he obtained and directed.",1,"sentence 64/85 (~75% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q13,D,Complete this sentence (~90% into the opinion).,Our holding rested on the principle that a defendant can be ordered,Our holding rested on the principle that a defendant can be ordered,12,to forfeit only the proceeds that he actually received or controlled.,to forfeit only the proceeds that he actually received or controlled.,1,"sentence 77/85 (~90% depth), prompt=12w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q14,D,Continue this passage for roughly 60 words.,"Not only did he profit directly from the additional incentive compensation he received based on his successful (but corrupt) trades, but by making profitable trades on behalf of his clients","Not only did he profit directly from the additional incentive compensation he received based on his successful (but corrupt) trades, but by making profitable trades on behalf of his clients",30,"he enhanced his reputation and increased the likelihood of his receiving future benefits as a fund manager. In this way, Contorinis’s case is even closer than a tipper’s to the bedrock disgorgement case of the insider who executes illegal trades using his own money, and donates the profit to a third party. There is no injustice, therefore, in making him","he enhanced his reputation and increased the likelihood of his receiving future benefits as a fund manager. In this way, Contorinis's case is even closer than a tipper's to the bedrock disgorgement case of the insider who executes illegal trades using his own money, and donates the profit to a third party. There is no injustice, therefore, in making him",1,contiguous words 3026-3116 of 7669,85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q16,D,List the section headings of the opinion in order.,,,0,BACKGROUND | I. Disgorgement of Profit Accruing to the Paragon Fund | II. Payment of Prejudgment Interest | III. Injunction against Future Violation of Securities Laws | CONCLUSION,BACKGROUND | I. Disgorgement of Profit Accruing to the Paragon Fund | II. Payment of Prejudgment Interest | III. Injunction against Future Violation of Securities Laws | CONCLUSION,1,5 headings total,85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q17,D,What is the first sentence after the first section heading?,,,0,"Defendant‐appellant Joseph Contorinis, a Managing Director at Jeffries & Company, Inc. (“Jeffries”), executed several illegal insider trades involving the stock of the supermarket chain Albertson’s, Inc. (“Albertson’s”), using material nonpublic information received from Nicos Stephanou, an employee of UBS Investment Bank (“UBS”).","Defendant-appellant Joseph Contorinis, a Managing Director at Jeffries & Company, Inc. (""Jeffries""), executed several illegal insider trades involving the stock of the supermarket chain Albertson's, Inc. (""Albertson's""), using material nonpublic information received from Nicos Stephanou, an employee of UBS Investment Bank (""UBS"").",1,heading 1 = 'BACKGROUND',85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q19,D,"Complete this sentence (mid-document, short 6-word prompt).",A district court in the Sixth,A district court in the Sixth,6,"Circuit concluded that “[w]hen addressing the amount of money [from fraudulent securities transactions] that a defendant must disgorge, the Sixth Circuit has held, by implication, that the entire amount of profits which were illicitly received must be disgorged.”","Circuit concluded that ""[w]hen addressing the amount of money [from fraudulent securities transactions] that a defendant must disgorge, the Sixth Circuit has held, by implication, that the entire amount of profits which were illicitly received must be disgorged.""",1,"sentence 43/85 (~50% depth), prompt=6w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q20,D,"Complete this sentence (mid-document, long 48-word prompt).","Whether the defendant’s motive is direct economic profit, self‐ aggrandizement, psychic satisfaction from benefitting a loved one, or future profits by enhancing one’s reputation as a successful fund manager, the insider trader who trades for another’s account has engaged in a fraud, secured a benefit thereby, and directed","Whether the defendant's motive is direct economic profit, self- aggrandizement, psychic satisfaction from benefitting a loved one, or future profits by enhancing one's reputation as a successful fund manager, the insider trader who trades for another's account has engaged in a fraud, secured a benefit thereby, and directed",48,the profits of the fraud where he has chosen them to go.,the profits of the fraud where he has chosen them to go.,1,"sentence 29/85 (~50% depth), prompt=48w",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q21,D,"Complete the next 20 words of this passage, verbatim from the opinion.",damages from the wrongdoer Contorinis directly.,damages from the wrongdoer Contorinis directly.,6,"While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument",1,"anchor word 3684/7669 (~45%), prefix=6w, target=20w — break identical across Q21-Q24",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q22,D,"Complete the next 20 words of this passage, verbatim from the opinion.","established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.","established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.",12,"While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument",1,"anchor word 3684/7669 (~45%), prefix=12w, target=20w — break identical across Q21-Q24",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q23,D,"Complete the next 20 words of this passage, verbatim from the opinion.","relief defendant, but chose, as our case law has indicated is an established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.","relief defendant, but chose, as our case law has indicated is an established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.",24,"While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument",1,"anchor word 3684/7669 (~45%), prefix=24w, target=20w — break identical across Q21-Q24",85,5,0
cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,SEC v. Contorinis,federal,ca2,circuit,courtlistener,Q24,D,"Complete the next 20 words of this passage, verbatim from the opinion.","a legitimate claim to those funds.”) (emphasis added). Here the SEC could have sought to recover illegal gains from the Paragon Fund as a relief defendant, but chose, as our case law has indicated is an established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.","a legitimate claim to those funds."") (emphasis added). Here the SEC could have sought to recover illegal gains from the Paragon Fund as a relief defendant, but chose, as our case law has indicated is an established and legitimate alternative, to seek damages from the wrongdoer Contorinis directly.",48,"While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument",1,"anchor word 3684/7669 (~45%), prefix=48w, target=20w — break identical across Q21-Q24",85,5,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q01,A,Which court decided this case?,,,0,Ninth Circuit,Ninth Circuit,1,from manifest,43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q02,A,In what year was this case decided?,,,0,2014,2014,1,date_filed=2014-09-11,43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q03,A,Who were the parties (case caption)?,,,0,john loos v. immersion corporation,john loos v. immersion corporation,1,manifest caption (lowercased),43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q04,A,On what exact date was the opinion decided?,,,0,2014-09-11,2014-09-11,1,source=courtlistener,43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q07,D,Complete this sentence (opening of the opinion).,It held that the plaintiff could not establish loss causation on the facts alleged in the amended complaint because he had not attempted to,It held that the plaintiff could not establish loss causation on the facts alleged in the amended complaint because he had not attempted to,24,correlate his losses to anything other than the announcement of an internal investigation.,correlate his losses to anything other than the announcement of an internal investigation.,1,"sentence 2/43 (~2% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q08,D,Complete this sentence (~15% into the opinion).,We further conclude that Plaintiff cannot establish loss causation on the facts alleged in the amended complaint because he has not attempted to correlate,We further conclude that Plaintiff cannot establish loss causation on the facts alleged in the amended complaint because he has not attempted to correlate,24,his losses to anything other than the announcement of an internal investigation.,his losses to anything other than the announcement of an internal investigation.,1,"sentence 7/43 (~15% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q09,D,Complete this sentence (~30% into the opinion).,"In a press release issued before the stock market opened, the company revealed that it had launched an internal investigation into revenue recognition practices","In a press release issued before the stock market opened, the company revealed that it had launched an internal investigation into revenue recognition practices",24,in its Medical Division: [T]he Audit Committee of the Board of Directors of Immersion Corporation (“Immersion”) is conducting an internal investigation into certain previous revenue transactions in its Medical line of business.,"in its Medical Division: [T]he Audit Committee of the Board of Directors of Immersion Corporation (""Immersion"") is conducting an internal investigation into certain previous revenue transactions in its Medical line of business.",1,"sentence 17/43 (~30% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q10,D,Complete this sentence (~45% into the opinion).,"At the pleading stage, however, the plaintiff need only allege that the decline in the defendant’s stock price was proximately caused by a revelation","At the pleading stage, however, the plaintiff need only allege that the decline in the defendant's stock price was proximately caused by a revelation",24,"of fraudulent activity rather than by changing market conditions, changing investor expectations, or other unrelated factors.","of fraudulent activity rather than by changing market conditions, changing investor expectations, or other unrelated factors.",1,"sentence 20/43 (~45% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q11,D,Complete this sentence (~60% into the opinion).,"The district court dismissed the complaint, ruling that the investors had not adequately linked the disappointing earnings (and the ensuing drop in the defendant’s","The district court dismissed the complaint, ruling that the investors had not adequately linked the disappointing earnings (and the ensuing drop in the defendant's",24,share price) to the alleged accounting fraud.,share price) to the alleged accounting fraud.,1,"sentence 26/43 (~60% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q12,D,Complete this sentence (~75% into the opinion).,"Given the limited scope of the investigation at issue in Metzler, the most we can say is that the announcement of an investigation can","Given the limited scope of the investigation at issue in Metzler, the most we can say is that the announcement of an investigation can",24,potentially be relevant to a securities fraud plaintiff’s theory of loss causation.,potentially be relevant to a securities fraud plaintiff's theory of loss causation.,1,"sentence 34/43 (~75% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q13,D,Complete this sentence (~90% into the opinion).,"Like the Eleventh Circuit, we merely hold that the announcement of an investigation, “standing alone and without any subsequent disclosure of actual wrongdoing, does","Like the Eleventh Circuit, we merely hold that the announcement of an investigation, ""standing alone and without any subsequent disclosure of actual wrongdoing, does",24,"not reveal to the market the pertinent truth of anything, and therefore does not qualify as a corrective disclosure.”","not reveal to the market the pertinent truth of anything, and therefore does not qualify as a corrective disclosure.""",1,"sentence 39/43 (~90% depth), prompt=24w",43,12,0
cl_2014_ca9_john_loos_v._immersion_corporation,pre_cutoff,2014-09-11,John Loos v. Immersion Corporation,federal,ca9,circuit,courtlistener,Q14,D,Continue this passage for roughly 60 words.,"This statement supports the district court’s conclusion that the mere announcement of an investigation is not enough to establish loss causation. Our decision in Metzler, while relevant, is not particularly","This statement supports the district court's conclusion that the mere announcement of an investigation is not enough to establish loss causation. Our decision in Metzler, while relevant, is not particularly",30,"instructive here. In that case, the plaintiff’s theory of loss causation relied, in part, on a newspaper article which disclosed that the defendant, a nationwide for-profit college, had been investigated and sanctioned by the Department of Education for facilitating financial aid fraud. Although only one of the defendant’s eighty-eight campuses had been investigated, the plaintiff argued that the resulting sanctions","instructive here. In that case, the plaintiff's theory of loss causation relied, in part, on a newspaper article which disclosed that the defendant, a nationwide for-profit college, had been investigated and sanctioned by the Department of Education for facilitating financial aid fraud. Although only one of the defendant's eighty-eight campuses had been investigated, the plaintiff argued that the resulting sanctions",1,contiguous words 3849-3939 of 5097,43,12,0
