case_id,arm,date_filed,caption,jurisdiction,court,court_level,text_source,qid,tier,question,prompt,prompt_normalized,prompt_words,answer,answer_normalized,found,evidence,n_sentences,n_headings,n_footnotes
constitution_ch02,positive,1800-01-01,The Constitution of the United States — passage 2,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","of Forts, Magazines, Arsenals, Dockyards, and other needful Buildings;--And To make all Laws which shall be necessary and proper for carrying into Execution the foregoing Powers, and all other Powers vested by this Constitution in the Government of the United States, or in any Department or Officer thereof.","of Forts, Magazines, Arsenals, Dockyards, and other needful Buildings;--And To make all Laws which shall be necessary and proper for carrying into Execution the foregoing Powers, and all other Powers vested by this Constitution in the Government of the United States, or in any Department or Officer thereof.",48,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,1,"anchor 859, prefix=48w — break identical across Q21-Q24",0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,"No State shall, without the Consent of Congress, lay any Duty of","No State shall, without the Consent of Congress, lay any Duty of",12,"Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay.","Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay.",1,sentence 1/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,"And they shall make a List of all the Persons voted for,","And they shall make a List of all the Persons voted for,",12,"and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate.","and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate.",1,sentence 3/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,"But in chusing the President, the Votes shall be taken by States,","But in chusing the President, the Votes shall be taken by States,",12,"the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice.","the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice.",1,sentence 5/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"But if there should remain two or more who have equal Votes,","But if there should remain two or more who have equal Votes,",12,the Senate shall chuse from them by Ballot the Vice President.,the Senate shall chuse from them by Ballot the Vice President.,1,sentence 7/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,"No Person except a natural born Citizen, or a Citizen of the","No Person except a natural born Citizen, or a Citizen of the",12,"United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States.","United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States.",1,sentence 9/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,The President shall have Power to fill up all Vacancies that may,The President shall have Power to fill up all Vacancies that may,12,"happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next session.","happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next session.",1,sentence 11/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,"The judicial Power of the United States, shall be vested in one","The judicial Power of the United States, shall be vested in one",12,"supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish.","supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish.",1,sentence 13/14,0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",or a President shall be elected.,or a President shall be elected.,6,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during",1,"anchor 671, prefix=6w — break identical across Q21-Q24",0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.","accordingly, until the Disability be removed, or a President shall be elected.","accordingly, until the Disability be removed, or a President shall be elected.",12,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during",1,"anchor 671, prefix=12w — break identical across Q21-Q24",0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","what Officer shall then act as President, and such Officer shall act accordingly, until the Disability be removed, or a President shall be elected.","what Officer shall then act as President, and such Officer shall act accordingly, until the Disability be removed, or a President shall be elected.",24,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during",1,"anchor 671, prefix=24w — break identical across Q21-Q24",0,0,0
constitution_ch03,positive,1800-01-01,The Constitution of the United States — passage 3,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","and the Congress may by Law provide for the Case of Removal, Death, Resignation or Inability, both of the President and Vice President, declaring what Officer shall then act as President, and such Officer shall act accordingly, until the Disability be removed, or a President shall be elected.","and the Congress may by Law provide for the Case of Removal, Death, Resignation or Inability, both of the President and Vice President, declaring what Officer shall then act as President, and such Officer shall act accordingly, until the Disability be removed, or a President shall be elected.",48,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during",1,"anchor 671, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,"He didn’t say any more, but we’ve always been unusually communicative in","He didn't say any more, but we've always been unusually communicative in",12,"a reserved way, and I understood that he meant a great deal more than that.","a reserved way, and I understood that he meant a great deal more than that.",1,sentence 3/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,"Instead of being the warm centre of the world, the Middle West","Instead of being the warm centre of the world, the Middle West",12,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.,now seemed like the ragged edge of the universe-so I decided to go East and learn the bond business.,1,sentence 16/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,"I lived at West Egg, the—well, the less fashionable of the two,","I lived at West Egg, the-well, the less fashionable of the two,",12,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.,1,sentence 31/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"We walked through a high hallway into a bright rosy-coloured space, fragilely","We walked through a high hallway into a bright rosy-coloured space, fragilely",12,bound into the house by French windows at either end.,bound into the house by French windows at either end.,1,sentence 47/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,"Evidently it surprised her as much as it did me, for she","Evidently it surprised her as much as it did me, for she",12,"yawned and with a series of rapid, deft movements stood up into the room.","yawned and with a series of rapid, deft movements stood up into the room.",1,sentence 62/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,"I couldn’t guess what Daisy and Tom were thinking, but I doubt","I couldn't guess what Daisy and Tom were thinking, but I doubt",12,"if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind.","if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest's shrill metallic urgency out of mind.",1,sentence 78/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,"Their interest rather touched me and made them less remotely rich—nevertheless, I","Their interest rather touched me and made them less remotely rich-nevertheless, I",12,was confused and a little disgusted as I drove away.,was confused and a little disgusted as I drove away.,1,sentence 93/103,0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",the pantry. “I’m absolutely in training.”,"the pantry. ""I'm absolutely in training.""",6,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in",1,"anchor 3016, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.",the four cocktails just in from the pantry. “I’m absolutely in training.”,"the four cocktails just in from the pantry. ""I'm absolutely in training.""",12,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in",1,"anchor 3016, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","you to New York all afternoon.” “No, thanks,” said Miss Baker to the four cocktails just in from the pantry. “I’m absolutely in training.”","you to New York all afternoon."" ""No, thanks,"" said Miss Baker to the four cocktails just in from the pantry. ""I'm absolutely in training.""",24,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in",1,"anchor 3016, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch01,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 1,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","“I’ve been lying on that sofa for as long as I can remember.” “Don’t look at me,” Daisy retorted, “I’ve been trying to get you to New York all afternoon.” “No, thanks,” said Miss Baker to the four cocktails just in from the pantry. “I’m absolutely in training.”","""I've been lying on that sofa for as long as I can remember."" ""Don't look at me,"" Daisy retorted, ""I've been trying to get you to New York all afternoon."" ""No, thanks,"" said Miss Baker to the four cocktails just in from the pantry. ""I'm absolutely in training.""",48,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in,"Her host looked at her incredulously. ""You are!"" He took down his drink as if it were a drop in",1,"anchor 3016, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,But above the grey land and the spasms of bleak dust which,But above the grey land and the spasms of bleak dust which,12,"drift endlessly over it, you perceive, after a moment, the eyes of Doctor T.","drift endlessly over it, you perceive, after a moment, the eyes of Doctor T.",1,sentence 2/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,"Her face, above a spotted dress of dark blue crêpe-de-chine, contained no","Her face, above a spotted dress of dark blue crêpe-de-chine, contained no",12,"facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering.","facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering.",1,sentence 14/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,"I have been drunk just twice in my life, and the second","I have been drunk just twice in my life, and the second",12,"time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o’clock the apartment was full of cheerful sun.","time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o'clock the apartment was full of cheerful sun.",1,sentence 28/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"Then she flounced over to the dog, kissed it with ecstasy, and","Then she flounced over to the dog, kissed it with ecstasy, and",12,"swept into the kitchen, implying that a dozen chefs awaited her orders there.","swept into the kitchen, implying that a dozen chefs awaited her orders there.",1,sentence 41/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,When he had gone halfway he turned around and stared at the,When he had gone halfway he turned around and stared at the,12,"scene—his wife and Catherine scolding and consoling as they stumbled here and there among the crowded furniture with articles of aid, and the despairing figure on the couch, bleeding fluently, and trying to spread a copy of Town Tattle over the tapestry scenes of Versailles.","scene-his wife and Catherine scolding and consoling as they stumbled here and there among the crowded furniture with articles of aid, and the despairing figure on the couch, bleeding fluently, and trying to spread a copy of Town Tattle over the tapestry scenes of Versailles.",1,sentence 55/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,"The lights grow brighter as the earth lurches away from the sun,","The lights grow brighter as the earth lurches away from the sun,",12,"and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher.","and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher.",1,sentence 69/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,I was on my way to get roaring drunk from sheer embarrassment,I was on my way to get roaring drunk from sheer embarrassment,12,"when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden.","when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden.",1,sentence 82/91,0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",went to Monte Carlo and back.,went to Monte Carlo and back.,6,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out",1,"anchor 3020, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.","girl.” “Stay long?” “No, we just went to Monte Carlo and back.","girl."" ""Stay long?"" ""No, we just went to Monte Carlo and back.",12,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out",1,"anchor 3020, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","Monte Carlo.” “Really.” “Just last year. I went over there with another girl.” “Stay long?” “No, we just went to Monte Carlo and back.","Monte Carlo."" ""Really."" ""Just last year. I went over there with another girl."" ""Stay long?"" ""No, we just went to Monte Carlo and back.",24,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out",1,"anchor 3020, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch02,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 2,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","it blows over.” “It’d be more discreet to go to Europe.” “Oh, do you like Europe?” she exclaimed surprisingly. “I just got back from Monte Carlo.” “Really.” “Just last year. I went over there with another girl.” “Stay long?” “No, we just went to Monte Carlo and back.","it blows over."" ""It'd be more discreet to go to Europe."" ""Oh, do you like Europe?"" she exclaimed surprisingly. ""I just got back from Monte Carlo."" ""Really."" ""Just last year. I went over there with another girl."" ""Stay long?"" ""No, we just went to Monte Carlo and back.",48,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out","We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out",1,"anchor 3020, prefix=48w — break identical across Q21-Q24",0,0,0
