case_id,arm,date_filed,caption,jurisdiction,court,court_level,text_source,qid,tier,question,prompt,prompt_normalized,prompt_words,answer,answer_normalized,found,evidence,n_sentences,n_headings,n_footnotes,group,src_rank,src_mean_logp,char_start,char_end
cl_2023_ca2_sec_v._ahmed,pre_cutoff,,cl_2023_ca2_sec_v._ahmed,,,,courtlistener,CTL0011,D,Continue the passage verbatim (CTL).,"in a related criminal action.” United States v. Eng, 951 F.2d 461, 464 (2d Cir. 1991), abrogated on other grounds by Degen, 517 U.S. 820. A blunt instrument, the fugitive-disentitlement doctrine “forbid[s] all participation by the absent claimant.” Degen, 517 U.S. at 826 (emphasis added). Although we do not decide","in a related criminal action.” United States v. Eng, 951 F.2d 461, 464 (2d Cir. 1991), abrogated on other grounds by Degen, 517 U.S. 820. A blunt instrument, the fugitive-disentitlement doctrine “forbid[s] all participation by the absent claimant.” Degen, 517 U.S. at 826 (emphasis added). Although we do not decide",50,"whether the doctrine applies here, we note that the purposes underlying it are served by the district court’s order. Disentitlement is rooted in a court’s ability to enforce a “judgment on review,” “discourage[]","whether the doctrine applies here, we note that the purposes underlying it are served by the district court’s order. Disentitlement is rooted in a court’s ability to enforce a “judgment on review,” “discourage[]",1,"in_document_repetition span, profile rank 21",0,0,0,CTL,21,-0.00245,25162,25373
cl_2023_ca2_sec_v._ahmed,pre_cutoff,,cl_2023_ca2_sec_v._ahmed,,,,courtlistener,CTL0012,D,Continue the passage verbatim (CTL).,"in equity.” Liu, 140 S. Ct. at 1942 (cleaned up). One such category of relief is “supplemental enrichment,” which encompasses the opportunity cost or time value of money lost by victims, including “interest, rent, and other measures of use value, proceeds, and consequential gains” on ill-gotten assets. 2 Restatement (Third)","in equity.” Liu, 140 S. Ct. at 1942 (cleaned up). One such category of relief is “supplemental enrichment,” which encompasses the opportunity cost or time value of money lost by victims, including “interest, rent, and other measures of use value, proceeds, and consequential gains” on ill-gotten assets. 2 Restatement (Third)",50,"of Restitution and Unjust Enrichment (“Restatement”) § 53(1) & cmt. a (Am. L. Inst. 2011); see 1 Dan B. Dobbs, Law of Remedies: Damages– Equity–Restitution § 3.6(2), at 342-43 (2d ed. 1993) (“When","of Restitution and Unjust Enrichment (“Restatement”) § 53(1) & cmt. a (Am. L. Inst. 2011); see 1 Dan B. Dobbs, Law of Remedies: Damages– Equity–Restitution § 3.6(2), at 342-43 (2d ed. 1993) (“When",1,"in_document_repetition span, profile rank 21",0,0,0,CTL,21,-0.00245,56528,56724
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0013,D,Continue the passage verbatim (CTL).,"XIV Notes were “designed as short-term trading vehicles for investors managing their portfolios on a daily basis.” 11 They warned investors that “[t]he long term expected value of your ETNs is zero,” and emphasized that “[i]f you hold your ETNs as a long term investment, it is likely that you","XIV Notes were “designed as short-term trading vehicles for investors managing their portfolios on a daily basis.” 11 They warned investors that “[t]he long term expected value of your ETNs is zero,” and emphasized that “[i]f you hold your ETNs as a long term investment, it is likely that you",50,will lose all or a substantial portion of your investment.” 12 The Offering Documents also cautioned investors that Credit Suisse intended to hedge its exposure to XIV Notes,will lose all or a substantial portion of your investment.” 12 The Offering Documents also cautioned investors that Credit Suisse intended to hedge its exposure to XIV Notes,1,"in_document_repetition span, profile rank 22",0,0,0,CTL,22,-0.002469,16332,16515
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0014,D,Continue the passage verbatim (CTL).,"market manipulation under Section 10(b), a plaintiff must plausibly allege “(1) manipulative acts; (2) damage (3) caused by reliance on an assumption of an efficient market free of manipulation; (4) scienter; (5) in connection with the purchase or sale of securities; (6) furthered by the defendant’s use of the mails","market manipulation under Section 10(b), a plaintiff must plausibly allege “(1) manipulative acts; (2) damage (3) caused by reliance on an assumption of an efficient market free of manipulation; (4) scienter; (5) in connection with the purchase or sale of securities; (6) furthered by the defendant’s use of the mails",50,"or any facility of a national securities exchange.” 38 As we have described above, Set Capital claims that Credit Suisse and the Individual Defendants manipulated the market by","or any facility of a national securities exchange.” 38 As we have described above, Set Capital claims that Credit Suisse and the Individual Defendants manipulated the market by",1,"in_document_repetition span, profile rank 22",0,0,0,CTL,22,-0.002469,31545,31732
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0015,D,Continue the passage verbatim (CTL).,"of Credit Suisse, Credit Suisse International (CSI), had “the sole ability to make determinations with respect to . . . certain Acceleration Events.” Id. at 187. 7 No. 19-3466-cv Notes fell such that it was less than or equal to 20 percent of the prior day’s closing indicative value. 7","of Credit Suisse, Credit Suisse International (CSI), had “the sole ability to make determinations with respect to . . . certain Acceleration Events.” Id. at 187. 7 No. 19-3466-cv Notes fell such that it was less than or equal to 20 percent of the prior day’s closing indicative value. 7",50,"2. Prior Episodes of Market Volatility Impacting XIV Notes Due to sustained periods of stability in the market, XIV noteholders for the most part saw the value of","2. Prior Episodes of Market Volatility Impacting XIV Notes Due to sustained periods of stability in the market, XIV noteholders for the most part saw the value of",1,"in_document_repetition span, profile rank 22",0,0,0,CTL,22,-0.002469,11557,11728
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0016,D,Continue the passage verbatim (CTL).,"relationship will arise absent extraordinary circumstances.” (alteration adopted) (citation 19 22-21-cv Pauwels v. Deloitte LLP omitted)). Moreover, “employment relationships,” without more, “do not create fiduciary relationships.” Rather v. CBS Corp., 886 N.Y.S.2d 121, 125 (1st Dep’t 2009) (concluding that employer did not owe an employee fiduciary duties notwithstanding the employee’s","relationship will arise absent extraordinary circumstances.” (alteration adopted) (citation 19 22-21-cv Pauwels v. Deloitte LLP omitted)). Moreover, “employment relationships,” without more, “do not create fiduciary relationships.” Rather v. CBS Corp., 886 N.Y.S.2d 121, 125 (1st Dep’t 2009) (concluding that employer did not owe an employee fiduciary duties notwithstanding the employee’s",50,"“four-decade history” with the employer); Freedman v. Pearlman, 706 N.Y.S.2d 405, 409 (1st Dep’t 2000) (allegations that an employee trusted the defendant “as his","“four-decade history” with the employer); Freedman v. Pearlman, 706 N.Y.S.2d 405, 409 (1st Dep’t 2000) (allegations that an employee trusted the defendant “as his",1,"in_document_repetition span, profile rank 25",0,0,0,CTL,25,-0.00262,29258,29422
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0017,D,Continue the passage verbatim (CTL).,"unjust enrichment claim likewise fails. The highest court of New York holds that the “existence of a valid and enforceable contract governing a particular subject matter ordinarily precludes recovery in quasi contract for events arising out of the same subject matter.” Clark-Fitzpatrick, Inc. v. Long Island R.R. Co., 70 N.Y.2d","unjust enrichment claim likewise fails. The highest court of New York holds that the “existence of a valid and enforceable contract governing a particular subject matter ordinarily precludes recovery in quasi contract for events arising out of the same subject matter.” Clark-Fitzpatrick, Inc. v. Long Island R.R. Co., 70 N.Y.2d",50,"382, 388, 516 N.E.2d 190, 193, 521 N.Y.S.2d 653, 656 (1987); accord Beth Israel Med. Ctr. v. Horizon Blue Cross & Blue Shield of","382, 388, 516 N.E.2d 190, 193, 521 N.Y.S.2d 653, 656 (1987); accord Beth Israel Med. Ctr. v. Horizon Blue Cross & Blue Shield of",1,"in_document_repetition span, profile rank 25",0,0,0,CTL,25,-0.00262,60349,60479
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0018,D,Continue the passage verbatim (CTL).,to dismiss all his claims. The district court granted the motion in relevant part and entered a judgment dismissing Pauwels’s claims with prejudice. 1 Pauwels appeals. DISCUSSION I. Trade Secret Misappropriation Pauwels alleges that the Pauwels Model is a trade secret that BNYM and Deloitte misappropriated in violation of New,to dismiss all his claims. The district court granted the motion in relevant part and entered a judgment dismissing Pauwels’s claims with prejudice. 1 Pauwels appeals. DISCUSSION I. Trade Secret Misappropriation Pauwels alleges that the Pauwels Model is a trade secret that BNYM and Deloitte misappropriated in violation of New,50,"York law. To state a claim for trade secret misappropriation under New York law, a plaintiff must adequately allege “(1) that it possessed a","York law. To state a claim for trade secret misappropriation under New York law, a plaintiff must adequately allege “(1) that it possessed a",1,"in_document_repetition span, profile rank 25",0,0,0,CTL,25,-0.00262,17825,17967
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0019,D,Continue the passage verbatim (CTL).,and expenditures by using the Pauwels Model. The district court concluded that these claims should be dismissed for the same reasons that Pauwels’s claims for trade secret misappropriation failed. We agree. “The essence of an unfair competition claim under New York law is that the defendant misappropriated the fruit of,and expenditures by using the Pauwels Model. The district court concluded that these claims should be dismissed for the same reasons that Pauwels’s claims for trade secret misappropriation failed. We agree. “The essence of an unfair competition claim under New York law is that the defendant misappropriated the fruit of,50,"plaintiff’s labors and expenditures by obtaining access to plaintiff's business idea either through fraud or deception, or an abuse of a fiduciary or confidential relationship.” Telecom Int’l","plaintiff’s labors and expenditures by obtaining access to plaintiff's business idea either through fraud or deception, or an abuse of a fiduciary or confidential relationship.” Telecom Int’l",1,"in_document_repetition span, profile rank 28",0,0,0,CTL,28,-0.002731,35976,36169
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0020,D,Continue the passage verbatim (CTL).,"contain any other indication that Pauwels considered them to be confidential or to contain trade secret information. Moreover, Pauwels neither encrypted nor password-protect the materials that he sent to BNYM. In November 2014, Pauwels had a conversation with Sarmasti and Hegedus in which Pauwels said that he considered the Pauwels","contain any other indication that Pauwels considered them to be confidential or to contain trade secret information. Moreover, Pauwels neither encrypted nor password-protect the materials that he sent to BNYM. In November 2014, Pauwels had a conversation with Sarmasti and Hegedus in which Pauwels said that he considered the Pauwels",50,"Model and the Pauwels Model Spreadsheets to be proprietary and confidential. Pauwels alleges that “Sarmasti and Hegedus agreed and confirmed, on behalf of BNYM, that the Pauwels","Model and the Pauwels Model Spreadsheets to be proprietary and confidential. Pauwels alleges that “Sarmasti and Hegedus agreed and confirmed, on behalf of BNYM, that the Pauwels",1,"in_document_repetition span, profile rank 28",0,0,0,CTL,28,-0.002731,12329,12509
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0021,D,Continue the passage verbatim (CTL).,"and proposals sent to BNYM by investment sponsors and arrangers.” Id. “In short, the Pauwels Model is an interconnected system of formulas and equations . . . . The Pauwels Model was integrated into and implemented in Excel spreadsheets (‘Pauwels Model Spreadsheets’) . . . .” Id. at 51 ¶","and proposals sent to BNYM by investment sponsors and arrangers.” Id. “In short, the Pauwels Model is an interconnected system of formulas and equations . . . . The Pauwels Model was integrated into and implemented in Excel spreadsheets (‘Pauwels Model Spreadsheets’) . . . .” Id. at 51 ¶",50,"33. The Pauwels Model Spreadsheets had a distinctive structure, layout, and design, and included formulas and a calculation sequencing structure. After Pauwels completed the March 2014 project,","33. The Pauwels Model Spreadsheets had a distinctive structure, layout, and design, and included formulas and a calculation sequencing structure. After Pauwels completed the March 2014 project,",1,"in_document_repetition span, profile rank 28",0,0,0,CTL,28,-0.002731,9501,9704
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0022,D,Continue the passage verbatim (CTL).,"710 F.3d at 69–71 (noting that the district court’s factual finding was not clearly erroneous and then finding, as a matter of de novo review on appeal, “that the Administrators breached their fiduciary duties with respect to the . . . [c]laim”); cf. LoPresti v. Terwilliger, 126 F.3d 34, 39","710 F.3d at 69–71 (noting that the district court’s factual finding was not clearly erroneous and then finding, as a matter of de novo review on appeal, “that the Administrators breached their fiduciary duties with respect to the . . . [c]laim”); cf. LoPresti v. Terwilliger, 126 F.3d 34, 39",50,(2d Cir. 1997) (holding that a legal conclusion that a particular individual qualifies as a fiduciary under ERISA is subject to de novo review). To the extent language in Katsaros suggests that the applicable standard of review on this,(2d Cir. 1997) (holding that a legal conclusion that a particular individual qualifies as a fiduciary under ERISA is subject to de novo review). To the extent language in Katsaros suggests that the applicable standard of review on this,1,"in_document_repetition span, profile rank 29",0,0,0,CTL,29,-0.002766,73277,73512
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0023,D,Continue the passage verbatim (CTL).,"revenue-sharing model. They did not—and do not now—indicate that they have such evidence. Thus, the plaintiffs have effectively obtained a trial on the issue of excessive fees, and there is no good reason to re-run the trial looking for the same evidence. 10 Special App’x 147. The obvious implication of","revenue-sharing model. They did not—and do not now—indicate that they have such evidence. Thus, the plaintiffs have effectively obtained a trial on the issue of excessive fees, and there is no good reason to re-run the trial looking for the same evidence. 10 Special App’x 147. The obvious implication of",50,"this order is that the district court would not liberally grant leave to amend after the date it set. Today’s opinion, however, refuses to acknowledge this obvious implication. Instead of adhering to the ordinary meaning of the order, the","this order is that the district court would not liberally grant leave to amend after the date it set. Today’s opinion, however, refuses to acknowledge this obvious implication. Instead of adhering to the ordinary meaning of the order, the",1,"in_document_repetition span, profile rank 29",0,0,0,CTL,29,-0.002766,104937,105186
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0024,D,Continue the passage verbatim (CTL).,"on the present record, that its dismissal was harmless. A. Standard of review We review the grant of a motion to dismiss a claim under Rule 12(b)(6) de novo. 27 We apply the well-established pleading standard articulated in Bell Atlantic Corp. v. Twombly 28 and Ashcroft v. Iqbal 29: “To","on the present record, that its dismissal was harmless. A. Standard of review We review the grant of a motion to dismiss a claim under Rule 12(b)(6) de novo. 27 We apply the well-established pleading standard articulated in Bell Atlantic Corp. v. Twombly 28 and Ashcroft v. Iqbal 29: “To",50,"survive a motion to dismiss, a complaint must contain sufficient factual matter, accepted as true, to ‘state a claim to relief that is plausible on its face.’” 30 In assessing the complaint, we must construe it liberally, accepting all","survive a motion to dismiss, a complaint must contain sufficient factual matter, accepted as true, to ‘state a claim to relief that is plausible on its face.’” 30 In assessing the complaint, we must construe it liberally, accepting all",1,"in_document_repetition span, profile rank 29",0,0,0,CTL,29,-0.002766,23694,23929
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0025,D,Continue the passage verbatim (CTL).,"evidence in large part because, in the end, Reichberg and Rechnitz ended up as victims too. It turned out that Peralta’s liquor business was actually a Ponzi scheme, and Rechnitz’s own investment in it was lost. In sum, we find no error in the admission at trial of any of","evidence in large part because, in the end, Reichberg and Rechnitz ended up as victims too. It turned out that Peralta’s liquor business was actually a Ponzi scheme, and Rechnitz’s own investment in it was lost. In sum, we find no error in the admission at trial of any of",50,"the evidence Reichberg challenges on appeal. 24 App. at 3198. 14 19-1645-cr IV. Allegedly late document disclosure Reichberg argues that the government belatedly disclosed particular documents in violation of Federal Rule of Criminal Procedure 16, and that","the evidence Reichberg challenges on appeal. 24 App. at 3198. 14 19-1645-cr IV. Allegedly late document disclosure Reichberg argues that the government belatedly disclosed particular documents in violation of Federal Rule of Criminal Procedure 16, and that",1,"in_document_repetition span, profile rank 30",0,0,0,CTL,30,-0.002832,21414,21771
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0026,D,Continue the passage verbatim (CTL).,"division officers. 29 On the recording, Grant and Lichtenstein discuss a program that would permit individuals caught driving with suspended licenses to receive a summons rather than be arrested. Grant then states that, if the program is enacted, “all the Jews better – better erect a statue for me. I","division officers. 29 On the recording, Grant and Lichtenstein discuss a program that would permit individuals caught driving with suspended licenses to receive a summons rather than be arrested. Grant then states that, if the program is enacted, “all the Jews better – better erect a statue for me. I",50,"should not – I shouldn’t – I should be able to walk in any Jewish facility and never have to fuckin’ pay for anything. Nah, I’m just jokin’.” 30 After the government moved before trial to admit","should not – I shouldn’t – I should be able to walk in any Jewish facility and never have to fuckin’ pay for anything. Nah, I’m just jokin’.” 30 After the government moved before trial to admit",1,"in_document_repetition span, profile rank 30",0,0,0,CTL,30,-0.002832,26065,26266
