case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,18,10,-13.785079,-1.378508,0.25195421,-5.330995,0,5,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,18,11,-13.988633,-1.271694,0.28035632,-5.330995,0,5,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,18,11,-13.988633,-1.271694,0.28035632,-5.330995,0,5,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,18,11,-13.988633,-1.271694,0.28035632,-5.330995,0,5,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-37.839605,-3.78396,0.02273248,-6.483302,0,5,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,21,-76.710974,-3.652904,0.02591577,-9.734087,2,10,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,21,-76.710974,-3.652904,0.02591577,-9.734087,2,10,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,21,-76.710974,-3.652904,0.02591577,-9.734087,2,10,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-32.884556,-3.288456,0.03731143,-10.652289,1,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,15,-43.278818,-2.885255,0.05584058,-10.652289,1,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,15,-43.278818,-2.885255,0.05584058,-10.652289,1,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,15,-43.278818,-2.885255,0.05584058,-10.652289,1,0,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-6.458915,-0.645892,0.52419499,-5.369466,0,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,22,-10.073855,-0.457902,0.63260916,-5.369466,0,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,22,-10.073855,-0.457902,0.63260916,-5.369466,0,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,22,-10.073855,-0.457902,0.63260916,-5.369466,0,1,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,18,10,-0.334667,-0.033467,0.96708713,-0.18379,0,4,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,18,12,-1.001776,-0.083481,0.91990828,-0.662559,0,11,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,18,12,-1.001776,-0.083481,0.91990828,-0.662559,0,11,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,18,12,-1.001776,-0.083481,0.91990828,-0.662559,0,11,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,16,10,-8.14213,-0.814213,0.44298784,-3.8891,0,4,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,16,14,-8.779191,-0.627085,0.53414653,-3.8891,0,4,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,16,14,-8.779191,-0.627085,0.53414653,-3.8891,0,4,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,16,14,-8.779191,-0.627085,0.53414653,-3.8891,0,4,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-20.10569,-2.010569,0.13391246,-8.517289,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,23,-20.967822,-0.911644,0.40186285,-8.517289,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,23,-20.967822,-0.911644,0.40186285,-8.517289,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,23,-20.967822,-0.911644,0.40186285,-8.517289,1,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,16,10,-10.971093,-1.097109,0.3338347,-3.077747,0,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,16,15,-12.959794,-0.863986,0.42147861,-3.077747,0,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,16,15,-12.959794,-0.863986,0.42147861,-3.077747,0,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,16,15,-12.959794,-0.863986,0.42147861,-3.077747,0,5,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,17,10,-26.935353,-2.693535,0.06764138,-7.170743,1,0,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,17,14,-38.919425,-2.779959,0.06204106,-8.546336,2,12,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,17,14,-38.919425,-2.779959,0.06204106,-8.546336,2,12,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,17,14,-38.919425,-2.779959,0.06204106,-8.546336,2,12,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,13,10,-27.711858,-2.771186,0.06258774,-9.225647,1,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,13,18,-47.178375,-2.621021,0.07272858,-9.225647,1,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,13,18,-47.178375,-2.621021,0.07272858,-9.225647,1,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,13,18,-47.178375,-2.621021,0.07272858,-9.225647,1,8,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,13,10,-20.595565,-2.059556,0.12751051,-6.977793,1,4,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,13,18,-43.348269,-2.408237,0.08997377,-11.005912,2,10,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,13,18,-43.348269,-2.408237,0.08997377,-11.005912,2,10,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,13,18,-43.348269,-2.408237,0.08997377,-11.005912,2,10,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-0.159053,-0.015905,0.98422054,-0.062115,0,4,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,18,-0.532964,-0.029609,0.97082493,-0.269781,0,17,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,18,-0.532964,-0.029609,0.97082493,-0.269781,0,17,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,18,-0.532964,-0.029609,0.97082493,-0.269781,0,17,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-56.536476,-5.653648,0.00350471,-11.299701,5,3,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,24,-68.746882,-2.864453,0.05701429,-11.299701,5,3,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,24,-68.746882,-2.864453,0.05701429,-11.299701,5,3,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,24,-68.746882,-2.864453,0.05701429,-11.299701,5,3,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,16,10,-30.603402,-3.06034,0.04687175,-5.411886,0,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,16,16,-33.831562,-2.114473,0.12069693,-5.411886,0,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,16,16,-33.831562,-2.114473,0.12069693,-5.411886,0,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,16,16,-33.831562,-2.114473,0.12069693,-5.411886,0,5,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,16,10,-60.356858,-6.035686,0.00239186,-11.960852,4,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,16,16,-92.610649,-5.788166,0.0030636,-11.960852,6,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,16,16,-92.610649,-5.788166,0.0030636,-11.960852,6,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,16,16,-92.610649,-5.788166,0.0030636,-11.960852,6,0,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-76.812885,-7.681288,0.00046138,-13.264784,4,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,18,-127.049908,-7.058328,0.00086021,-13.264784,8,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,18,-127.049908,-7.058328,0.00086021,-13.264784,8,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,18,-127.049908,-7.058328,0.00086021,-13.264784,8,1,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-78.513652,-7.851365,0.00038922,-10.942164,8,1,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,18,-133.560623,-7.420035,0.00059913,-12.525259,11,15,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,18,-133.560623,-7.420035,0.00059913,-12.525259,11,15,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,18,-133.560623,-7.420035,0.00059913,-12.525259,11,15,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-59.742243,-5.974224,0.00254347,-10.220054,3,0,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,18,-105.042498,-5.835694,0.00292139,-10.708239,5,16,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,18,-105.042498,-5.835694,0.00292139,-10.708239,5,16,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,18,-105.042498,-5.835694,0.00292139,-10.708239,5,16,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,17,10,-55.297841,-5.529784,0.00396685,-11.855265,2,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,17,15,-75.67258,-5.044839,0.0064425,-11.855265,2,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,17,15,-75.67258,-5.044839,0.0064425,-11.855265,2,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,17,15,-75.67258,-5.044839,0.0064425,-11.855265,2,0,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-18.894415,-1.889441,0.15115621,-3.798197,0,5,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,25,-48.501329,-1.940053,0.14369631,-7.454603,1,11,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,25,-48.501329,-1.940053,0.14369631,-7.454603,1,11,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,25,-48.501329,-1.940053,0.14369631,-7.454603,1,11,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,15,10,-24.127197,-2.41272,0.08957135,-9.793054,1,7,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,15,18,-29.994158,-1.666342,0.18893691,-9.793054,1,7,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,15,18,-29.994158,-1.666342,0.18893691,-9.793054,1,7,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,15,18,-29.994158,-1.666342,0.18893691,-9.793054,1,7,
gatsby_ch07,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,13,10,-2.413619,-0.241362,0.78555725,-1.990498,0,5,
gatsby_ch07,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,13,20,-10.913209,-0.54566,0.57945896,-6.53384,0,13,
gatsby_ch07,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,13,20,-10.913209,-0.54566,0.57945896,-6.53384,0,13,
gatsby_ch07,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,13,20,-10.913209,-0.54566,0.57945896,-6.53384,0,13,
gatsby_ch07,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-17.055262,-1.705526,0.18167677,-5.25293,0,0,
gatsby_ch07,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,19,-33.615004,-1.769211,0.17046748,-5.25293,0,0,
gatsby_ch07,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,19,-33.615004,-1.769211,0.17046748,-5.25293,0,0,
gatsby_ch07,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,19,-33.615004,-1.769211,0.17046748,-5.25293,0,0,
gatsby_shuf_ch07,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,17,10,-58.788069,-5.878807,0.00279812,-8.994608,5,4,
gatsby_shuf_ch07,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,17,16,-101.798194,-6.362387,0.00172524,-10.814448,8,11,
gatsby_shuf_ch07,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,17,16,-101.798194,-6.362387,0.00172524,-10.814448,8,11,
gatsby_shuf_ch07,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,17,16,-101.798194,-6.362387,0.00172524,-10.814448,8,11,
constitution_ch01,Q12,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-0.426445,-0.042645,0.95825198,-0.267268,0,9,
constitution_ch01,Q12,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,20,-6.04671,-0.302335,0.73909007,-4.019956,0,14,
constitution_ch01,Q12,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,20,-6.04671,-0.302335,0.73909007,-4.019956,0,14,
constitution_ch01,Q12,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,20,-6.04671,-0.302335,0.73909007,-4.019956,0,14,
constitution_ch03,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,8,10,-7.130054,-0.713005,0.49016881,-1.886094,0,1,
constitution_ch03,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,8,25,-7.866562,-0.314662,0.73003524,-1.886094,0,1,
constitution_ch03,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,8,26,-7.873764,-0.302837,0.73871944,-1.886094,0,1,
constitution_ch03,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,8,26,-7.873764,-0.302837,0.73871944,-1.886094,0,1,
gatsby_ch01,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,17,10,-0.062499,-0.00625,0.99376964,-0.02483,0,6,
gatsby_ch01,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,17,17,-0.130687,-0.007687,0.99234202,-0.059404,0,16,
gatsby_ch01,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,17,17,-0.130687,-0.007687,0.99234202,-0.059404,0,16,
gatsby_ch01,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,17,17,-0.130687,-0.007687,0.99234202,-0.059404,0,16,
gatsby_ch03,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,15,10,-3.186616,-0.318662,0.72712154,-2.615834,0,4,
gatsby_ch03,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,15,19,-22.655023,-1.19237,0.30350122,-8.849709,2,13,
gatsby_ch03,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,15,19,-22.655023,-1.19237,0.30350122,-8.849709,2,13,
gatsby_ch03,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,15,19,-22.655023,-1.19237,0.30350122,-8.849709,2,13,
gatsby_ch03,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,15,10,-0.929881,-0.092988,0.91120435,-0.757779,0,1,
gatsby_ch03,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,15,19,-4.749367,-0.249967,0.77882672,-2.044219,0,15,
gatsby_ch03,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,15,19,-4.749367,-0.249967,0.77882672,-2.044219,0,15,
gatsby_ch03,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,15,19,-4.749367,-0.249967,0.77882672,-2.044219,0,15,
gatsby_ch04,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,10,14,10,-17.186524,-1.718652,0.17930763,-8.585393,1,5,
gatsby_ch04,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,25,14,20,-17.731988,-0.886599,0.41205461,-8.585393,1,5,
gatsby_ch04,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,50,14,20,-17.731988,-0.886599,0.41205461,-8.585393,1,5,
gatsby_ch04,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-70B,raw,full,14,20,-17.731988,-0.886599,0.41205461,-8.585393,1,5,
