dataset,case_id,model_family,model,features_named,entropy,max_entropy,evenness
adversarial,4,google,google/gemini-3.1-pro-preview,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,4,google,google/gemini-3.5-flash,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,4,openai,openai/gpt-5.4,7,1.8856578175191594,1.9459101490553132,0.9690364266996578
adversarial,4,openai,openai/gpt-5.4-mini,8,1.9486886956254623,2.0794415416798357,0.9371211724717458
adversarial,4,openai,openai/gpt-5.5,9,2.1074728627917443,2.1972245773362196,0.9591522343823021
adversarial,4,qwen,qwen/qwen3.5-397b-a17b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,4,qwen,qwen/qwen3.5-9b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,4,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,5,anthropic,anthropic/claude-opus-4.8,7,1.82968686829921,1.9459101490553132,0.9402730486746644
adversarial,5,anthropic,anthropic/claude-sonnet-4.6,11,2.1116950794634284,2.3978952727983707,0.8806452489474473
adversarial,5,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,5,google,google/gemini-3.1-pro-preview,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,5,google,google/gemini-3.5-flash,3,1.0397207708399179,1.0986122886681098,0.946394630357186
adversarial,5,openai,openai/gpt-5.4,8,1.7857017404160458,2.0794415416798357,0.8587410151350069
adversarial,5,openai,openai/gpt-5.4-mini,6,1.6426204150953791,1.791759469228055,0.9167639090547519
adversarial,5,openai,openai/gpt-5.5,8,1.8716626777375156,2.0794415416798357,0.9000794877962907
adversarial,5,qwen,qwen/qwen3.5-397b-a17b,7,1.740734313962241,1.9459101490553132,0.8945604784513409
adversarial,5,qwen,qwen/qwen3.6-35b-a3b,6,1.6399566463410822,1.791759469228055,0.9152772314063036
adversarial,6,anthropic,anthropic/claude-haiku-4.5,6,1.5915879927077363,1.791759469228055,0.8882821718215567
adversarial,6,anthropic,anthropic/claude-opus-4.8,10,2.0187435253697266,2.302585092994046,0.8767291734459894
adversarial,6,anthropic,anthropic/claude-sonnet-4.6,11,2.230691125417726,2.3978952727983707,0.9302704545617977
adversarial,6,google,google/gemini-3.1-flash-lite,5,1.5148560404565352,1.6094379124341003,0.941232978764294
adversarial,6,google,google/gemini-3.1-pro-preview,5,1.458174899361326,1.6094379124341003,0.906015005671138
adversarial,6,google,google/gemini-3.5-flash,4,1.207973687592232,1.3862943611198906,0.8713688243068336
adversarial,6,openai,openai/gpt-5.4,7,1.657279221223994,1.9459101490553132,0.8516730446308419
adversarial,6,openai,openai/gpt-5.4-mini,5,1.458174899361326,1.6094379124341003,0.906015005671138
adversarial,6,openai,openai/gpt-5.5,7,1.770144898428087,1.9459101490553132,0.9096745290564646
adversarial,6,qwen,qwen/qwen3.5-397b-a17b,4,1.287021578935299,1.3862943611198906,0.9283898247235197
adversarial,6,qwen,qwen/qwen3.6-35b-a3b,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,7,anthropic,anthropic/claude-haiku-4.5,5,1.3311439199313795,1.6094379124341003,0.8270862203799889
adversarial,7,anthropic,anthropic/claude-opus-4.8,7,1.7923014093625815,1.9459101490553132,0.9210607232983986
adversarial,7,anthropic,anthropic/claude-sonnet-4.6,10,2.099861925440602,2.302585092994046,0.911958446977591
adversarial,7,google,google/gemini-3.1-flash-lite,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,7,google,google/gemini-3.1-pro-preview,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,7,google,google/gemini-3.5-flash,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,7,openai,openai/gpt-5.4,7,1.820607377319722,1.9459101490553132,0.9356071133107444
adversarial,7,openai,openai/gpt-5.4-mini,7,1.7906269396143712,1.9459101490553132,0.9202002160704451
adversarial,7,openai,openai/gpt-5.5,8,1.9831219904843462,2.0794415416798357,0.9536800870498722
adversarial,7,qwen,qwen/qwen3.5-397b-a17b,5,1.4406300471115867,1.6094379124341003,0.8951137760466883
adversarial,7,qwen,qwen/qwen3.5-9b,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,7,qwen,qwen/qwen3.6-35b-a3b,4,1.35778649882815,1.3862943611198906,0.9794359242226802
adversarial,8,anthropic,anthropic/claude-opus-4.8,8,1.9425013632318378,2.0794415416798357,0.9341456945515412
adversarial,8,anthropic,anthropic/claude-sonnet-4.6,8,1.9050051014885105,2.0794415416798357,0.9161138042618836
adversarial,8,google,google/gemini-3.1-flash-lite,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,8,google,google/gemini-3.1-pro-preview,4,1.3054616844516953,1.3862943611198906,0.9416915491145068
adversarial,8,google,google/gemini-3.5-flash,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,8,openai,openai/gpt-5.4,7,1.8182635594410725,1.9459101490553132,0.9344026291880899
adversarial,8,openai,openai/gpt-5.4-mini,6,1.5825658657688788,1.791759469228055,0.883246826902886
adversarial,8,openai,openai/gpt-5.5,9,2.075382803083863,2.1972245773362196,0.9445474188168466
adversarial,8,qwen,qwen/qwen3.5-397b-a17b,4,1.2899219826090118,1.3862943611198906,0.9304820237218405
adversarial,8,qwen,qwen/qwen3.5-9b,3,0.9985793315873921,1.0986122886681098,0.9089460785096519
adversarial,8,qwen,qwen/qwen3.6-35b-a3b,5,1.5614694247764,1.6094379124341003,0.9701955028602792
adversarial,9,anthropic,anthropic/claude-opus-4.8,7,1.7851523148072048,1.9459101490553132,0.9173868154569459
adversarial,9,anthropic,anthropic/claude-sonnet-4.6,9,2.144247449818959,2.1972245773362196,0.9758890702098887
adversarial,9,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,9,google,google/gemini-3.1-pro-preview,5,1.3705151742879562,1.6094379124341003,0.8515489561291623
adversarial,9,google,google/gemini-3.5-flash,5,1.5614694247764,1.6094379124341003,0.9701955028602792
adversarial,9,openai,openai/gpt-5.4,6,1.648118017493933,1.791759469228055,0.9198321793739385
adversarial,9,openai,openai/gpt-5.4-mini,7,1.8078417511024285,1.9459101490553132,0.9290468791583655
adversarial,9,openai,openai/gpt-5.5,8,1.909825693052122,2.0794415416798357,0.9184320187762081
adversarial,9,qwen,qwen/qwen3.5-397b-a17b,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,9,qwen,qwen/qwen3.5-9b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,9,qwen,qwen/qwen3.6-35b-a3b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,10,anthropic,anthropic/claude-haiku-4.5,9,2.0105670740528194,2.1972245773362196,0.9150485092836107
adversarial,10,anthropic,anthropic/claude-opus-4.8,7,1.6817925099193403,1.9459101490553132,0.8642703830574114
adversarial,10,anthropic,anthropic/claude-sonnet-4.6,10,1.917998167771525,2.302585092994046,0.8329760205637207
adversarial,10,google,google/gemini-3.1-flash-lite,4,1.207973687592232,1.3862943611198906,0.8713688243068336
adversarial,10,google,google/gemini-3.1-pro-preview,4,1.237597168232557,1.3862943611198906,0.8927376486136671
adversarial,10,google,google/gemini-3.5-flash,5,1.4541477966511882,1.6094379124341003,0.9035128260722698
adversarial,10,openai,openai/gpt-5.4,7,1.7991442253172838,1.9459101490553132,0.9245772350746614
adversarial,10,openai,openai/gpt-5.4-mini,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,10,openai,openai/gpt-5.5,9,1.9252609317807694,2.1972245773362196,0.8762240107994959
adversarial,10,qwen,qwen/qwen3.5-397b-a17b,6,1.591092905416725,1.791759469228055,0.8880058583433729
adversarial,10,qwen,qwen/qwen3.5-9b,4,1.033114087516671,1.3862943611198906,0.745234285366414
adversarial,10,qwen,qwen/qwen3.6-35b-a3b,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,11,anthropic,anthropic/claude-haiku-4.5,9,2.0282249897172657,2.1972245773362196,0.9230849730327345
adversarial,11,anthropic,anthropic/claude-opus-4.8,7,1.8782027125334306,1.9459101490553132,0.9652052606052994
adversarial,11,anthropic,anthropic/claude-sonnet-4.6,11,2.248433677039503,2.3978952727983707,0.9376696732945954
adversarial,11,google,google/gemini-3.1-flash-lite,4,1.1673871969099057,1.3862943611198906,0.8420918598895943
adversarial,11,google,google/gemini-3.1-pro-preview,6,1.6385064445042257,1.791759469228055,0.9144678583505098
adversarial,11,google,google/gemini-3.5-flash,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,11,openai,openai/gpt-5.4,8,1.8733011527954624,2.0794415416798357,0.9008674277431974
adversarial,11,openai,openai/gpt-5.4-mini,7,1.7881949757029507,1.9459101490553132,0.9189504338476631
adversarial,11,openai,openai/gpt-5.5,10,2.1820561878083677,2.302585092994046,0.9476549615680198
adversarial,11,qwen,qwen/qwen3.5-397b-a17b,7,1.7650572522256291,1.9459101490553132,0.9070599961064578
adversarial,11,qwen,qwen/qwen3.5-9b,6,1.5827205566756732,1.791759469228055,0.8833331615417989
adversarial,11,qwen,qwen/qwen3.6-35b-a3b,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,12,anthropic,anthropic/claude-haiku-4.5,8,1.895802718487396,2.0794415416798357,0.9116883934885274
adversarial,12,anthropic,anthropic/claude-opus-4.8,9,1.8885867072343647,2.1972245773362196,0.8595328519053667
adversarial,12,anthropic,anthropic/claude-sonnet-4.6,8,1.9469925887395765,2.0794415416798357,0.9363055174740508
adversarial,12,google,google/gemini-3.1-flash-lite,5,1.392321254757429,1.6094379124341003,0.8650978357106639
adversarial,12,google,google/gemini-3.1-pro-preview,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,12,google,google/gemini-3.5-flash,5,1.392321254757429,1.6094379124341003,0.8650978357106639
adversarial,12,openai,openai/gpt-5.4,7,1.7824655684615205,1.9459101490553132,0.9160061009635307
adversarial,12,openai,openai/gpt-5.4-mini,5,1.534528787652333,1.6094379124341003,0.9534563438558028
adversarial,12,openai,openai/gpt-5.5,9,1.9721263170683971,2.1972245773362196,0.8975533668293854
adversarial,12,qwen,qwen/qwen3.5-397b-a17b,5,1.458174899361326,1.6094379124341003,0.906015005671138
adversarial,12,qwen,qwen/qwen3.5-9b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,12,qwen,qwen/qwen3.6-35b-a3b,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,13,anthropic,anthropic/claude-haiku-4.5,10,2.152506879086059,2.302585092994046,0.9348218598458654
adversarial,13,anthropic,anthropic/claude-opus-4.8,9,2.0878161000562,2.1972245773362196,0.9502060561271075
adversarial,13,anthropic,anthropic/claude-sonnet-4.6,10,2.0257351743398537,2.302585092994046,0.8797656080131202
adversarial,13,google,google/gemini-3.1-flash-lite,5,1.4004826259102798,1.6094379124341003,0.8701687807218371
adversarial,13,google,google/gemini-3.1-pro-preview,6,1.6399566463410822,1.791759469228055,0.9152772314063036
adversarial,13,google,google/gemini-3.5-flash,7,1.7921149126805132,1.9459101490553132,0.9209648829626262
adversarial,13,openai,openai/gpt-5.4,7,1.8398328117824105,1.9459101490553132,0.9454870322124583
adversarial,13,openai,openai/gpt-5.4-mini,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,13,openai,openai/gpt-5.5,8,1.880363410485673,2.0794415416798357,0.9042636557922463
adversarial,13,qwen,qwen/qwen3.5-397b-a17b,5,1.4320124921730986,1.6094379124341003,0.8897593881129189
adversarial,13,qwen,qwen/qwen3.5-9b,7,1.8182773198687407,1.9459101490553132,0.9344097006490588
adversarial,13,qwen,qwen/qwen3.6-35b-a3b,5,1.5260394155804642,1.6094379124341003,0.948181600415076
adversarial,14,anthropic,anthropic/claude-haiku-4.5,11,2.2446309594924014,2.3978952727983707,0.9360838169020167
adversarial,14,anthropic,anthropic/claude-opus-4.8,6,1.6966529043066694,1.791759469228055,0.9469200154625886
adversarial,14,anthropic,anthropic/claude-sonnet-4.6,9,1.884559604524227,2.1972245773362196,0.8577000384771554
adversarial,14,google,google/gemini-3.1-flash-lite,5,1.5571130980576458,1.6094379124341003,0.9674887648835618
adversarial,14,google,google/gemini-3.1-pro-preview,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,14,google,google/gemini-3.5-flash,5,1.4541477966511882,1.6094379124341003,0.9035128260722698
adversarial,14,openai,openai/gpt-5.4,6,1.7057748081989674,1.791759469228055,0.9520110469592593
adversarial,14,openai,openai/gpt-5.4-mini,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,14,openai,openai/gpt-5.5,9,1.97117827742875,2.1972245773362196,0.8971218953951834
adversarial,14,qwen,qwen/qwen3.5-397b-a17b,6,1.6137942391528548,1.791759469228055,0.9006757139383932
adversarial,14,qwen,qwen/qwen3.5-9b,5,1.3994886078590607,1.6094379124341003,0.8695511625810318
adversarial,14,qwen,qwen/qwen3.6-35b-a3b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,15,anthropic,anthropic/claude-opus-4.8,8,1.9445414410997226,2.0794415416798357,0.9351267646258828
adversarial,15,anthropic,anthropic/claude-sonnet-4.6,8,1.9016345894258715,2.0794415416798357,0.9144929305825417
adversarial,15,google,google/gemini-3.1-flash-lite,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,15,google,google/gemini-3.1-pro-preview,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,15,google,google/gemini-3.5-flash,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,15,openai,openai/gpt-5.4,7,1.871687169540107,1.9459101490553132,0.9618569338613915
adversarial,15,openai,openai/gpt-5.4-mini,6,1.7228001946245186,1.791759469228055,0.9615130960445009
adversarial,15,openai,openai/gpt-5.5,7,1.745289136065855,1.9459101490553132,0.8969011939801771
adversarial,15,qwen,qwen/qwen3.5-397b-a17b,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,15,qwen,qwen/qwen3.5-9b,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,15,qwen,qwen/qwen3.6-35b-a3b,5,1.5260394155804642,1.6094379124341003,0.948181600415076
adversarial,16,anthropic,anthropic/claude-opus-4.8,9,2.059663941042455,2.1972245773362196,0.9373934564028341
adversarial,16,anthropic,anthropic/claude-sonnet-4.6,12,2.1980842418782305,2.4849066497880004,0.8845741718570233
adversarial,16,google,google/gemini-3.1-flash-lite,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,16,google,google/gemini-3.1-pro-preview,5,1.4737146012040094,1.6094379124341003,0.9156703652986377
adversarial,16,google,google/gemini-3.5-flash,6,1.7228001946245186,1.791759469228055,0.9615130960445009
adversarial,16,openai,openai/gpt-5.4,8,1.8927311071677602,2.0794415416798357,0.9102112606824017
adversarial,16,openai,openai/gpt-5.4-mini,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,16,openai,openai/gpt-5.5,9,1.9174845671797527,2.1972245773362196,0.872684834749297
adversarial,16,qwen,qwen/qwen3.5-397b-a17b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,16,qwen,qwen/qwen3.5-9b,6,1.6695801269814072,1.791759469228055,0.9318104107471041
adversarial,16,qwen,qwen/qwen3.6-35b-a3b,5,1.5614694247764,1.6094379124341003,0.9701955028602792
adversarial,17,anthropic,anthropic/claude-haiku-4.5,9,1.980136819369283,2.1972245773362196,0.9011991035390108
adversarial,17,anthropic,anthropic/claude-opus-4.8,7,1.852734625529242,1.9459101490553132,0.9521172529105183
adversarial,17,anthropic,anthropic/claude-sonnet-4.6,9,2.0172153032686637,2.1972245773362196,0.9180742487935448
adversarial,17,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,17,google,google/gemini-3.1-pro-preview,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,17,google,google/gemini-3.5-flash,5,1.56718085483299,1.6094379124341003,0.9737442138807324
adversarial,17,openai,openai/gpt-5.4,7,1.8439563140946074,1.9459101490553132,0.9476060932154541
adversarial,17,openai,openai/gpt-5.4-mini,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,17,openai,openai/gpt-5.5,9,1.994216294743071,2.1972245773362196,0.9076069489267851
adversarial,17,qwen,qwen/qwen3.5-397b-a17b,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,17,qwen,qwen/qwen3.6-35b-a3b,7,1.9036866883376182,1.9459101490553132,0.9783014335280622
adversarial,18,anthropic,anthropic/claude-haiku-4.5,7,1.6985352282490878,1.9459101490553132,0.8728744382538324
adversarial,18,anthropic,anthropic/claude-opus-4.8,7,1.6836612260392212,1.9459101490553132,0.865230713173778
adversarial,18,anthropic,anthropic/claude-sonnet-4.6,10,2.051771020362737,2.302585092994046,0.8910728322725411
adversarial,18,google,google/gemini-3.1-flash-lite,4,1.248780543356486,1.3862943611198906,0.9008047485295138
adversarial,18,google,google/gemini-3.1-pro-preview,4,1.2353468116280648,1.3862943611198906,0.8911143594569008
adversarial,18,google,google/gemini-3.5-flash,4,1.1832561227612057,1.3862943611198906,0.853538870204547
adversarial,18,openai,openai/gpt-5.4,6,1.6385064445042257,1.791759469228055,0.9144678583505098
adversarial,18,openai,openai/gpt-5.4-mini,8,1.8331008190980986,2.0794415416798357,0.8815351537207746
adversarial,18,openai,openai/gpt-5.5,8,1.84141848240368,2.0794415416798357,0.8855351042550234
adversarial,18,qwen,qwen/qwen3.5-397b-a17b,5,1.5148560404565352,1.6094379124341003,0.941232978764294
adversarial,18,qwen,qwen/qwen3.5-9b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,18,qwen,qwen/qwen3.6-35b-a3b,4,1.3195454632493369,1.3862943611198906,0.9518508480286741
adversarial,19,anthropic,anthropic/claude-opus-4.8,7,1.8750719056049134,1.9459101490553132,0.9635963441144547
adversarial,19,anthropic,anthropic/claude-sonnet-4.6,11,2.18956223942877,2.3978952727983707,0.9131183768812082
adversarial,19,google,google/gemini-3.1-flash-lite,4,1.094056456831614,1.3862943611198906,0.78919491236176
adversarial,19,google,google/gemini-3.1-pro-preview,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,19,google,google/gemini-3.5-flash,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,19,openai,openai/gpt-5.4,8,1.858729592231911,2.0794415416798357,0.8938599883555144
adversarial,19,openai,openai/gpt-5.4-mini,5,1.5217781873607306,1.6094379124341003,0.9455339504580242
adversarial,19,openai,openai/gpt-5.5,8,1.9755554392209,2.0794415416798357,0.9500413450550702
adversarial,19,qwen,qwen/qwen3.5-397b-a17b,5,1.1582146934012183,1.6094379124341003,0.7196392507304269
adversarial,19,qwen,qwen/qwen3.5-9b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,19,qwen,qwen/qwen3.6-35b-a3b,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,20,anthropic,anthropic/claude-haiku-4.5,8,1.9860533550821173,2.0794415416798357,0.9550897754392862
adversarial,20,anthropic,anthropic/claude-opus-4.8,7,1.8752760095748262,1.9459101490553132,0.963701232806264
adversarial,20,anthropic,anthropic/claude-sonnet-4.6,10,2.098136016424237,2.302585092994046,0.9112088942155165
adversarial,20,google,google/gemini-3.1-flash-lite,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,20,google,google/gemini-3.1-pro-preview,5,1.5134058386196787,1.6094379124341003,0.9403319177008925
adversarial,20,google,google/gemini-3.5-flash,4,1.3195454632493369,1.3862943611198906,0.9518508480286741
adversarial,20,openai,openai/gpt-5.4,8,1.9623345491837216,2.0794415416798357,0.9436834408908117
adversarial,20,openai,openai/gpt-5.4-mini,6,1.6172553126049525,1.791759469228055,0.9026073758112833
adversarial,20,openai,openai/gpt-5.5,8,1.9543457872648662,2.0794415416798357,0.9398416584897532
adversarial,20,qwen,qwen/qwen3.5-397b-a17b,5,1.4263010621165086,1.6094379124341003,0.8862106770924658
adversarial,20,qwen,qwen/qwen3.5-9b,5,1.4432909657960482,1.6094379124341003,0.8967670977833666
adversarial,20,qwen,qwen/qwen3.6-35b-a3b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,21,anthropic,anthropic/claude-haiku-4.5,8,1.9919760999161977,2.0794415416798357,0.957938013639479
adversarial,21,anthropic,anthropic/claude-opus-4.8,7,1.862660062780597,1.9459101490553132,0.9572179186612846
adversarial,21,anthropic,anthropic/claude-sonnet-4.6,10,2.0658080235254537,2.302585092994046,0.8971690252885675
adversarial,21,google,google/gemini-3.1-flash-lite,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,21,google,google/gemini-3.1-pro-preview,6,1.656946550020622,1.791759469228055,0.9247594771939369
adversarial,21,google,google/gemini-3.5-flash,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,21,openai,openai/gpt-5.4,8,1.935538028919451,2.0794415416798357,0.9307970385913638
adversarial,21,openai,openai/gpt-5.4-mini,6,1.7092713643970767,1.791759469228055,0.9539625121297578
adversarial,21,openai,openai/gpt-5.5,8,1.9601394314641232,2.0794415416798357,0.9426278124080676
adversarial,21,qwen,qwen/qwen3.5-397b-a17b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,21,qwen,qwen/qwen3.5-9b,5,1.5047882836811908,1.6094379124341003,0.9349775297671233
adversarial,21,qwen,qwen/qwen3.6-35b-a3b,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,22,anthropic,anthropic/claude-haiku-4.5,5,1.5342677034309693,1.6094379124341003,0.9532941231082073
adversarial,22,anthropic,anthropic/claude-opus-4.8,8,1.9833894932463343,2.0794415416798357,0.9538087286859203
adversarial,22,anthropic,anthropic/claude-sonnet-4.6,8,1.9538781465616861,2.0794415416798357,0.9396167708486214
adversarial,22,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,22,google,google/gemini-3.1-pro-preview,4,1.3451529218673648,1.3862943611198906,0.9703227248076732
adversarial,22,google,google/gemini-3.5-flash,4,1.1058898790247633,1.3862943611198906,0.7977309221191609
adversarial,22,openai,openai/gpt-5.4,8,1.9438834418274464,2.0794415416798357,0.9348103338635423
adversarial,22,openai,openai/gpt-5.4-mini,6,1.5453130152113255,1.791759469228055,0.86245561513739
adversarial,22,openai,openai/gpt-5.5,8,1.9594625072958625,2.0794415416798357,0.9423022806945318
adversarial,22,qwen,qwen/qwen3.5-397b-a17b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,22,qwen,qwen/qwen3.6-35b-a3b,6,1.6088829638639006,1.791759469228055,0.8979346790097092
adversarial,23,anthropic,anthropic/claude-haiku-4.5,6,1.4708477024493762,1.791759469228055,0.8208957327754839
adversarial,23,anthropic,anthropic/claude-opus-4.8,7,1.6109436378721786,1.9459101490553132,0.8278612651536086
adversarial,23,anthropic,anthropic/claude-sonnet-4.6,7,1.8689641304553952,1.9459101490553132,0.9604575685895501
adversarial,23,google,google/gemini-3.1-flash-lite,5,1.4708084763221114,1.6094379124341003,0.9138646883853215
adversarial,23,google,google/gemini-3.1-pro-preview,6,1.621516540824686,1.791759469228055,0.9049856125628767
adversarial,23,google,google/gemini-3.5-flash,5,1.4263010621165086,1.6094379124341003,0.8862106770924658
