model,model_family,global_feature,appearances,mean_importance,frequency
anthropic/claude-haiku-4.5,anthropic,Absence/presence of predefined objective re-entry criteria or timeline,6,11.333333333333334,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Academic consensus on underperformance of active management after fees,3,13.666666666666666,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Academic evidence against effectiveness of market timing,1,11.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Account decline attributable to sales charges rather than market performance,1,20.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Account type (tax-advantaged/IRA) considerations,2,6.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Account underperformance relative to market benchmark,15,14.2,0.15463917525773196
anthropic/claude-haiku-4.5,anthropic,Account-level objective segmentation isolating speculative sleeve while preserving overall risk profile,3,8.666666666666666,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Accredited investor eligibility/verification for private offerings,6,13.666666666666666,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Accredited/eligibility status does not by itself establish suitability/best interest,3,15.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Accuracy/support for documented time-horizon assumption,2,12.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Actual advisory services and oversight delivered justifying the fee,3,15.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Actual financial outcome/profitability of the position,2,8.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Actual holding period versus stated long-term intent,1,16.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Actual materialized loss corroborating ex ante foreseeability of risk (not hindsight),28,5.071428571428571,0.28865979381443296
anthropic/claude-haiku-4.5,anthropic,Actual post-sale performance as evidence bearing on misrepresentation claim,7,9.0,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Actual realized client financial harm/loss,15,6.733333333333333,0.15463917525773196
anthropic/claude-haiku-4.5,anthropic,Actual realized liquidity event corroborating foreseeable liquidity need,12,7.5,0.12371134020618557
anthropic/claude-haiku-4.5,anthropic,Addition of liquidity reserve as prudent conservative planning,3,10.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Adequacy of cost disclosure and client's comprehension of cumulative fees,13,7.923076923076923,0.13402061855670103
anthropic/claude-haiku-4.5,anthropic,Adequacy of disclosure reasonably designed for customer understanding,6,11.666666666666666,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Adequacy of disclosure/education on product mechanics and costs,7,9.857142857142858,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Adequacy of liquidity/emergency reserve remaining after investment,7,10.571428571428571,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Adequacy of periodic review supporting a hold recommendation,1,3.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Adequacy of product-level due diligence (reasonable-basis suitability),19,11.052631578947368,0.1958762886597938
anthropic/claude-haiku-4.5,anthropic,Adequacy of recommended income/yield relative to client's documented income need,2,12.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Adequacy of supervisory approval/review of the transaction,6,8.166666666666666,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Adequacy/specificity of advisor's risk warnings and discouragement of the strategy,2,12.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor acknowledges concentration but fails to make adequate suitability adjustment,7,10.0,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Advisor affirmatively recommended/added to the concentrated position,11,9.0,0.1134020618556701
anthropic/claude-haiku-4.5,anthropic,Advisor conducted reasonable asset-class-level diligence supporting limited allocation,2,11.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor conflict of interest via personal relationship with issuer,8,10.75,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Advisor creates artificial urgency/time pressure to execute,19,7.105263157894737,0.1958762886597938
anthropic/claude-haiku-4.5,anthropic,Advisor deflects/minimizes sector or concentration risk,3,7.666666666666667,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor discourages diversification/dismisses alternatives without individualized analysis,2,9.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,"Advisor dismisses, deflects, or overrides client's expressed concerns",8,6.0,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Advisor disregards/overrides client's documented risk profile/questionnaire,5,13.6,0.05154639175257732
anthropic/claude-haiku-4.5,anthropic,Advisor focused on upside while ignoring total risk exposure,4,5.5,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Advisor instructing client to disregard offering documents / discouraging due diligence,1,14.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Advisor intends to falsify client documentation/records,13,13.153846153846153,0.13402061855670103
anthropic/claude-haiku-4.5,anthropic,Advisor invokes client's youth/time horizon to justify or override risk concerns,6,12.0,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,"Advisor minimizes/omits costs, commissions, and their impact on net returns",8,10.125,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Advisor misrepresented/mischaracterized market risk to neutralize risk concern,11,11.636363636363637,0.1134020618556701
anthropic/claude-haiku-4.5,anthropic,Advisor provided advice outside area of qualification/licensing,3,3.6666666666666665,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor recommended a less risky/more conservative alternative that client declined,3,9.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor relied on speculative market forecast presented as fact,3,9.666666666666666,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor repeatedly reiterated diversification recommendation over time,5,12.4,0.05154639175257732
anthropic/claude-haiku-4.5,anthropic,Advisor used high-pressure sales tactics overriding client objections,10,9.5,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Advisor's 'stay the course' guidance during a downturn,2,2.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's actual knowledge of material change in client circumstances,4,9.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Advisor's commission/compensation conflict of interest,89,9.92134831460674,0.9175257731958762
anthropic/claude-haiku-4.5,anthropic,Advisor's conduct indicates systemic supervisory/process failure rather than isolated omission,2,10.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's de facto control over the account (churning control element),8,8.25,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Advisor's disciplinary history/tenure/experience as mitigating factor,1,2.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Advisor's disclosure and documentation of material/concentration risks and client acknowledgment,41,10.268292682926829,0.422680412371134
anthropic/claude-haiku-4.5,anthropic,Advisor's disclosure/misrepresentation of margin risks and informed consent,8,12.0,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,"Advisor's documented due diligence, risk disclosure, and verification of client understanding",3,13.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor's documented personal reservations about the product,3,13.0,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor's documented rationale and analytical basis for the recommendation (process evidence),15,8.466666666666667,0.15463917525773196
anthropic/claude-haiku-4.5,anthropic,Advisor's duty to reconcile conflicting customer-profile information,5,17.2,0.05154639175257732
anthropic/claude-haiku-4.5,anthropic,Advisor's experience/authority appeal used to suppress client judgment or substitute for risk disclosure,2,3.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's failure to analyze/disclose downside drawdown/stress scenarios,6,15.333333333333334,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Advisor's failure to probe or incorporate client's liquidity need,1,7.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Advisor's failure to reassess or update profile after changed circumstances,10,13.9,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,"Advisor's failure to warn, escalate, or take protective action on concentration risk",6,16.5,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Advisor's internal escalation/consultation with supervisor and adequacy of follow-through,1,10.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Advisor's knowledge of client health condition affecting future liquidity/care needs,2,15.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's macroeconomic/market-outlook rationale for the recommendation,2,2.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's misleading/promissory performance claims and unbalanced upside emphasis,28,7.071428571428571,0.28865979381443296
anthropic/claude-haiku-4.5,anthropic,Advisor's misrepresentation/minimization/omission of material investment risks and mechanics,71,11.619718309859154,0.7319587628865979
anthropic/claude-haiku-4.5,anthropic,Advisor's monitoring/rebalancing/communication failure during holding period,13,11.846153846153847,0.13402061855670103
anthropic/claude-haiku-4.5,anthropic,Advisor's own documentation internally inconsistent/undermining suitability,1,6.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Advisor's personal ownership/co-investment in recommended security creating conflict,2,7.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's post-loss solicitation of additional investment/averaging down,6,6.333333333333333,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Advisor's prudent diversified management of assets under her authority,3,8.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisor's reinvestment-risk/income-generation rationale for reallocation,2,9.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's role/compensation model heightening fiduciary duties,2,4.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's understanding of customer profile/KYC,2,12.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's undisclosed or undiscovered conflict of interest,2,17.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Advisor's use of power of attorney / position of trust,7,8.714285714285714,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Advisor-recommended purchases small relative to total portfolio (causation mitigant),3,7.333333333333333,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Advisory fees not commensurate with services rendered (reverse churning),10,17.7,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Affiliated entity/platform conflict of interest,2,13.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Affirmative insurance/guarantee value of product not replicable elsewhere,4,10.0,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Aggressive/concentrated nature of recommended allocation increasing risk,6,10.5,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Alignment of client's time horizon/holding period with product's hold/lockup period,44,16.136363636363637,0.4536082474226804
anthropic/claude-haiku-4.5,anthropic,Alignment of recommendation/product with client's stated risk tolerance and investment objectives,167,16.976047904191617,1.7216494845360826
anthropic/claude-haiku-4.5,anthropic,Allocation exceeds firm's internal concentration limit,2,20.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Allocation/position size relative to total portfolio/assets,68,12.367647058823529,0.7010309278350515
anthropic/claude-haiku-4.5,anthropic,Ambiguity whether transactions were solicited recommendations or customer-directed,9,8.88888888888889,0.09278350515463918
anthropic/claude-haiku-4.5,anthropic,Applicability of Reg BI / FINRA suitability regulatory standard,10,8.8,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Appropriate denominator for concentration (specific account versus total portfolio/net worth),4,16.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Appropriateness of recommended account type/structure and duty to evaluate alternatives,4,11.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Availability of a less extreme alternative meeting client objectives,7,9.428571428571429,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Availability of breakpoint discounts/rights of accumulation reducing sales load,7,12.714285714285714,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Availability of lower-cost comparable alternative product,37,14.486486486486486,0.38144329896907214
anthropic/claude-haiku-4.5,anthropic,Avoidable early-withdrawal/liquidation penalties incurred to fund a new investment,1,7.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Below-investment-grade/speculative credit quality of the security,9,9.333333333333334,0.09278350515463918
anthropic/claude-haiku-4.5,anthropic,Breakpoint avoidance evidencing intent/scienter,3,11.0,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Broker-dealer supervisory/oversight failure,12,9.25,0.12371134020618557
anthropic/claude-haiku-4.5,anthropic,Capital-gains tax avoidance used to justify retaining a position over risk management,2,4.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Characterization as market timing vs. tactical asset allocation,2,12.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Characterization of security as speculative/penny stock,10,13.3,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Client admissions/acknowledgments weakening claim,3,5.666666666666667,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Client age/retirement stage limiting ability to recover from losses,87,12.67816091954023,0.8969072164948454
anthropic/claude-haiku-4.5,anthropic,Client ambivalence/incomplete buy-in to recommendation,1,6.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client autonomy/right to decline advice,1,22.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client deference/uninformed reliance on advisor,5,4.8,0.05154639175257732
anthropic/claude-haiku-4.5,anthropic,Client financial capacity to bear investment risk/loss,56,9.910714285714286,0.5773195876288659
anthropic/claude-haiku-4.5,anthropic,Client financial sophistication/literacy,49,9.591836734693878,0.5051546391752577
anthropic/claude-haiku-4.5,anthropic,Client health condition creating foreseeable medical liquidity needs,14,11.214285714285714,0.14432989690721648
anthropic/claude-haiku-4.5,anthropic,"Client investment profile alignment (risk tolerance, time horizon, objectives)",92,13.347826086956522,0.9484536082474226
anthropic/claude-haiku-4.5,anthropic,Client liquidity needs versus product illiquidity/lockup,75,15.986666666666666,0.7731958762886598
anthropic/claude-haiku-4.5,anthropic,Client longevity/health uncertainty affecting value of lifetime income guarantee,1,12.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client request does not override independent suitability/best-interest duty,6,9.666666666666666,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Client vulnerability - elderly/senior status heightening protection,25,13.24,0.25773195876288657
anthropic/claude-haiku-4.5,anthropic,Client vulnerability from personal circumstances / source of funds,7,5.714285714285714,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Client's actual comprehension versus adequacy of disclosure documentation,3,12.666666666666666,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Client's behavioral loss-aversion / prior reaction to market downturns,6,8.0,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Client's buy-and-hold/low-activity strategy conflicting with fee-based/managed account,6,16.166666666666668,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Client's capital-preservation objective conflicting with product's principal-risk/volatility,62,15.951612903225806,0.6391752577319587
anthropic/claude-haiku-4.5,anthropic,Client's cognitive decline/diminished capacity,7,13.0,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Client's current financial pressures/cash-flow constraints,3,13.666666666666666,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Client's estate/legacy objective bearing on suitability,1,20.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's explicit request/direction for the transaction or strategy,15,13.0,0.15463917525773196
anthropic/claude-haiku-4.5,anthropic,Client's expressed cost sensitivity / objection to fees,2,12.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Client's expressed objections/discomfort with the recommendation,1,15.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's expressed preference for aggressive/growth-oriented allocation,2,6.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Client's family/dependent obligations affecting financial needs,1,8.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's financial capacity to absorb fees/costs,2,10.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Client's inability to meet margin calls given fixed/limited income,3,8.333333333333334,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Client's income dependency / cash-flow reliance conflicting with strategy,16,15.0625,0.16494845360824742
anthropic/claude-haiku-4.5,anthropic,Client's informed rationale/conviction for declining diversification,4,12.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,"Client's informed, voluntary understanding/acceptance of risks",17,11.352941176470589,0.17525773195876287
anthropic/claude-haiku-4.5,anthropic,Client's insider/corporate-officer status raising securities trading restrictions (Section 16/Rule 144/blackout),1,5.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's long time horizon amplifying cumulative fee/cost drag,1,11.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's overall demographic and financial vulnerability profile,2,13.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Client's preference for/need of professional management and inability to self-manage,1,12.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Client's prior investment experience/sophistication relative to product complexity,45,12.355555555555556,0.4639175257731959
anthropic/claude-haiku-4.5,anthropic,Client's professional/industry domain expertise,6,7.0,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Client's receipt of account statements/confirmations without objection (ratification/knowledge defense),2,5.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Client's specific inquiry triggering heightened disclosure duty,1,20.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Comparative cost analysis across share classes/fee structures,11,17.90909090909091,0.1134020618556701
anthropic/claude-haiku-4.5,anthropic,Compensation/account structure affecting the applicable regulatory standard,1,6.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Complaint originated from a third party rather than the client,1,6.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Completeness/adequacy of customer financial/investment profile information gathered,7,12.714285714285714,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Compliance with internal firm guidelines versus individualized best-interest duty,2,5.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Compliance with penny stock disclosure rules,7,19.0,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Concentrated allocation contradicting client's stated diversification objective,2,12.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Concentration exceeding industry guidance thresholds,2,24.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Concentration in a single sector/asset-class creating idiosyncratic risk,26,10.5,0.26804123711340205
anthropic/claude-haiku-4.5,anthropic,Concentration in speculative/volatile securities,20,11.9,0.20618556701030927
anthropic/claude-haiku-4.5,anthropic,Concentration of assets in a single illiquid product,46,12.173913043478262,0.4742268041237113
anthropic/claude-haiku-4.5,anthropic,"Concentration predated advisor or arose from appreciation, not advisor-initiated purchases",2,2.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Concentration/portfolio effect of liquidating into a few concentrated products,1,9.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Confirmation of client cognitive competence,2,4.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Conflict between transaction costs and capital-preservation objective,1,5.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Consideration of client's total exposure including external/non-firm holdings,7,13.428571428571429,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Contemporaneous market conditions elevating product risk,1,14.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Contrast with another advisor's opposite conclusion on the same facts,1,1.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Correlation between client's employment income/human capital and concentrated investment,10,9.1,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Cost-to-equity ratio as excessive-trading indicator,9,13.11111111111111,0.09278350515463918
anthropic/claude-haiku-4.5,anthropic,Cost/fee consideration under Reg BI Care/best-interest obligation,4,10.5,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Degree/level of leverage relative to account size,2,13.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Delayed discovery by family indicating inadequate client understanding,1,8.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Documented diligence/research efforts partially mitigate but do not cure unsuitability,1,2.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Downside-protection feature incompletely mitigating principal loss,3,5.0,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Duty to evaluate cumulative effect of a series of recommendations,1,15.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Early-withdrawal tax penalty exposure (under age 59½),1,5.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Elder financial abuse statutory protections,1,12.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Enhanced product features/benefits as supporting factor for replacement,1,10.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Existence of a recommendation triggering suitability/best-interest obligations,1,15.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,2,17.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Existing high-interest debt indicating priority of debt repayment over investing,1,10.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Existing holdings creating cumulative concentration/duplication,4,16.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Exploitation/undue-influence pattern targeting vulnerable client,1,18.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Extreme concentration in a single/few securities,13,19.076923076923077,0.13402061855670103
anthropic/claude-haiku-4.5,anthropic,Failure to deliver promised advisory/monitoring services justifying fee,10,19.4,0.10309278350515463
anthropic/claude-haiku-4.5,anthropic,Failure to disclose distributions/income funded by return of principal rather than earnings,1,1.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Failure to incorporate current market conditions / reliance on stale data in risk analysis,1,23.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Failure to involve authorized representative/power-of-attorney holder in the decision,1,7.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Fee burden and proportionality relative to underlying investment expenses,17,14.823529411764707,0.17525773195876287
anthropic/claude-haiku-4.5,anthropic,Firm product-committee/approved-list approval relative to individualized suitability,2,7.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Foreseeability of client's future liquidity/capital needs based on profession,1,10.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Foreseeability of interest-rate/duration risk in rising-rate environment,3,7.0,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Forfeiture of valuable existing contract benefits/riders,4,6.75,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Frequency/pattern of fund switching indicating excessive trading,8,16.125,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Front-end sales load reducing invested capital/effective yield,8,12.0,0.08247422680412371
anthropic/claude-haiku-4.5,anthropic,Functional similarity/equivalence of switched funds,7,15.285714285714286,0.07216494845360824
anthropic/claude-haiku-4.5,anthropic,Fund underperformance as legitimate switching trigger,1,10.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Fund-level diversification mitigating issuer-specific risk,1,8.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Funds constitute client's entire/essential resources for a specific goal,2,11.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",2,8.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Gross (pre-cost) outperformance indicating merit of investment thesis,1,16.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Growth/inflation/longevity need considered as counterargument to conservative allocation,4,9.25,0.041237113402061855
anthropic/claude-haiku-4.5,anthropic,Guaranteed/baseline income (pension/Social Security) affecting portfolio risk capacity and income need,2,13.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Holistic financial planning beyond the specific product (estate/healthcare),2,10.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Household/spousal-level suitability analysis required,2,18.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Implied guarantee/assurance undercutting a formal disclaimer,1,6.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Imposition of new surrender restrictions on a contract already free of charges,3,15.0,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Inaccurate/speculative tax-benefit claim,2,8.5,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Incremental benefit of transaction/replacement small relative to its costs,3,20.333333333333332,0.030927835051546393
anthropic/claude-haiku-4.5,anthropic,Individual bond vs bond fund structure affecting held-to-maturity/mark-to-market treatment,1,8.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Industry/planning-framework norms supporting the allocation,1,7.0,0.010309278350515464
anthropic/claude-haiku-4.5,anthropic,Lack of genuine diversification benefit from overlapping products,6,11.5,0.061855670103092786
anthropic/claude-haiku-4.5,anthropic,Language barrier / need for translation affecting informed consent,2,8.0,0.020618556701030927
anthropic/claude-haiku-4.5,anthropic,Layered/stacked fee structure creating double-dipping,5,7.0,0.05154639175257732
