model_a,model_b,pair_jsd,rank,feature,jsd_contribution,share_of_pair_jsd,p_a,p_b,over_weighted_by
anthropic/claude-haiku-4.5,google/gemini-3.5-flash,0.1194802154184974,9,Absence of documented suitability analysis/profile,0.0022801302931596,0.01908374775834728,0.0045602605863192,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,google/gemini-3.5-flash,0.1194802154184974,10,Actual harm/losses incurred by client,0.002129802293801737,0.017825564561812886,0.0064763364629239,0.000543942808299,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,1,Existence of a recommendation as trigger for suitability/best-interest obligations,0.004482388643647698,0.052196080463594204,0.0003065721402567,0.0106770931238016,openai/gpt-5.4
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,2,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.0026530171911041413,0.03089359486362609,0.0009963594558344,0.0089853001992556,openai/gpt-5.4
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,3,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.002398195912317721,0.027926276982741027,0.0090438781375742,0.0234971239520282,openai/gpt-5.4
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,4,Actual harm/losses incurred by client,0.0020543074012774097,0.023921797715151558,0.0064763364629239,0.0006015263731719,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,5,Advisor's de facto control/discretionary authority over account,0.0017738048686559275,0.02065542928373457,0.0001916075876604,0.0045114477987894,openai/gpt-5.4
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,6,Client investment objectives and risk tolerance (investment profile),0.0016106380572660185,0.01875540037205924,0.0512741904579421,0.0320688747697281,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,7,Client financial situation/income as suitability factor,0.0014928890260115862,0.017384247980225347,0.0091588426901705,0.0024437008910109,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,8,Client time horizon/age suitability,0.0013382315757628702,0.015583308044123107,0.0516190841157309,0.0338734538892439,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,9,Losses/outcomes do not retroactively determine suitability,0.001313134865866387,0.015291064333621845,0.0007664303506418,0.0051505695702845,openai/gpt-5.4
anthropic/claude-haiku-4.5,openai/gpt-5.4,0.08587596240629755,10,Client's need for principal/capital preservation,0.0012671976796117073,0.014756139484251996,0.0058631921824104,0.0011278619496973,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,1,Characteristics and risks of the specific recommended product,0.0025594950108341597,0.03173751259155729,0.0019543973941368,0.0111212328247172,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,2,Complexity and risk profile of the recommended product,0.0021272665955261124,0.026377918329719974,0.0035255796129526,0.0131329234039322,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,3,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.001992595804523877,0.024708012388486876,0.0009963594558344,0.0074015030744705,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,4,Fact/degree of concentration in single position,0.0019305962890396643,0.023939223859882026,3.832151753209427e-05,0.0041372504364988,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,5,Existence of a recommendation as trigger for suitability/best-interest obligations,0.00177812081876534,0.022048541464623966,0.0003065721402567,0.0049343353829803,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,6,Advisor's duty to minimize avoidable costs (Reg BI),0.0014803006148941,0.018355597180546954,0.0,0.0029606012297882,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,7,Speculative/high-risk/volatile nature of the recommended investment,0.0013992917198845523,0.017351094020935112,0.0011496455259628,0.0062628102937827,openai/gpt-5.4-mini
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,8,Advisor's dismissal/failure to address client's stated concerns,0.0012855961949713762,0.0159412795308652,0.0040620808584019,0.0003795642602292,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,9,Absence of documented suitability analysis/profile,0.001274959931294721,0.015809390798542586,0.0045602605863192,0.0005693463903438,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.4-mini,0.08064573439555021,10,Advisor recognized risk but failed to act,0.00120712780226095,0.014968278375893316,0.0024142556045219,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,1,Existence of a recommendation as trigger for suitability/best-interest obligations,0.00489390890528247,0.05013460451705485,0.0003065721402567,0.0115338072908788,openai/gpt-5.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,2,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.004392088405690588,0.04499381159006885,0.0090438781375742,0.0303660565723793,openai/gpt-5.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,3,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.004006568337818796,0.04104443359586917,0.0009963594558344,0.0121010437150204,openai/gpt-5.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,4,Alignment of product lockup/time horizon with client's investment horizon/liquidity needs,0.001952790737700303,0.020004947626527526,0.0451810691703391,0.0257147178944183,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,5,Characteristics and risks of the specific recommended product,0.001784986892368242,0.018285916973324483,0.0019543973941368,0.0090379670246558,openai/gpt-5.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,6,Actual outcome/loss corroborating unsuitability,0.0017673332546567556,0.018105068052332633,0.0070894807434374,0.0010966570866737,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,7,Actual harm/losses incurred by client,0.0016690951206861117,0.017098688471013597,0.0064763364629239,0.0009453940402359,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,8,Client investment experience/sophistication as suitability factor,0.0016221483113496118,0.01661775190987686,0.0250239509484575,0.0122144909998487,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,9,Absence of documented suitability analysis/profile,0.0015062343180781415,0.015430295763240166,0.0045602605863192,0.0003781576160943,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,openai/gpt-5.5,0.09761538866069353,10,Speculative/high-risk/volatile nature of the recommended investment,0.0014911915625208496,0.01527619346683299,0.0011496455259628,0.0065043109968234,openai/gpt-5.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,1,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0024037759005074676,0.031826283256919434,0.0090438781375742,0.0235181644359464,qwen/qwen3.5-397b-a17b
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,2,Applicability of governing suitability/best-interest regulatory framework (Reg BI / FINRA 2111),0.0021011082206478307,0.027818926618601445,0.0224947307913393,0.0416826003824091,qwen/qwen3.5-397b-a17b
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,3,Client reliance/dependence on investment income,0.0017068852779911735,0.02259936724257212,0.0067829086031806,0.0010325047801147,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,4,FINRA Rule 2090 Know Your Customer obligation,0.0013637726889831512,0.018056515122089944,0.0001916075876604,0.0036328871892925,qwen/qwen3.5-397b-a17b
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,5,Client time horizon/age suitability,0.001311384701211924,0.01736289183644376,0.0516190841157309,0.0340344168260038,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,6,Adequacy of documented rationale/justification for the recommendation,0.001282035538391209,0.01697430537583055,0.0055182985246215,0.0009560229445506,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,7,Absence of documented suitability analysis/profile,0.0012703369193084076,0.01681941424618513,0.0045602605863192,0.0005736137667304,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,8,Advisor recognized risk but failed to act,0.00120712780226095,0.015982517901917986,0.0024142556045219,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,9,Documentation and supervisory adequacy concerns,0.0011496455259628,0.015221445620874146,0.0022992910519256,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-397b-a17b,0.07552801189830598,10,Adverse cost burden/impact of product fees on returns,0.001106527897836883,0.014650563016629613,0.0112282046369036,0.0211089866156787,qwen/qwen3.5-397b-a17b
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,1,"Position size/concentration relative to portfolio, net worth, or guidelines",0.0036666485313774696,0.05158552630589982,0.0575589193332055,0.028308725344321,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,2,Affordability of investment/potential loss relative to client's net worth,0.0012192844825112729,0.017153929865029005,0.0175512550296991,0.0301781694708328,qwen/qwen3.5-9b
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,3,Adequacy of firm supervisory system (FINRA Rule 3110),0.0011669034299489752,0.016416988720613396,0.0052117263843648,0.0009537980237304,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,4,Advisor relied on market outlook/timing over client profile,0.0011496455259628,0.016174189866988587,0.0022992910519256,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,5,Client investment objectives and risk tolerance (investment profile),0.0011323617094223509,0.015931026453537903,0.0512741904579421,0.0708099652817519,qwen/qwen3.5-9b
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,6,Fact/degree of concentration in single position,0.0011159720377184152,0.015700442629210783,3.832151753209427e-05,0.0024798748616992,qwen/qwen3.5-9b
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,7,Absence of documented suitability analysis/profile,0.001083509618243267,0.015243733735664526,0.0045602605863192,0.0007630384189843,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,8,Frequency/pattern of fund switching,0.000999742469361054,0.014065226326171893,0.0028357922973749,0.000190759604746,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,9,"Misrepresentation/inadequate disclosure of fees, costs, or services",0.00099635945583445,0.014017631218057106,0.0019927189116689,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.5-9b,0.07107901758401011,10,Client time horizon/age suitability,0.0009859733160166905,0.013871510180220814,0.0516190841157309,0.0361680210598603,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,1,Applicability of governing suitability/best-interest regulatory framework (Reg BI / FINRA 2111),0.0037555221416114733,0.051817960063602966,0.0224947307913393,0.0495483374975975,qwen/qwen3.6-35b-a3b
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,2,"Position size/concentration relative to portfolio, net worth, or guidelines",0.0026166406571188636,0.036103896065223205,0.0575589193332055,0.0322121852777243,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,3,Advisor's duty to minimize avoidable costs (Reg BI),0.00163367288103015,0.022541098924232977,0.0,0.0032673457620603,qwen/qwen3.6-35b-a3b
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,4,Client financial situation/income as suitability factor,0.001345648694783788,0.018566997529676544,0.0091588426901705,0.0026907553334614,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,5,Appropriateness of wrap/fee-based account for low-turnover/buy-and-hold strategy,0.0012041703310063708,0.01661490673440397,0.0015328607012837,0.0065346915241206,qwen/qwen3.6-35b-a3b
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,6,Customer-specific suitability obligation,0.001192258532562795,0.016450550069002964,0.0026825062272465,0.0086488564289832,qwen/qwen3.6-35b-a3b
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,7,Alignment of product with client's investment profile (risk tolerance/objectives),0.0011847016260366824,0.01634628135061739,0.0915884269017053,0.1177782048817989,qwen/qwen3.6-35b-a3b
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,8,Client time horizon/age suitability,0.0011309560910313333,0.015604710969325713,0.0516190841157309,0.035172016144532,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,9,Client emotional vulnerability / behavioral bias,0.00109216324966465,0.015069454930646113,0.0021843264993293,0.0,anthropic/claude-haiku-4.5
anthropic/claude-haiku-4.5,qwen/qwen3.6-35b-a3b,0.07247529885394619,10,Actual harm/losses incurred by client,0.0010545199730783105,0.014550060361991777,0.0064763364629239,0.0017297712857966,anthropic/claude-haiku-4.5
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,1,Balancing borderline arguments for violation vs appropriate conduct,0.0015002400384061,0.022280937401677005,0.0,0.0030004800768122,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,2,Client reliance/dependence on investment income,0.0012771048200990033,0.0189670264914656,0.0003789026977872,0.0040406465034405,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,3,Appropriateness of wrap/fee-based account for low-turnover/buy-and-hold strategy,0.00125037890269775,0.01857010434742499,0.0025007578053955,0.0,anthropic/claude-opus-4.8
