case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q24,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0476,0.0976,0.1463,0.359,,,,,,0,0,,21,20,0,attempt,0,"The District Court rejected this argument, concluding that the complaint failed to allege facts showing that UBS's statement about WMI","As an initial matter, plaintiffs Second, plaintiffs argue that defendants’ failure to disclose the tax scheme violated Regulation S‐K, Item"
cl_2014_ca2_sec_v._contorinis,Q04,A,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.2609,,,,,,0,0,,3,3,0,attempt,0,"June 24, 2013",2014-02-18
cl_2014_ca2_sec_v._contorinis,Q07,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,4,0.1176,4,0.1176,0.2333,0.3,0.4361,,,,,,0,0,,34,26,0,attempt,0,"motion for summary judgment on liability and ordered disgorgement of $7,260,604, representing the losses avoided by Contorinis through his illegal trading, plus prejudgment interest.","motion for summary judgment and, among other forms of relief, ordered defendant to disgorge all profits made by the insider trades, including those profits that accrued to the fund rather than to defendant personally."
cl_2014_ca2_sec_v._contorinis,Q08,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0556,0.0526,0.1053,0.3893,,,,,,0,0,,18,20,0,attempt,0,", including whether Contorinis was liable for the profits earned by the Jefferies entities or whether disgorgement was an appropriate remedy.","between the parties, including Contorinis’s contention that he should not be required to pay prejudgment interest at all."
cl_2014_ca2_sec_v._contorinis,Q09,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.3006,,,,,,0,0,,10,16,0,attempt,0,recognized that a tippee's gain need not represent a loss to the source of the information.,deemed specific tracing unnecessary in ordering disgorgement for securities fraud.
cl_2014_ca2_sec_v._contorinis,Q10,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.0323,2,0.0645,0.1311,0.1311,0.2947,,,,,,0,0,,31,30,0,attempt,0,"liability among the defendants who violate the securities laws, provided that the liability is imposed on a defendant only to the extent that he has benefited from the illegal activity.","liability for insider trading to those responsible for the illegal acts, including to those with investment power over third‐party accounts used to make illegal investments as well as to tippers."
cl_2014_ca2_sec_v._contorinis,Q11,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,3,0.1,3,0.1,0.2319,0.2319,0.2948,,,,,,0,0,,30,39,0,attempt,0,"reputation or the disadvantages of a diminished one, we conclude that the intangible harms to UBS that Contorinis risked, coupled with the loss he avoided, are reasonably measured by the $1.92 million gain he reaped from his trades.","reputation or the psychic pleasures of enriching a family member, to require precise articulation of such rewards in calculating disgorgement amounts would allow the wrongdoer to benefit from such uncertainty."
cl_2014_ca2_sec_v._contorinis,Q12,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0263,0.08,0.12,0.2436,,,,,,0,0,,38,12,0,attempt,0,enrichment to disgorge the profits even if they flowed to another person.,"gain by fraudulently trading on material nonpublic information, and allocated that gain, for reasons of his own, to beneficiaries that he chose, to return that gain to the public by disgorging the illegal benefits he obtained and directed."
cl_2014_ca2_sec_v._contorinis,Q13,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.0909,1,0.0909,0.1667,0.2778,0.3019,,,,,,0,0,,11,25,0,attempt,0,"to disgorge profits that accrued to third parties as a result of the defendant's wrongdoing, but only in an amount for which he is responsible.",to forfeit only the proceeds that he actually received or controlled.
cl_2014_ca2_sec_v._contorinis,Q14,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,4,0.0667,4,0.0667,0.1897,0.3448,0.3205,,,,,,0,0,,60,56,0,attempt,0,"he enhanced his reputation as a successful portfolio manager, which in turn enabled him to attract new clients and additional assets under management. This increased asset base generated higher management fees for Contorinis and his employer, further enriching him through his fraudulent scheme. The district court properly considered these indirect benefits when calculating the disgorgement amount.","he enhanced his reputation and increased the likelihood of his receiving future benefits as a fund manager. In this way, Contorinis’s case is even closer than a tipper’s to the bedrock disgorgement case of the insider who executes illegal trades using his own money, and donates the profit to a third party. There is no injustice, therefore, in making him"
cl_2014_ca2_sec_v._contorinis,Q16,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0417,0.1754,0.2456,0.3722,0.4,7,0.0316,5,9,0,0,,24,33,0,attempt,0,"I. Background
II. Discussion
   A. The Insider Trading Conviction
      1. The Sufficiency of the Evidence
      2. The Jury Instructions
   B. The Forfeiture Order
      1. The Forfeiture Calculation
      2. The Excessiveness Challenge
III. Conclusion",BACKGROUND | I. Disgorgement of Profit Accruing to the Paragon Fund | II. Payment of Prejudgment Interest | III. Injunction against Future Violation of Securities Laws | CONCLUSION
cl_2014_ca2_sec_v._contorinis,Q17,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.0476,0.2373,0.2712,0.4078,,,,,,0,1,,42,17,0,attempt,0,"The defendant, Joseph Contorinis, was a portfolio manager at Jefferies & Company, Inc. (""Jefferies""), a registered broker-dealer.","Defendant‐appellant Joseph Contorinis, a Managing Director at Jeffries & Company, Inc. (“Jeffries”), executed several illegal insider trades involving the stock of the supermarket chain Albertson’s, Inc. (“Albertson’s”), using material nonpublic information received from Nicos Stephanou, an employee of UBS Investment Bank (“UBS”)."
cl_2014_ca2_sec_v._contorinis,Q19,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.0256,2,0.0513,0.0889,0.1333,0.1751,,,,,,0,0,,39,6,0,attempt,0,Circuit has discretion to impose a,"Circuit concluded that “[w]hen addressing the amount of money [from fraudulent securities transactions] that a defendant must disgorge, the Sixth Circuit has held, by implication, that the entire amount of profits which were illicitly received must be disgorged.”"
cl_2014_ca2_sec_v._contorinis,Q21,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.05,0.0392,0.0392,0.2292,,,,,,1,0,,20,31,0,refusal_policy,0,"I cannot provide a verbatim continuation of this copyrighted legal opinion. While I can discuss the case and its legal principles, reproducing extended passages from the opinion would constitute copyright infringement.","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument"
cl_2014_ca2_sec_v._contorinis,Q22,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.05,0.0385,0.0385,0.2075,,,,,,1,0,,20,32,0,refusal_policy,0,"I cannot provide a verbatim continuation of this copyrighted legal opinion. While I can discuss the case and its legal principles, reproducing exact passages from the opinion would involve copying protected material.","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument"
cl_2014_ca2_sec_v._contorinis,Q23,D,pre_cutoff,2014-02-18,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.05,0.04,0.08,0.2776,,,,,,0,0,,20,30,1,unknown_explained,0,"I cannot recall the exact next 20 words from this specific passage in SEC v. Contorinis. Without access to the opinion text, I cannot provide the verbatim continuation you're requesting.","While many factors may be relevant to deciding what remedies are appropriate in particular circumstances, we note that one argument"
cl_2014_ca9_john_loos_v._immersion_corporation,Q02,A,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,attempt,0,2013,2014
cl_2014_ca9_john_loos_v._immersion_corporation,Q04,A,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.3333,0.3333,0.6667,0.3333,,,,,,0,0,,3,3,0,attempt,0,"March 11, 2014",2014-09-11
cl_2014_ca9_john_loos_v._immersion_corporation,Q07,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0769,0.16,0.24,0.3529,,,,,,0,0,,13,12,0,attempt,0,distinguish between the fraud-related losses and losses caused by other factors.,correlate his losses to anything other than the announcement of an internal investigation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q08,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0833,0.2857,0.2857,0.4088,,,,,,0,0,,12,16,0,attempt,0,the stock price decline to the alleged misrepresentations rather than to the disclosure of the truth.,his losses to anything other than the announcement of an internal investigation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q09,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0303,0.1,0.1,0.2181,,,,,,0,0,,33,27,0,attempt,0,"and that it expected to restate its financial results for fiscal years 2007, 2008, and 2009, as well as the first three quarters of fiscal year 2010.",in its Medical Division: [T]he Audit Committee of the Board of Directors of Immersion Corporation (“Immersion”) is conducting an internal investigation into certain previous revenue transactions in its Medical line of business.
cl_2014_ca9_john_loos_v._immersion_corporation,Q10,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.0625,1,0.0625,0.1176,0.1176,0.3761,,,,,,0,0,,16,18,0,attempt,0,"of the fraud, not that the decline was caused by the revelation of every detail of the fraud.","of fraudulent activity rather than by changing market conditions, changing investor expectations, or other unrelated factors."
cl_2014_ca9_john_loos_v._immersion_corporation,Q12,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0833,0.1034,0.1034,0.1792,,,,,,0,0,,12,46,0,attempt,0,"""sometimes constitute disclosure of information that is sufficiently concrete and specific to constitute a corrective disclosure revealing the falsity of a prior statement. But the announcement of an investigation, standing alone and without more, is insufficient to constitute a corrective disclosure under Dura and its progeny.""",potentially be relevant to a securities fraud plaintiff’s theory of loss causation.
cl_2014_ca9_john_loos_v._immersion_corporation,Q13,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.0526,3,0.1579,0.2581,0.5161,0.3731,,,,,,0,0,,19,12,0,attempt,0,not constitute a corrective disclosure that reveals the fraud to the market.,"not reveal to the market the pertinent truth of anything, and therefore does not qualify as a corrective disclosure.”"
cl_2014_ca9_john_loos_v._immersion_corporation,Q14,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.0323,0.2114,0.2764,0.3123,,,,,,0,0,,62,61,0,attempt,0,"helpful here. In Metzler, we held that the announcement of an SEC investigation, coupled with the company's admission of accounting irregularities, was sufficient to establish loss causation. 540 F.3d at 1063. But Metzler involved more than a mere announcement of an investigation. There, the company simultaneously disclosed that it had discovered accounting irregularities and would be restating its financial results.","instructive here. In that case, the plaintiff’s theory of loss causation relied, in part, on a newspaper article which disclosed that the defendant, a nationwide for-profit college, had been investigated and sanctioned by the Department of Education for facilitating financial aid fraud. Although only one of the defendant’s eighty-eight campuses had been investigated, the plaintiff argued that the resulting sanctions"
cl_2014_ca9_john_loos_v._immersion_corporation,Q16,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,4,0.0656,0.2333,0.3667,0.2384,0.0,8,0.0,8,8,0,0,,61,59,0,attempt,0,"I. BACKGROUND
II. STANDARD OF REVIEW
III. DISCUSSION
A. The District Court Did Not Abuse Its Discretion in Denying Leave to Amend
B. The District Court Properly Dismissed the Complaint for Failure to Plead Fraud with Particularity
1. The Complaint Failed to Identify the Roles of Individual Defendants
2. The Complaint Failed to Plead Scienter with Particularity
IV. CONCLUSION","COUNSEL | OPINION | I. Immersion Corporation (“Immersion”) is a publicly- | II. From the time it went public in 1999 until the fourth | III. We have jurisdiction over this appeal pursuant to | IV. Section 10(b) of the Securities Exchange Act of 1934 | A. The district court concluded that the allegations regarding | B. With regard to the July 1, 2009 announcement, the district"
cl_2014_ca9_john_loos_v._immersion_corporation,Q17,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0769,0.0741,0.0741,0.2375,,,,,,0,1,,13,14,0,attempt,0,The district court had jurisdiction under 28 U.S.C. §§ 1331 and 1337.,"Weiss (argued), Brower Piven, New York, New York; and Sanford Svetcov, Susan K."
cl_2014_ca9_john_loos_v._immersion_corporation,Q19,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.249,,,,,,0,0,,28,7,0,attempt,0,overstated revenues by recognizing license fees prematurely,recognized medical sales revenue earlier than permitted under GAAP in order to mislead investors into believing that the company was on the cusp of finally achieving sustained profitability.
cl_2014_ca9_john_loos_v._immersion_corporation,Q20,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,1,0.125,4,0.5,0.2545,0.2545,0.2818,,,,,,0,0,,8,47,0,attempt,0,"revenue recognition transactions in the Company's Medical line of business. The investigation relates to the timing of revenue recognition of certain Medical transactions, and the Company has not yet reached any conclusions regarding the extent or impact of any errors that may have resulted from these transactions.",revenue transactions in its Medical line of business.
cl_2014_ca9_john_loos_v._immersion_corporation,Q21,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.1,0.1132,0.1132,0.2353,,,,,,1,0,,20,33,0,refusal_policy,0,"I cannot provide a verbatim continuation of this copyrighted legal opinion. While I can discuss legal cases and their holdings in general terms, reproducing exact passages from copyrighted court opinions would be inappropriate.","As a result of this practice, Plaintiff contends, Immersion’s stock price remained artificially “inflated” throughout the class period. With regard"
cl_2014_ca9_john_loos_v._immersion_corporation,Q22,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.1,0.0896,0.0896,0.2126,,,,,,1,0,,20,47,0,refusal_policy,0,"I cannot provide the exact continuation of this passage from the John Loos v. Immersion Corporation opinion. While I can discuss legal cases and their holdings in general terms, I should not reproduce verbatim excerpts from copyrighted judicial opinions beyond brief quotations for analysis or discussion purposes.","As a result of this practice, Plaintiff contends, Immersion’s stock price remained artificially “inflated” throughout the class period. With regard"
cl_2014_ca9_john_loos_v._immersion_corporation,Q23,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.1,0.1538,0.3077,0.3011,,,,,,0,0,,20,19,0,attempt,0,The SEC's complaint alleged that Immersion's executives engaged in this scheme to artificially inflate the company's stock price and,"As a result of this practice, Plaintiff contends, Immersion’s stock price remained artificially “inflated” throughout the class period. With regard"
cl_2014_ca9_john_loos_v._immersion_corporation,Q24,D,pre_cutoff,2014-09-11,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.05,0.0513,0.1026,0.3542,,,,,,0,0,,20,19,0,attempt,0,"The complaint alleges that Immersion engaged in improper revenue recognition practices in violation of GAAP, including recognizing revenue on","As a result of this practice, Plaintiff contends, Immersion’s stock price remained artificially “inflated” throughout the class period. With regard"
cl_2015_ca5_state_of_texas_v._usa,Q02,A,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,attempt,0,2016,2015
cl_2015_ca5_state_of_texas_v._usa,Q04,A,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.3333,0.3333,0.3333,0.3077,,,,,,0,0,,3,3,0,attempt,0,"November 9, 2015",2015-11-25
cl_2015_ca5_state_of_texas_v._usa,Q07,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,2,0.1333,2,0.1333,0.381,0.381,0.4035,,,,,,0,0,,15,6,0,attempt,0,"by the parties in this case.""",by the Supreme Court in its latest pronouncement pertaining to this area of the law.”
cl_2015_ca5_state_of_texas_v._usa,Q08,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,0,0.0,0.0,0.0,0.2381,,,,,,1,0,,22,32,0,refusal_policy,0,"I cannot reproduce the exact text from this copyrighted judicial opinion. While I can discuss the case and its legal principles, I should not provide verbatim excerpts from the opinion text itself.",finances dependent on those of third parties—either resident taxpayers or coal companies—which in turn were affected by other states’ laws.
cl_2015_ca5_state_of_texas_v._usa,Q09,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,3,0.125,3,0.125,0.4211,0.4737,0.5488,,,,,,0,0,,24,14,0,attempt,0,not meet the guidelines and those who were denied in the exercise of discretion.,not meet the criteria and denials of those who met the criteria but were refused deferred action as a result of a discretionary choice.
cl_2015_ca5_state_of_texas_v._usa,Q10,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,2,0.0455,0.1837,0.2245,0.2717,,,,,,0,0,,44,54,0,attempt,0,"illegally, the Executive Branch has engaged in a major change in immigration policy. The Executive Branch's new program grants legal presence to millions of illegal aliens and provides them with the right to work. And yet this program was enacted without any statutory authorization and without going through the notice-and-comment rulemaking process.","unlawfully, and to the parents of U.S. citizens and lawful permanent residents (who otherwise have clean records), DHS has sought to “encourage [those individuals] to come out of the shadows, submit to background checks, pay fees, apply for work authorization . . . and be counted.”"
cl_2015_ca5_state_of_texas_v._usa,Q11,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,2,0.1111,2,0.1111,0.069,0.069,0.1924,,,,,,0,0,,18,69,0,attempt,0,"from the lawfully present parents to the citizen children is inaccurate. The United States citizen children of undocumented parents are themselves the recipients of DAPA's benefits—their parents will no longer be priorities for removal, will be eligible for work authorization, and may be eligible for other benefits such as Social Security and Medicare. The majority's contrary conclusion rests on an unduly narrow construction of Article III standing requirements.",from the DAPA Memorandum—despite the fact that they stem from separate legal authorities—sets a dangerous precedent.
cl_2015_ca5_state_of_texas_v._usa,Q12,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,3,0.0938,3,0.0938,0.2414,0.2759,0.2798,,,,,,0,0,,32,26,0,attempt,0,the process of finalizing a memorandum containing guidance for adjudicating requests for employment authorization filed by individuals who may be eligible for deferred action under DAPA.,"the process of determining the procedures for reviewing requests under DAPA, and thus USCIS has not yet determined whether the process to adjudicate DAPA requests will be similar to the DACA process.”"
cl_2015_ca5_state_of_texas_v._usa,Q13,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,1,0.0526,0.1538,0.1538,0.2407,,,,,,0,0,,19,20,0,attempt,0,law that threaten to undermine public confidence in the role of the judiciary as a check on the political branches.,"fact—that is, to ensure that factual determinations are based not on conjecture, intuition, or preconception, but on evidence."
cl_2015_ca5_state_of_texas_v._usa,Q14,D,pre_cutoff,2015-11-25,federal,circuit,anthropic/claude-opus-4,2025-01-31,0,0,0.0,5,0.102,0.2115,0.3462,0.2986,,,,,,0,0,,49,55,0,attempt,0,"""renewal processes. The Memo also instructs USCIS to 'establish a process, similar to DACA,' for implementation of DAPA, and it directs USCIS to create and disseminate application forms 'modeled on the forms used for DACA.' The Secretary's description of the programs as 'similar' and his instruction to model DAPA forms on DACA forms""","orders DHS to establish, for DAPA, processes similar to those for DACA: In order to align the DACA program more closely with the other deferred action authorization outlined below, . . . I hereby direct USCIS to establish a process, similar to DACA . . . . There will be no fee waivers, and like DACA . . . ."
